tag,building,climate,source,source_type,format,model,seed,cvrmse_pct,nmbe_pct,ashrae14_pass
RetailStripmall_5A_F3_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799869,llm,F3,llama-3.3-70b-versatile,1542799869.0,10.551740651733779,-10.258724417390441,False
RetailStripmall_5A_F3_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799870,llm,F3,llama-3.3-70b-versatile,1542799870.0,9.431295041693009,-8.944503750359827,False
RetailStripmall_5A_F3_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,5A,F3_llama-3.3-70b-versatile_seed1542799871,llm,F3,llama-3.3-70b-versatile,1542799871.0,16.953830561795588,-16.55934893964082,False
RetailStripmall_5A_F3_gpt-oss-120b_seed1542799867,RetailStripmall,5A,F3_gpt-oss-120b_seed1542799867,llm,F3,openai/gpt-oss-120b,1542799867.0,5.5197979277525695,4.880616051022544,True
RetailStripmall_5A_F3_gpt-oss-120b_seed1542799868,RetailStripmall,5A,F3_gpt-oss-120b_seed1542799868,llm,F3,openai/gpt-oss-120b,1542799868.0,13.186479750484132,-12.792739376580808,False
RetailStripmall_5A_F3_gpt-oss-120b_seed1542799869,RetailStripmall,5A,F3_gpt-oss-120b_seed1542799869,llm,F3,openai/gpt-oss-120b,1542799869.0,9.009779926656227,-8.22575172087861,False
RetailStripmall_5A_F3_gpt-oss-120b_seed1542799870,RetailStripmall,5A,F3_gpt-oss-120b_seed1542799870,llm,F3,openai/gpt-oss-120b,1542799870.0,3.162203350044131,-1.5483035003129333,True
RetailStripmall_5A_F3_gpt-oss-120b_seed1542799871,RetailStripmall,5A,F3_gpt-oss-120b_seed1542799871,llm,F3,openai/gpt-oss-120b,1542799871.0,14.64789786452037,-14.187806608178516,False
RetailStripmall_5A_F4_llama-3.3-70b-versatile_seed1542799867,RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799867,llm,F4,llama-3.3-70b-versatile,1542799867.0,3.8585605614302154,3.761870775764627,True
RetailStripmall_5A_F4_llama-3.3-70b-versatile_seed1542799868,RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799868,llm,F4,llama-3.3-70b-versatile,1542799868.0,27.160221198800677,27.109820098754945,False
RetailStripmall_5A_F4_llama-3.3-70b-versatile_seed1542799869,RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799869,llm,F4,llama-3.3-70b-versatile,1542799869.0,9.427762942269599,9.349332247789786,False
RetailStripmall_5A_F4_llama-3.3-70b-versatile_seed1542799870,RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799870,llm,F4,llama-3.3-70b-versatile,1542799870.0,7.860481049835351,-7.363350985745341,False
RetailStripmall_5A_F4_llama-3.3-70b-versatile_seed1542799871,RetailStripmall,5A,F4_llama-3.3-70b-versatile_seed1542799871,llm,F4,llama-3.3-70b-versatile,1542799871.0,7.140714193495288,-6.86003073151311,False
RetailStripmall_5A_F4_gpt-oss-120b_seed1542799867,RetailStripmall,5A,F4_gpt-oss-120b_seed1542799867,llm,F4,openai/gpt-oss-120b,1542799867.0,6.086827351482589,-5.555491230326929,False
RetailStripmall_5A_F4_gpt-oss-120b_seed1542799868,RetailStripmall,5A,F4_gpt-oss-120b_seed1542799868,llm,F4,openai/gpt-oss-120b,1542799868.0,18.03161928092493,18.020042582766234,False
RetailStripmall_5A_F4_gpt-oss-120b_seed1542799869,RetailStripmall,5A,F4_gpt-oss-120b_seed1542799869,llm,F4,openai/gpt-oss-120b,1542799869.0,2.030938845594973,-0.8742964902763599,True
RetailStripmall_5A_F4_gpt-oss-120b_seed1542799870,RetailStripmall,5A,F4_gpt-oss-120b_seed1542799870,llm,F4,openai/gpt-oss-120b,1542799870.0,7.715103745431327,-7.308473363852412,False
RetailStripmall_5A_F4_gpt-oss-120b_seed1542799871,RetailStripmall,5A,F4_gpt-oss-120b_seed1542799871,llm,F4,openai/gpt-oss-120b,1542799871.0,2.464172456376619,0.3914986632656838,True
SchoolPrimary_5A_F1_gpt-oss-120b_seed1542799867,SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799867,llm,F1,openai/gpt-oss-120b,1542799867.0,695.3577909919281,682.6113833963209,False
SchoolPrimary_5A_F1_gpt-oss-120b_seed1542799868,SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799868,llm,F1,openai/gpt-oss-120b,1542799868.0,3234.2209589756417,3217.0036771620735,False
SchoolPrimary_5A_F1_gpt-oss-120b_seed1542799869,SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799869,llm,F1,openai/gpt-oss-120b,1542799869.0,73.18227446872534,-72.53590074871869,False
SchoolPrimary_5A_F1_gpt-oss-120b_seed1542799870,SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799870,llm,F1,openai/gpt-oss-120b,1542799870.0,71.11876405078547,-70.15663685321596,False
SchoolPrimary_5A_F1_gpt-oss-120b_seed1542799871,SchoolPrimary,5A,F1_gpt-oss-120b_seed1542799871,llm,F1,openai/gpt-oss-120b,1542799871.0,52.3640049315529,-50.269162739561146,False
SchoolPrimary_5A_F2_llama-3.3-70b-versatile_seed1542799868,SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799868,llm,F2,llama-3.3-70b-versatile,1542799868.0,17.967257816868276,-16.530823329415075,False
SchoolPrimary_5A_F2_llama-3.3-70b-versatile_seed1542799870,SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799870,llm,F2,llama-3.3-70b-versatile,1542799870.0,28.309697103302806,-27.474364941291725,False
SchoolPrimary_5A_F2_llama-3.3-70b-versatile_seed1542799871,SchoolPrimary,5A,F2_llama-3.3-70b-versatile_seed1542799871,llm,F2,llama-3.3-70b-versatile,1542799871.0,18.380949899004637,-17.297494955016106,False
SchoolPrimary_5A_F2_gpt-oss-120b_seed1542799867,SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799867,llm,F2,openai/gpt-oss-120b,1542799867.0,31.049244247493935,-30.190044012525536,False
SchoolPrimary_5A_F2_gpt-oss-120b_seed1542799868,SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799868,llm,F2,openai/gpt-oss-120b,1542799868.0,15.431826907900458,10.267310310497114,False
SchoolPrimary_5A_F2_gpt-oss-120b_seed1542799869,SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799869,llm,F2,openai/gpt-oss-120b,1542799869.0,22.292209136888598,-19.021533355403026,False
SchoolPrimary_5A_F2_gpt-oss-120b_seed1542799870,SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799870,llm,F2,openai/gpt-oss-120b,1542799870.0,19.284348126254873,-14.038084401045808,False
SchoolPrimary_5A_F2_gpt-oss-120b_seed1542799871,SchoolPrimary,5A,F2_gpt-oss-120b_seed1542799871,llm,F2,openai/gpt-oss-120b,1542799871.0,49.33200170557724,47.19281211254123,False
SchoolPrimary_5A_F3_llama-3.3-70b-versatile_seed1542799867,SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799867,llm,F3,llama-3.3-70b-versatile,1542799867.0,67.25222886415149,-66.75855170652275,False
SchoolPrimary_5A_F3_llama-3.3-70b-versatile_seed1542799868,SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799868,llm,F3,llama-3.3-70b-versatile,1542799868.0,59.49558588048929,-59.09785025603516,False
SchoolPrimary_5A_F3_llama-3.3-70b-versatile_seed1542799869,SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799869,llm,F3,llama-3.3-70b-versatile,1542799869.0,56.111840278171165,-55.730088623760885,False
SchoolPrimary_5A_F3_llama-3.3-70b-versatile_seed1542799870,SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799870,llm,F3,llama-3.3-70b-versatile,1542799870.0,68.19720272967183,-67.69813114752911,False
SchoolPrimary_5A_F3_llama-3.3-70b-versatile_seed1542799871,SchoolPrimary,5A,F3_llama-3.3-70b-versatile_seed1542799871,llm,F3,llama-3.3-70b-versatile,1542799871.0,59.919987483972484,-59.545414324144375,False
SchoolPrimary_5A_F3_gpt-oss-120b_seed1542799867,SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799867,llm,F3,openai/gpt-oss-120b,1542799867.0,35.865253465932355,-35.443099084142744,False
SchoolPrimary_5A_F3_gpt-oss-120b_seed1542799868,SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799868,llm,F3,openai/gpt-oss-120b,1542799868.0,13.774995004181184,-13.461269951762544,False
SchoolPrimary_5A_F3_gpt-oss-120b_seed1542799869,SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799869,llm,F3,openai/gpt-oss-120b,1542799869.0,38.63741369472062,-38.023890040513585,False
SchoolPrimary_5A_F3_gpt-oss-120b_seed1542799870,SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799870,llm,F3,openai/gpt-oss-120b,1542799870.0,11.659924451485724,-11.310991233458955,False
SchoolPrimary_5A_F3_gpt-oss-120b_seed1542799871,SchoolPrimary,5A,F3_gpt-oss-120b_seed1542799871,llm,F3,openai/gpt-oss-120b,1542799871.0,15.293151558813115,-14.88710968351925,False
SchoolPrimary_5A_F4_llama-3.3-70b-versatile_seed1542799867,SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799867,llm,F4,llama-3.3-70b-versatile,1542799867.0,46.21921367997386,-45.86514162058613,False
SchoolPrimary_5A_F4_llama-3.3-70b-versatile_seed1542799868,SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799868,llm,F4,llama-3.3-70b-versatile,1542799868.0,54.31657376877118,-53.946697311469634,False
SchoolPrimary_5A_F4_llama-3.3-70b-versatile_seed1542799869,SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799869,llm,F4,llama-3.3-70b-versatile,1542799869.0,41.31151345584167,-40.995265319702476,False
SchoolPrimary_5A_F4_llama-3.3-70b-versatile_seed1542799870,SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799870,llm,F4,llama-3.3-70b-versatile,1542799870.0,36.64136181707543,-36.28746795409334,False
SchoolPrimary_5A_F4_llama-3.3-70b-versatile_seed1542799871,SchoolPrimary,5A,F4_llama-3.3-70b-versatile_seed1542799871,llm,F4,llama-3.3-70b-versatile,1542799871.0,42.477711057643084,-42.11894321050558,False
SchoolPrimary_5A_F4_gpt-oss-120b_seed1542799867,SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799867,llm,F4,openai/gpt-oss-120b,1542799867.0,40.03822799945516,-39.69480943020366,False
SchoolPrimary_5A_F4_gpt-oss-120b_seed1542799868,SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799868,llm,F4,openai/gpt-oss-120b,1542799868.0,40.6954336031524,-40.40561264906422,False
SchoolPrimary_5A_F4_gpt-oss-120b_seed1542799869,SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799869,llm,F4,openai/gpt-oss-120b,1542799869.0,6.961389123635751,-6.574179691030523,False
SchoolPrimary_5A_F4_gpt-oss-120b_seed1542799871,SchoolPrimary,5A,F4_gpt-oss-120b_seed1542799871,llm,F4,openai/gpt-oss-120b,1542799871.0,42.469856889832506,-42.1832089115261,False
OfficeMedium_5A_lobo_median_loo,OfficeMedium,5A,lobo_median_loo,deterministic_baseline,,,,35.61178966138313,34.844297869982164,False
OfficeMedium_5A_global_constant,OfficeMedium,5A,global_constant,deterministic_baseline,,,,35.84874418462164,35.27041910386167,False
SchoolPrimary_5A_lobo_median_loo,SchoolPrimary,5A,lobo_median_loo,deterministic_baseline,,,,8.712134314048047,-8.48670140850568,False
SchoolPrimary_5A_global_constant,SchoolPrimary,5A,global_constant,deterministic_baseline,,,,2.322341871120767,-1.9232005000700418,True
RetailStripmall_5A_lobo_median_loo,RetailStripmall,5A,lobo_median_loo,deterministic_baseline,,,,16.618158946545527,16.587142697737697,False
RetailStripmall_5A_global_constant,RetailStripmall,5A,global_constant,deterministic_baseline,,,,17.8442582099861,17.816415183122597,False
ApartmentMidRise_5A_lobo_median_loo,ApartmentMidRise,5A,lobo_median_loo,deterministic_baseline,,,,51.15082531535723,50.48823802900041,False
ApartmentMidRise_5A_global_constant,ApartmentMidRise,5A,global_constant,deterministic_baseline,,,,50.449743349555554,49.85346467940511,False
RestaurantFastFood_5A_lobo_median_loo,RestaurantFastFood,5A,lobo_median_loo,deterministic_baseline,,,,52.70016148231872,-52.40826359564399,False
RestaurantFastFood_5A_global_constant,RestaurantFastFood,5A,global_constant,deterministic_baseline,,,,49.98668392436008,-49.722875186535,False
OfficeMedium_5A_uniform_random_0,OfficeMedium,5A,uniform_random_0,uniform_random,,,,130.01551982993814,129.38127015012725,False
OfficeMedium_5A_uniform_random_1,OfficeMedium,5A,uniform_random_1,uniform_random,,,,84.17636198258052,83.69142947238834,False
OfficeMedium_5A_uniform_random_2,OfficeMedium,5A,uniform_random_2,uniform_random,,,,39.30434199865876,39.1945107855981,False
OfficeMedium_5A_uniform_random_3,OfficeMedium,5A,uniform_random_3,uniform_random,,,,26.21111450399602,25.666471370430333,False
OfficeMedium_5A_uniform_random_4,OfficeMedium,5A,uniform_random_4,uniform_random,,,,184.62310424825154,180.4972515013947,False
SchoolPrimary_5A_uniform_random_0,SchoolPrimary,5A,uniform_random_0,uniform_random,,,,84.84922598152872,84.2279110732906,False
SchoolPrimary_5A_uniform_random_1,SchoolPrimary,5A,uniform_random_1,uniform_random,,,,46.28148274928285,45.82337240467172,False
SchoolPrimary_5A_uniform_random_2,SchoolPrimary,5A,uniform_random_2,uniform_random,,,,45.884230865749096,45.54588189710081,False
SchoolPrimary_5A_uniform_random_3,SchoolPrimary,5A,uniform_random_3,uniform_random,,,,112.68956996885755,111.85482647923955,False
SchoolPrimary_5A_uniform_random_4,SchoolPrimary,5A,uniform_random_4,uniform_random,,,,37.54107289094782,-37.254353271563495,False
RetailStripmall_5A_uniform_random_0,RetailStripmall,5A,uniform_random_0,uniform_random,,,,15.520623656786011,15.433578840982134,False
RetailStripmall_5A_uniform_random_1,RetailStripmall,5A,uniform_random_1,uniform_random,,,,116.81426565112756,116.69430243293746,False
RetailStripmall_5A_uniform_random_2,RetailStripmall,5A,uniform_random_2,uniform_random,,,,3.622070008079771,3.476356466157762,True
RetailStripmall_5A_uniform_random_3,RetailStripmall,5A,uniform_random_3,uniform_random,,,,110.15468024143202,109.95729810548936,False
RetailStripmall_5A_uniform_random_4,RetailStripmall,5A,uniform_random_4,uniform_random,,,,87.80385492491276,87.76481237089062,False
ApartmentMidRise_5A_uniform_random_0,ApartmentMidRise,5A,uniform_random_0,uniform_random,,,,163.4487221886936,163.0716765117987,False
ApartmentMidRise_5A_uniform_random_1,ApartmentMidRise,5A,uniform_random_1,uniform_random,,,,105.40450368067471,104.66578090881546,False
ApartmentMidRise_5A_uniform_random_2,ApartmentMidRise,5A,uniform_random_2,uniform_random,,,,99.02433198401056,98.63610130331308,False
ApartmentMidRise_5A_uniform_random_3,ApartmentMidRise,5A,uniform_random_3,uniform_random,,,,70.67363890673921,70.05853772952956,False
ApartmentMidRise_5A_uniform_random_4,ApartmentMidRise,5A,uniform_random_4,uniform_random,,,,199.38584267067577,198.91684002320636,False
RestaurantFastFood_5A_uniform_random_0,RestaurantFastFood,5A,uniform_random_0,uniform_random,,,,61.363959897941726,-60.69272718981284,False
RestaurantFastFood_5A_uniform_random_1,RestaurantFastFood,5A,uniform_random_1,uniform_random,,,,55.02694007894882,-54.74309625126094,False
RestaurantFastFood_5A_uniform_random_2,RestaurantFastFood,5A,uniform_random_2,uniform_random,,,,64.38189701303745,-63.9017175564895,False
RestaurantFastFood_5A_uniform_random_3,RestaurantFastFood,5A,uniform_random_3,uniform_random,,,,68.43025472536698,-68.06617771095237,False
RestaurantFastFood_5A_uniform_random_4,RestaurantFastFood,5A,uniform_random_4,uniform_random,,,,55.07396570565584,-54.939576459911244,False
