building,format,model,true_name,mean,std,n,sti,stable
RetailStripmall,F1,openai/gpt-oss-120b,occupancy_m2_person,319.7610590894414,88.42792339444077,5,0.2765437531582178,False
RetailStripmall,F1,openai/gpt-oss-120b,outdoor_air,52429.415749364955,58444.907808637894,5,1.1147350580450786,False
RetailStripmall,F1,openai/gpt-oss-120b,window_shgc,21.794195250659634,13.893768640645082,5,0.6374985853274195,False
RetailStripmall,F1,openai/gpt-oss-120b,window_u_value,37.72804670396497,33.60018808043203,5,0.8905891244271829,False
RetailStripmall,F2,llama-3.3-70b-versatile,cooling_cop,51.024287222808866,77.98363716904956,5,1.5283630877295102,False
RetailStripmall,F2,llama-3.3-70b-versatile,cooling_setpoint_C,2.8882377563834205,2.411864427105558,5,0.8350643646891572,False
RetailStripmall,F2,llama-3.3-70b-versatile,equipment_W_m2,77.30232558139537,10.112402357967774,5,0.1308162759905578,False
RetailStripmall,F2,llama-3.3-70b-versatile,heating_setpoint_C,3.382283278067267,1.8642726861201522,5,0.551187624705832,False
RetailStripmall,F2,llama-3.3-70b-versatile,lighting_W_m2,30.21120293847567,13.241938989492438,5,0.4383122054576676,False
RetailStripmall,F2,llama-3.3-70b-versatile,occupancy_m2_person,316.79044236357765,0.3537116935777597,5,0.00111654786974857,True
RetailStripmall,F2,llama-3.3-70b-versatile,outdoor_air,12.819644369178656,18.385922464073566,5,1.4341991037034936,False
RetailStripmall,F2,llama-3.3-70b-versatile,window_shgc,72.03166226912928,30.622778137106398,5,0.42512941076788735,False
RetailStripmall,F2,llama-3.3-70b-versatile,window_u_value,11.145706640720023,3.7571822237036345,5,0.33709681627336613,False
RetailStripmall,F2,openai/gpt-oss-120b,cooling_cop,15.522703273495244,7.229706408463122,5,0.4657504740690189,False
RetailStripmall,F2,openai/gpt-oss-120b,cooling_setpoint_C,0.4604437002930072,0.0,5,0.0,True
RetailStripmall,F2,openai/gpt-oss-120b,equipment_W_m2,53.48837209302326,53.538904340564365,5,1.0009447333235946,False
RetailStripmall,F2,openai/gpt-oss-120b,heating_setpoint_C,0.5210800568450944,0.0,5,0.0,True
RetailStripmall,F2,openai/gpt-oss-120b,lighting_W_m2,37.74104683195593,0.0,5,0.0,True
RetailStripmall,F2,openai/gpt-oss-120b,occupancy_m2_person,239.03777849531807,132.64188509166115,5,0.5548992545304262,False
RetailStripmall,F2,openai/gpt-oss-120b,outdoor_air,307.48518204911096,136.89900832443143,5,0.4452214816080671,False
RetailStripmall,F2,openai/gpt-oss-120b,window_shgc,21.794195250659634,13.893768640645082,5,0.6374985853274195,False
RetailStripmall,F2,openai/gpt-oss-120b,window_u_value,21.94599854050109,10.13348493857946,5,0.4617463598148988,False
RetailStripmall,F3,llama-3.3-70b-versatile,cooling_cop,15.628299894403389,4.337823845077872,5,0.2775621068438339,False
RetailStripmall,F3,llama-3.3-70b-versatile,cooling_setpoint_C,0.3767266638760952,0.18719698430304074,5,0.49690399499996507,False
RetailStripmall,F3,llama-3.3-70b-versatile,equipment_W_m2,11.16279069767442,6.453226476982142,5,0.5781015385629834,False
RetailStripmall,F3,llama-3.3-70b-versatile,heating_setpoint_C,4.216011369019418,2.330340857650186,5,0.552735904550511,False
RetailStripmall,F3,llama-3.3-70b-versatile,lighting_W_m2,32.96602387511478,30.321285927744068,5,0.9197738266103982,False
RetailStripmall,F3,llama-3.3-70b-versatile,occupancy_m2_person,303.6164029706168,0.0,5,0.0,True
RetailStripmall,F3,llama-3.3-70b-versatile,outdoor_air,76.12193056731583,32.46450383180494,5,0.42648030061581355,False
RetailStripmall,F3,llama-3.3-70b-versatile,window_shgc,10.81794195250659,0.0,5,0.0,True
RetailStripmall,F3,llama-3.3-70b-versatile,window_u_value,12.381415713938223,5.273530379148333,5,0.4259230528227659,False
RetailStripmall,F3,openai/gpt-oss-120b,cooling_cop,24.07602956705386,7.229706408463122,5,0.3002864898602884,False
RetailStripmall,F3,openai/gpt-oss-120b,cooling_setpoint_C,0.8790288823775614,0.9359849215151902,5,1.0647942749999026,False
RetailStripmall,F3,openai/gpt-oss-120b,equipment_W_m2,109.30232558139537,52.001580872088134,5,0.47575914414889137,False
RetailStripmall,F3,openai/gpt-oss-120b,heating_setpoint_C,4.31075319753671,1.2973059154551538,5,0.3009464601676738,False
RetailStripmall,F3,openai/gpt-oss-120b,lighting_W_m2,33.42516069788797,14.966029396700296,5,0.44774741793974243,False
RetailStripmall,F3,openai/gpt-oss-120b,occupancy_m2_person,303.6164029706168,114.15995821545813,5,0.37600062809026247,False
RetailStripmall,F3,openai/gpt-oss-120b,outdoor_air,213.29381879762914,37.86736625740544,5,0.177536163358459,False
RetailStripmall,F3,openai/gpt-oss-120b,window_shgc,6.068601583113459,1.1799831015829974,5,0.19444069369563297,False
RetailStripmall,F3,openai/gpt-oss-120b,window_u_value,21.62490878131842,0.0,5,0.0,True
RetailStripmall,F4,llama-3.3-70b-versatile,cooling_cop,14.044350580781423,4.337823845077872,5,0.3088661038562964,False
RetailStripmall,F4,llama-3.3-70b-versatile,cooling_setpoint_C,0.4604437002930072,0.0,5,0.0,True
RetailStripmall,F4,llama-3.3-70b-versatile,equipment_W_m2,86.046511627907,57.859792114533626,5,0.6724246110607961,False
RetailStripmall,F4,llama-3.3-70b-versatile,heating_setpoint_C,5.2581714827096135,0.0,5,0.0,True
RetailStripmall,F4,llama-3.3-70b-versatile,lighting_W_m2,13.627180899908168,2.6092952059094388,5,0.19147725601316576,False
RetailStripmall,F4,llama-3.3-70b-versatile,occupancy_m2_person,133.12883435582825,33.81910486994166,5,0.2540329075484097,False
RetailStripmall,F4,llama-3.3-70b-versatile,outdoor_air,76.12193056731583,32.46450383180494,5,0.42648030061581355,False
RetailStripmall,F4,llama-3.3-70b-versatile,window_shgc,10.81794195250659,0.0,5,0.0,True
RetailStripmall,F4,llama-3.3-70b-versatile,window_u_value,16.273412794940416,4.3513850206758296,5,0.26739228430490763,False
RetailStripmall,F4,openai/gpt-oss-120b,cooling_cop,18.796198521647316,0.0,5,0.0,True
RetailStripmall,F4,openai/gpt-oss-120b,cooling_setpoint_C,0.8790288823775614,0.9359849215151902,5,1.0647942749999026,False
RetailStripmall,F4,openai/gpt-oss-120b,equipment_W_m2,141.86046511627907,84.81201176190916,5,0.5978551648790318,False
RetailStripmall,F4,openai/gpt-oss-120b,heating_setpoint_C,5.2581714827096135,0.0,5,0.0,True
RetailStripmall,F4,openai/gpt-oss-120b,lighting_W_m2,30.440771349862256,13.425336563097748,5,0.44103141831714776,False
RetailStripmall,F4,openai/gpt-oss-120b,occupancy_m2_person,197.06167258637393,51.814034665422064,5,0.2629330908713946,False
RetailStripmall,F4,openai/gpt-oss-120b,outdoor_air,187.89161727349705,35.42167766867383,5,0.18852186267104007,False
RetailStripmall,F4,openai/gpt-oss-120b,window_shgc,9.762532981530338,2.3599662031659996,5,0.24173707864862548,False
RetailStripmall,F4,openai/gpt-oss-120b,window_u_value,24.543906592070062,6.527077531013734,5,0.26593474459858724,False
SchoolPrimary,F1,llama-3.3-70b-versatile,cooling_cop,191.93205944798305,0.0,5,0.0,True
SchoolPrimary,F1,llama-3.3-70b-versatile,cooling_setpoint_C,188.12908182865922,0.0,5,0.0,True
SchoolPrimary,F1,llama-3.3-70b-versatile,equipment_W_m2,90.83160232075065,2.0423433033999387,5,0.022484941927897288,True
SchoolPrimary,F1,llama-3.3-70b-versatile,heating_setpoint_C,229.52380952380955,5.216405309573008,5,0.022727077074903144,True
SchoolPrimary,F1,llama-3.3-70b-versatile,lighting_W_m2,86.5501720942547,1.3616511380062348,5,0.01573250641862817,True
SchoolPrimary,F1,llama-3.3-70b-versatile,occupancy_m2_person,639.542320375737,437.57098677203095,5,0.6841939506285589,False
SchoolPrimary,F1,llama-3.3-70b-versatile,outdoor_air,3876.1431411530816,0.0,5,0.0,True
SchoolPrimary,F1,llama-3.3-70b-versatile,window_shgc,67.82099094299413,0.0,5,0.0,True
SchoolPrimary,F1,llama-3.3-70b-versatile,window_u_value,85.28294720850741,1.0615590474267904,5,0.012447494864728298,True
SchoolPrimary,F1,openai/gpt-oss-120b,cooling_cop,20.382165605095537,0.0,5,0.0,True
SchoolPrimary,F1,openai/gpt-oss-120b,cooling_setpoint_C,7.798693814829048,0.0,5,0.0,True
SchoolPrimary,F1,openai/gpt-oss-120b,equipment_W_m2,95.1292887328988,0.7846465976723311,5,0.008248212597020868,True
SchoolPrimary,F1,openai/gpt-oss-120b,heating_setpoint_C,0.0,0.0,5,,False
SchoolPrimary,F1,openai/gpt-oss-120b,lighting_W_m2,88.35054275880329,0.5920222339157577,5,0.00670083301618165,True
SchoolPrimary,F1,openai/gpt-oss-120b,occupancy_m2_person,149.82512241431,70.6612152679672,5,0.47162461227676095,False
SchoolPrimary,F1,openai/gpt-oss-120b,outdoor_air,7994.579191517562,14268.927624675127,5,1.7848253526357956,False
SchoolPrimary,F1,openai/gpt-oss-120b,window_shgc,12.008524240809809,11.841870301392385,5,0.9861220299784159,False
SchoolPrimary,F1,openai/gpt-oss-120b,window_u_value,51.576148879605014,23.831941507806935,5,0.4620729159797913,False
SchoolPrimary,F2,llama-3.3-70b-versatile,cooling_cop,47.26114649681529,80.90615136713633,5,1.711895655611914,False
SchoolPrimary,F2,llama-3.3-70b-versatile,cooling_setpoint_C,7.875528236650024,0.17180699020359755,5,0.021815297341461665,True
SchoolPrimary,F2,llama-3.3-70b-versatile,equipment_W_m2,49.54516152138099,6.662877148054671,5,0.1344808845800076,False
SchoolPrimary,F2,llama-3.3-70b-versatile,heating_setpoint_C,4.761904761904762,0.0,5,0.0,True
SchoolPrimary,F2,llama-3.3-70b-versatile,lighting_W_m2,42.441090812814394,0.0,5,0.0,True
SchoolPrimary,F2,llama-3.3-70b-versatile,occupancy_m2_person,7.164984510842416,0.0,5,0.0,True
SchoolPrimary,F2,llama-3.3-70b-versatile,outdoor_air,26.865473823724322,6.6483417371606865,5,0.24746787571227122,False
SchoolPrimary,F2,llama-3.3-70b-versatile,window_shgc,35.85508790623334,17.869483038091023,5,0.498380678491781,False
SchoolPrimary,F2,llama-3.3-70b-versatile,window_u_value,15.970375996961632,0.0,5,0.0,True
SchoolPrimary,F2,openai/gpt-oss-120b,cooling_cop,19.32059447983014,2.373745199044365,5,0.122860877884604,False
SchoolPrimary,F2,openai/gpt-oss-120b,cooling_setpoint_C,7.798693814829048,0.0,5,0.0,True
SchoolPrimary,F2,openai/gpt-oss-120b,equipment_W_m2,42.80925435140749,29.364218954122716,5,0.6859315678119788,False
SchoolPrimary,F2,openai/gpt-oss-120b,heating_setpoint_C,0.0,0.0,5,,False
SchoolPrimary,F2,openai/gpt-oss-120b,lighting_W_m2,32.380195922689964,18.721386846347563,5,0.5781739829816415,False
SchoolPrimary,F2,openai/gpt-oss-120b,occupancy_m2_person,23.053862296392523,30.719348753751174,5,1.332503350579922,False
SchoolPrimary,F2,openai/gpt-oss-120b,outdoor_air,244.5990722332671,118.54568469183776,5,0.48465304307771107,False
SchoolPrimary,F2,openai/gpt-oss-120b,window_shgc,33.23388385721897,16.22557806522822,5,0.48822395043977823,False
SchoolPrimary,F2,openai/gpt-oss-120b,window_u_value,46.82871249525256,24.929692087193555,5,0.5323591181312298,False
SchoolPrimary,F3,llama-3.3-70b-versatile,cooling_cop,14.64968152866243,4.360848387779982,5,0.29767530299193773,False
SchoolPrimary,F3,llama-3.3-70b-versatile,cooling_setpoint_C,7.798693814829048,0.0,5,0.0,True
SchoolPrimary,F3,llama-3.3-70b-versatile,equipment_W_m2,84.81484134374328,1.9875993016992415,5,0.02343456958958121,True
SchoolPrimary,F3,llama-3.3-70b-versatile,heating_setpoint_C,4.761904761904762,0.0,5,0.0,True
SchoolPrimary,F3,llama-3.3-70b-versatile,lighting_W_m2,50.75456711675933,32.30998969907911,5,0.6365927547909327,False
SchoolPrimary,F3,llama-3.3-70b-versatile,occupancy_m2_person,289.72719096632363,22.345038248224153,5,0.07712440856412894,True
SchoolPrimary,F3,llama-3.3-70b-versatile,outdoor_air,11.80914512922465,10.235769464311261,5,0.8667663367926878,False
SchoolPrimary,F3,llama-3.3-70b-versatile,window_shgc,11.880660628662753,0.0,5,0.0,True
SchoolPrimary,F3,llama-3.3-70b-versatile,window_u_value,9.191036840106351,4.4408201039379245,5,0.48316856750696463,False
SchoolPrimary,F3,openai/gpt-oss-120b,cooling_cop,16.77282377919321,5.934362997610908,5,0.3538082242879414,False
SchoolPrimary,F3,openai/gpt-oss-120b,cooling_setpoint_C,7.414521705724168,0.8590349510179752,5,0.11585844443004086,False
SchoolPrimary,F3,openai/gpt-oss-120b,equipment_W_m2,42.69751450469164,19.616164941808115,5,0.4594217056745229,False
SchoolPrimary,F3,openai/gpt-oss-120b,heating_setpoint_C,3.333333333333333,1.3041013273932527,5,0.39123039821797584,False
SchoolPrimary,F3,openai/gpt-oss-120b,lighting_W_m2,14.990733386285413,12.094746188661565,5,0.8068148420094442,False
SchoolPrimary,F3,openai/gpt-oss-120b,occupancy_m2_person,119.8461077245928,44.69007649644829,5,0.3728955186358359,False
SchoolPrimary,F3,openai/gpt-oss-120b,outdoor_air,165.07620941020545,0.0,5,0.0,True
SchoolPrimary,F3,openai/gpt-oss-120b,window_shgc,9.216835375599356,2.6638252530633952,5,0.2890173410404622,False
SchoolPrimary,F3,openai/gpt-oss-120b,window_u_value,18.68590960881125,0.0,5,0.0,True
SchoolPrimary,F4,llama-3.3-70b-versatile,cooling_cop,16.24203821656052,4.360848387779981,5,0.268491449757434,False
SchoolPrimary,F4,llama-3.3-70b-versatile,cooling_setpoint_C,7.798693814829048,0.0,5,0.0,True
SchoolPrimary,F4,llama-3.3-70b-versatile,equipment_W_m2,69.05665783253349,7.329204064056439,5,0.10613319981152572,False
SchoolPrimary,F4,llama-3.3-70b-versatile,heating_setpoint_C,4.761904761904762,0.0,5,0.0,True
SchoolPrimary,F4,llama-3.3-70b-versatile,lighting_W_m2,11.570029123643105,10.770900506649719,5,0.9309311490529973,False
SchoolPrimary,F4,llama-3.3-70b-versatile,occupancy_m2_person,5.92984910562606,3.2953712110887583,5,0.5557259809464984,False
SchoolPrimary,F4,llama-3.3-70b-versatile,outdoor_air,44.70510271703115,29.025905450036923,5,0.6492749973926135,False
SchoolPrimary,F4,llama-3.3-70b-versatile,window_shgc,11.880660628662753,0.0,5,0.0,True
SchoolPrimary,F4,llama-3.3-70b-versatile,window_u_value,9.855677933915697,5.086629409790691,5,0.5161115697872398,False
SchoolPrimary,F4,openai/gpt-oss-120b,cooling_cop,19.426751592356695,9.383051767337417,5,0.48299643523671276,False
SchoolPrimary,F4,openai/gpt-oss-120b,cooling_setpoint_C,7.798693814829048,0.0,5,0.0,True
SchoolPrimary,F4,openai/gpt-oss-120b,equipment_W_m2,54.15801160375331,22.42314424826091,5,0.4140318963761018,False
SchoolPrimary,F4,openai/gpt-oss-120b,heating_setpoint_C,4.761904761904762,0.0,5,0.0,True
SchoolPrimary,F4,openai/gpt-oss-120b,lighting_W_m2,8.657664813343928,2.9601111695787523,5,0.3419064185779493,False
SchoolPrimary,F4,openai/gpt-oss-120b,occupancy_m2_person,162.84400919356455,77.16737831596512,5,0.4738729947642109,False
SchoolPrimary,F4,openai/gpt-oss-120b,outdoor_air,66.14976805831677,61.351586598334045,5,0.9274648785502512,False
SchoolPrimary,F4,openai/gpt-oss-120b,window_shgc,11.880660628662753,0.0,5,0.0,True
SchoolPrimary,F4,openai/gpt-oss-120b,window_u_value,21.53437143942272,6.3693542845607345,5,0.2957761874999719,False
