Date/Time,DINING:Zone Air System Sensible Heating Energy [J](Monthly),DINING:Zone Air System Sensible Cooling Energy [J](Monthly),KITCHEN:Zone Air System Sensible Heating Energy [J](Monthly),KITCHEN:Zone Air System Sensible Cooling Energy [J](Monthly),ATTIC:Zone Air System Sensible Heating Energy [J](Monthly),ATTIC:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,331606035.29663104,3138616106.0888195,0.0,22973121872.11464,0.0,0.0,28562980181.603157,62999525044.30539 
February,111035187.77072835,3075053691.4019365,0.0,20680896442.089485,0.0,0.0,26072571065.676125,56125828519.508385 
March,86115758.0825424,3117585900.9266744,0.0,22677565178.817924,0.0,0.0,29475772318.170105,61813231252.11807 
April,2033817.464848416,4413727635.169906,0.0,22434753395.93149,0.0,0.0,31720571347.605034,58351540020.860176 
May,971583.7554155412,5228572289.801259,0.0,23262804316.954487,0.0,0.0,37840904769.39533,59288451322.64754 
June,3607141.6611478687,6715007395.283789,0.0,23081636703.33851,0.0,0.0,39271482016.72894,56431979908.883095 
July,1282962.3059739931,7990016713.566283,0.0,23929699507.59263,0.0,0.0,43381023317.68109,57521593186.144394 
August,2109417.2299402626,8447076264.821176,0.0,24517932636.570515,0.0,0.0,43280891806.40313,57294893927.22431 
September,1440780.7742086777,7668544413.815317,0.0,23901244114.671715,0.0,0.0,41170003589.49353,55661060730.057205 
October,893898.0535621159,6816947253.713185,0.0,24871410735.73769,0.0,0.0,38421484296.76064,58255545317.09209 
November,1747340.4229788869,5076485528.642055,0.0,23606049707.43404,0.0,0.0,31787301739.62017,57345015011.92593 
December,3572606.718969996,3470025063.479974,0.0,23450566432.736855,0.0,0.0,28156995031.527576,60491225160.36089 
