Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,6777808837.364812,1524682866.7990103,1973551513.3706899,849245563.9966117,2702773388.5861773,673161382.2406387,2912650407.41235,642741998.9390178,3014801138.09893,607979072.8848808,5883681433.874579,996744923.8104261,3152874866.5125833,528079993.691867,3210947554.1667013,506033434.75386083,3573252663.977055,423683366.7049021,7373250636.301449,57604105.789596185,92611869306.54156,204325063742.53738 
February,6582081419.766894,1190104725.2744536,1962386935.3334424,672057303.3345574,2608112193.899342,524657403.8863361,2802113664.4990234,512462838.63801664,2905223000.558249,473677562.56989866,5607370095.505056,806353610.2474773,3022391828.327701,411021033.3535089,3059902509.024697,399107909.4271482,3449941368.3946056,321365973.49108505,7062502372.97713,21854302.770137034,83474892008.27237,201264236571.26465 
March,3625230629.7262707,4348119173.915037,792204959.1336935,2306363357.789724,1174338856.1689284,1937739626.4294496,1309740331.4883802,1882252020.6979604,1379450415.1098027,1823659459.2280266,2740419437.567248,3343584555.477322,1487187160.5937994,1693322685.3684182,1518413733.3967874,1649092714.5943284,1753145950.2507727,1499087044.6648433,4486304293.011143,829071682.2952279,91226655183.3715,124865468013.78188 
April,1168572846.1018958,6563022941.9676285,103729646.00362936,3545584533.557349,209830946.72286606,2864190619.9254394,276032198.38305306,2769589429.8564425,322917433.02138275,2698300262.875664,684513347.7644287,4967839055.241824,374492464.85636055,2501785029.9238386,396186941.89909744,2437873626.097061,536428207.0405143,2242210778.996493,2061246856.8432317,1484222130.1010852,85427627810.38069,54295894215.07141 
May,136885647.59661648,10871245013.206514,24008436.642896734,5896413134.291582,26038875.39768922,4846099400.606667,28986860.154926162,4737965056.529341,32093978.983948622,4660303291.081587,57240321.091382936,8547191220.843911,31538577.836483866,4367074776.202874,34791550.26480973,4267762458.921629,55292263.04502135,3962633227.8503,363074421.609118,3161778709.1044493,89560602698.4899,6484361652.809186 
June,15904707.062622564,14164898527.13375,6386861.219967488,7626535006.265664,4270046.157905896,6333757774.15683,4463165.56134169,6239473973.69424,5476603.813023899,6162354195.355923,8635766.75201259,11472686195.739086,4947106.349196774,5909884626.235791,5073483.133125765,5840037618.724223,10300792.262293234,5589962047.438549,21404874.44979183,5014655806.08577,91662297357.49602,7832441.807135601 
July,6979751.673440521,17817931165.834137,8055012.028348812,9234977637.4332,3579640.442332657,7685296921.701831,3922802.4011817295,7590168538.041085,3540236.4526046584,7500725505.337084,9510590.574077506,14045776502.062452,4480152.06813245,7269348619.041067,4619295.283267874,7189980006.356711,4543273.352542742,7041716662.972165,6891676.1505929325,6793293833.76088,98784759056.99846,0.0 
August,6255432.5210082475,17242452268.050495,7826639.36577103,9052871404.327162,3575711.2277332046,7648875869.1702585,3352791.8408660255,7547095134.123414,3516533.979568049,7486300772.27147,8987435.217960527,13993829518.13575,4280698.694448245,7219898380.401678,4538210.501724678,7152647340.661879,5071359.57607261,6993794584.163851,9335566.160383329,6706183692.716175,98685581092.06638,0.0 
September,23596960.721364353,14008251296.358313,12928218.650558276,7318574530.036417,11084538.123538148,6066895351.329923,11367952.555208055,5958343768.129799,12691578.06302792,5885642158.74115,21811351.35877077,10959324790.755695,12049208.081161188,5621240848.511407,12099118.18433853,5545311909.599544,14290866.823207114,5354130016.148215,56201807.46130626,4837169231.892846,90470813382.85022,1049174314.1885567 
October,253665130.17295086,10358220583.646143,31555203.157008518,5321326903.495247,55675633.13696804,4399072237.179381,75057266.51880167,4282768522.6033654,83956920.6804705,4202467036.661148,175319236.71270382,7715489719.075323,92463324.60488263,3931040112.71384,99357389.59904458,3853436483.1220703,131478288.79701303,3642994662.5870533,641719490.6816514,2985998373.8506474,90158916881.60156,22547943751.90106 
November,1878134421.8203187,4466794666.571565,386225061.6364046,2226903877.971196,633451678.6097085,1768210789.718487,743637458.1061815,1677713174.1365535,807887057.5547037,1605726021.5555167,1611296864.543019,2831255881.5789003,863706766.005508,1434508437.2389371,901230291.3191744,1397177579.8339007,1079349057.146309,1266926653.5060556,2815762083.697238,717882021.7176107,87762033677.52223,96658143486.56357 
December,5958027543.548388,2269460213.0838075,1791929871.8771594,1105493857.4611423,2458458589.3963566,888706732.9008086,2647625169.1100607,859247058.758651,2735924295.754158,816278326.7744927,5326081553.01112,1384226528.2188199,2848887896.815519,716335571.6647813,2904557629.870999,702304441.2035153,3239323844.394416,615433867.6579506,6450148744.8847275,244225188.02989691,92151212804.99146,182468521105.30048 
