Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,23310548.081285678,11828201.74324217,23310548.081285678,5861478.557031082 
 01/01  02:00:00,,,16865649.419892117,10998514.362423422,16865649.419892117,769177.0299792252 
 01/01  03:00:00,,,17690041.288678113,11007533.439702181,17690041.28867811,1505978.070110183 
 01/01  04:00:00,,,17982945.723294135,10907655.704308981,17982945.72329413,1878100.1371391984 
 01/01  05:00:00,,,18416479.508303814,11207288.910488581,18416479.508303814,1606946.0349235511 
 01/01  06:00:00,,,22946182.610798996,11906433.058240982,22946182.610798992,5767718.4284586115 
 01/01  07:00:00,,,27015744.989414267,13073880.85786512,27015744.989414267,5899138.099295782 
 01/01  08:00:00,,,26741783.49617929,13444341.346406847,26741783.496179286,6193875.151285117 
 01/01  09:00:00,,,23218865.720806226,14009388.105917035,23218865.720806226,6204186.574183984 
 01/01  10:00:00,,,23159391.97556072,14179980.429699061,23159391.975560717,5954276.421132052 
 01/01  11:00:00,,,24263074.655677065,15339085.53486399,24263074.65567706,5893752.880007517 
 01/01  12:00:00,,,28524160.79351524,19329114.240452074,28524160.793515235,5838057.1425403925 
 01/01  13:00:00,,,24940902.241138503,15439349.046250494,24940902.241138503,5967306.019544521 
 01/01  14:00:00,,,24201290.048928183,15238822.023477485,24201290.04892818,5915977.203308206 
 01/01  15:00:00,,,23858950.517929334,15038295.00070448,23858950.51792933,5759753.344588578 
 01/01  16:00:00,,,23851774.992457584,15038295.00070448,23851774.99245758,5766685.176367832 
 01/01  17:00:00,,,26002863.49023716,15566940.046209477,26002863.490237154,5865906.454532147 
 01/01  18:00:00,,,29974200.57025507,16141161.74349242,29974200.570255063,5966981.412079189 
 01/01  19:00:00,,,29899671.502922088,15940634.72071941,29899671.502922088,6099061.883795786 
 01/01  20:00:00,,,30161028.539840426,15740107.697946401,30161028.539840426,6190799.9575707875 
 01/01  21:00:00,,,30010647.313575603,15539580.675173396,30010647.313575596,6267399.288884732 
 01/01  22:00:00,,,29421522.052273966,15339053.652400386,29421522.052273966,6081227.818807175 
 01/01  23:00:00,,,27601373.6337135,13919324.540425707,27601373.633713495,5964918.898225261 
 01/01  24:00:00,,,30171716.022569384,15972212.25629225,30171716.02256938,6010309.112797627 
 01/02  01:00:00,,,23440975.8864917,11553842.716368737,23440975.886491694,5888803.579122458 
 01/02  02:00:00,,,16389487.883576784,10998514.362423422,16389487.883576784,284573.2037611902 
 01/02  03:00:00,,,17748965.259906575,11007533.439702181,17748965.25990657,1551994.483449433 
 01/02  04:00:00,,,17985435.135924526,10907655.704308981,17985435.135924526,1899466.651878575 
 01/02  05:00:00,,,18466961.546389535,11207288.910488581,18466961.54638953,1646324.9640192557 
 01/02  06:00:00,,,23567138.508804705,12536810.931127362,23567138.5088047,5797454.814992807 
 01/02  07:00:00,,,27778053.721063077,13802993.892350223,27778053.72106307,5922011.155327488 
 01/02  08:00:00,,,27225333.939509414,13947768.948551066,27225333.939509414,6165024.08042408 
 01/02  09:00:00,,,23510601.28229167,14364258.109102994,23510601.282291666,6133383.711674611 
 01/02  10:00:00,,,23650231.94322013,14508857.349657541,23650231.943220135,6108169.61060384 
 01/02  11:00:00,,,24960636.14588213,15996852.423161121,24960636.145882126,5918053.432518119 
 01/02  12:00:00,,,29344426.08212539,19986881.128749207,29344426.082125388,5994258.928774359 
 01/02  13:00:00,,,25847957.989731718,16097115.934547625,25847957.989731714,6191203.855385924 
 01/02  14:00:00,,,25037578.347884487,15896588.911774617,25037578.347884487,6082284.370258961 
 01/02  15:00:00,,,24645805.94570129,15696061.88900161,24645805.94570129,5875585.848671592 
 01/02  16:00:00,,,24569716.11682313,15696061.88900161,24569716.11682313,5813201.978090355 
 01/02  17:00:00,,,27426500.918343738,16929443.128555994,27426500.918343734,5904032.966407066 
 01/02  18:00:00,,,31657955.536320463,17693343.008482296,31657955.53632046,6078232.452848859 
 01/02  19:00:00,,,31691900.50275117,17492815.98570929,31691900.502751168,6319327.534595026 
 01/02  20:00:00,,,31892605.545176357,17292288.962936282,31892605.54517635,6347382.883297728 
 01/02  21:00:00,,,31698626.32065379,17091761.940163273,31698626.32065378,6381967.50675607 
 01/02  22:00:00,,,31109132.8936372,16891234.917390265,31109132.8936372,6196199.646026834 
 01/02  23:00:00,,,27740964.723232232,13919324.540425707,27740964.723232232,6108910.310246833 
 01/02  24:00:00,,,30233382.79450977,15972212.25629225,30233382.79450977,6074454.37635735 
 01/03  01:00:00,,,23510848.98118333,11553842.716368737,23510848.981183328,5960052.789209537 
 01/03  02:00:00,,,16748067.984830897,10998514.362423422,16748067.984830897,642461.041028443 
 01/03  03:00:00,,,18062683.085813165,11007533.439702181,18062683.085813165,1877878.9967122383 
 01/03  04:00:00,,,17798954.951003257,10907655.704308981,17798954.951003253,1699966.4549395726 
 01/03  05:00:00,,,20525609.113638826,11207288.910488581,20525609.113638826,2091287.1436204447 
 01/03  06:00:00,,,24975011.67464639,12536810.931127362,24975011.674646385,5968796.292051349 
 01/03  07:00:00,,,28586204.99589444,13802993.892350223,28586204.995894432,6142973.466589193 
 01/03  08:00:00,,,27502611.09358755,13947703.267050253,27502611.093587548,6460569.562032698 
 01/03  09:00:00,,,23816715.968790323,14363960.015571266,23816715.96879032,6458012.495569925 
 01/03  10:00:00,,,24033957.147378653,14508857.349657541,24033957.147378646,6512707.766821235 
 01/03  11:00:00,,,25312690.2749728,15996852.423161121,25312690.274972796,6293452.653150181 
 01/03  12:00:00,,,29764292.943317622,19986881.128749207,29764292.943317614,6434736.02622544 
 01/03  13:00:00,,,26348545.017927766,16097115.934547625,26348545.01792776,6714433.939428698 
 01/03  14:00:00,,,25549098.856946867,15896588.911774617,25549098.856946863,6619983.242688135 
 01/03  15:00:00,,,25133394.30802569,15696061.88900161,25133394.308025688,6390764.677740365 
 01/03  16:00:00,,,25061446.700873673,15725360.556925595,25061446.700873673,6302085.216992406 
 01/03  17:00:00,,,27970307.105515365,16955203.93779165,27970307.105515365,6453157.179178763 
 01/03  18:00:00,,,32253409.406299368,17693343.008482296,32253409.406299364,6704421.4219957795 
 01/03  19:00:00,,,32368908.808462705,17492815.98570929,32368908.808462698,7025050.721345076 
 01/03  20:00:00,,,32219513.430298656,17292288.962936282,32219513.430298653,7076530.958001949 
 01/03  21:00:00,,,32021677.116506085,17091761.940163273,32021677.116506077,7079482.8902279595 
