Date/Time,DINING:Zone Air System Sensible Heating Energy [J](Monthly),DINING:Zone Air System Sensible Cooling Energy [J](Monthly),KITCHEN:Zone Air System Sensible Heating Energy [J](Monthly),KITCHEN:Zone Air System Sensible Cooling Energy [J](Monthly),ATTIC:Zone Air System Sensible Heating Energy [J](Monthly),ATTIC:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,19293802579.421738,9533125.260224424,4809811.202506901,17644008501.038296,0.0,0.0,19107393983.36188,158320495853.37787 
February,18939282912.3636,13772549.404285703,4877727.739799976,15594039298.902262,0.0,0.0,17178416782.732359,154897064701.784 
March,13397091866.547,91736339.83889045,1909254.6946686797,17953625287.46083,0.0,0.0,18422380376.758423,126691465300.44994 
April,7496966698.006514,177934792.56599587,120371.07861612385,18163591668.17415,0.0,0.0,17479351970.523655,92763298920.124 
May,2211602692.820587,1008032269.5397937,0.0,19420838818.57173,0.0,0.0,19094860955.891277,69750498569.92944 
June,166747859.22241038,2179889746.7726564,0.0,19857103183.290833,0.0,0.0,21290977879.014973,58246222774.58797 
July,2383130.787203448,3818962537.4498777,0.0,21528308559.832085,0.0,0.0,26037874013.60113,57728058098.28052 
August,7165425.254403824,3281034026.5812826,0.0,21444101810.796837,0.0,0.0,23920498664.20328,57600734349.31487 
September,809169749.8356054,2110174871.0473228,0.0,20397019557.239544,0.0,0.0,20500581688.25692,60374262807.28617 
October,4149499389.979432,728104988.8950604,0.0,20664192497.174168,0.0,0.0,19028835839.437664,77741670685.15346 
November,10407149441.08115,62534338.770899065,594474.2040410052,19235829517.093765,0.0,0.0,18149522829.592354,105451822987.79872 
December,17228419952.077713,22942140.434058968,3744902.6420766907,18423476493.688755,0.0,0.0,19103077711.77411,146096351882.65152 
