Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,1319319.6475334484,17259474991.512802,8679223031.038574,191576.76357656502,2997279238.2143545,2943000.968223102,2383695073.4326673,175528385.65869507,81022538.10564257,11034442957.413269,2072312533.8065922,7577459983.209947,6144154343.946796,422013229.40445,3742386835.6497817,471263343.89434063,4898012979.8165655,1890220471.8593616,3909159293.1860976,387075300.6399626,3486391034.950348,582435400.3295283,2016002018.8002071,550895937.947377,5463742304.073667,672631847.40598,2146603109.2497015,466460494.1386733,3663422995.9347906,716365833.1447814,2252880802.132558,462405711.1095706,2816021123.205741,2375542127.748192,2331271049.2047844,578252968.3849429,180260002579.0507,94137632077.61012 
February,0.0,16327932175.583178,7803218529.798226,908718.1902092106,2597632934.0165954,9853233.815479968,2015395441.667242,214395150.42409816,15069315.504549414,10640368794.69313,1727405251.8419876,7182916475.683664,5591221925.108079,489452187.5795086,3385772858.5731215,492972790.5912963,4407383786.133141,1779002230.0685441,3383327243.632141,498537692.9944578,3293787832.592755,582494135.0992138,1879036858.0909493,542576656.2443346,5082202759.021844,542757131.4124694,1813158908.1915154,525987790.46150106,3351369886.387875,740475099.8760121,2045449174.614032,491253192.038587,2500665268.3915825,2211750202.886254,1985514126.6328545,669988751.6199071,162416494554.6891,94156627604.92387 
March,0.0,22417621321.690376,4789920308.469507,641229824.0691073,1561437082.6938386,347435138.83188474,1003110532.5051742,748556378.5448747,3035687.0154366745,14901913442.659397,480035793.53518665,12875200599.758207,2876544036.127257,1683694647.7573416,1727882760.0645874,1830300977.2667215,2309450407.97906,4598059550.661014,1704704918.0220423,1936729501.074228,1581984779.5682669,1545621309.1052709,808108440.1375813,1603190091.6507497,2988998364.436943,2388555841.0743284,739523180.079555,1630863354.4225085,1339098440.7508621,2083303684.9938505,814421593.5807395,1933282525.648764,1021595139.8528605,5138134218.983478,780442935.7438972,2230988634.3560605,145284286910.97614,58569155263.68285 
April,0.0,23389148882.391136,2058667921.555008,1516688165.059216,477745723.3478662,698718389.148724,243203928.71737528,1313490676.066572,0.0,15420629459.203266,235300.05595465045,14372399831.609419,672624812.0088526,2403963492.7927537,392831682.8613741,2878324612.1169777,555321687.0609556,4943350911.276527,375809725.1916138,2951626094.432269,226922598.29375896,2283411829.0725994,64208297.01976462,2540647397.9954906,1408938879.220164,2953233238.2372036,49292032.598824166,2536663045.418568,99415680.09857324,2847337648.7274055,61872238.15064094,3114116442.3034115,65244444.24989191,5479370165.490451,46470307.38866925,3269763372.107035,114472040162.50912,26269467633.93651 
May,0.0,28511015623.960094,657526807.5944086,4570729760.20324,90574878.46357512,2532185152.267529,57334504.238905415,2920112181.6380124,0.0,21227711826.651752,0.0,19842674031.800686,22899730.173038952,5028080911.750198,11699396.058376765,5611091221.065588,18421055.72212963,7156650809.169716,13455692.890789855,5439967985.522919,1845563.06438748,4077960573.7467103,190209.24061487973,4836058212.762359,440657976.4478725,5093087858.53383,342306.25129489123,4672470319.521218,0.0,5397404391.181857,0.0,5727229368.599235,0.0,7527252250.670562,0.0,5690046210.47144,137437661890.44878,13593633714.304058 
June,0.0,30899498149.080986,372491691.32767606,6452979932.683273,21248287.355941534,3865900216.6742835,12856664.880799627,4144462647.207401,0.0,24057840811.277046,0.0,23815778281.70438,0.0,7094172007.036451,0.0,6977800500.8420925,0.0,8436485537.000113,0.0,6801989928.949617,0.0,5845461148.188901,0.0,6233680558.152495,129325965.9435044,6594290322.938329,0.0,6013205432.457036,0.0,7192684092.67073,0.0,6875058040.142616,0.0,8500225165.119151,0.0,6847195053.638115,155883784294.18393,11106729541.084496 
July,0.0,30758650194.32447,238395025.19462776,7783460561.435671,26509511.28578073,4760075644.049566,10446293.586474672,4981940410.430654,0.0,24724184954.13412,0.0,25225602722.31454,0.0,8120600625.94366,0.0,7671344465.702586,0.0,9872622902.379625,0.0,8148920973.603556,0.0,6867237338.893324,0.0,6942775742.599924,18643999.82585786,8669828447.545656,0.0,7445641432.483642,0.0,7991601644.001472,0.0,7404489819.355105,0.0,9694228304.833239,0.0,8021660840.027989,172980968757.23022,10690967349.019424 
August,0.0,32806277325.81009,332268847.83488315,6639153201.253567,24562776.496901292,4329386373.951994,14950107.343992965,4806994022.743004,0.0,25623441455.733112,0.0,25209061518.30063,0.0,7198020373.042638,0.0,7076934542.020953,0.0,10471037008.258821,0.0,6962638822.64039,0.0,6571450990.920848,0.0,6848242630.279708,4283187.40818069,9716980296.031034,0.0,6712185483.372534,0.0,7304477944.10285,0.0,6960453797.2524,0.0,10523366947.697283,0.0,7013431541.071742,173094084682.25894,11082251437.694696 
September,0.0,28461616519.11774,548375077.1104077,3679469177.6655893,94074287.06773372,2561898400.5082607,60872075.50104892,3137334948.91477,0.0,20843500228.634926,0.0,19342926043.972614,42591789.758133516,4604916623.799028,24298527.84977782,4446432788.902499,31583569.344930213,8212165249.242181,22776927.69305661,4366991066.867288,0.0,4800886682.12664,0.0,4667165459.141377,119704205.65834692,7928875107.328396,0.0,4602608386.883213,0.0,4990758096.029753,0.0,4538187949.161783,0.0,8611356011.329136,0.0,4632801464.637877,138305370062.81223,11194819777.383953 
October,0.0,25707362656.417526,1680554439.9001448,1394465298.5670514,429179445.9157164,988598640.5334225,256110470.02539197,1645687906.8251493,0.0,16869171466.300014,40290655.30429169,14837180789.115314,508430299.93415314,2656191311.341114,299769728.51067024,2465284372.141934,369139584.8603509,5976026120.524441,313823553.82283926,2459230748.49183,44991516.10984294,3396646854.7641325,14481928.050213655,2988776282.475324,625044805.2029717,5781700563.438606,22490779.956375945,2969234950.965937,122769101.69155464,3172867082.031714,69937711.24502331,2663718911.901904,76254394.72006394,6571286924.783143,76275696.71546358,2808041194.8995466,124864532166.27582,18974565832.36026 
