Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,0.0,19417342057.190533,300412091.4244759,2973485379.6993265,119577713.84836973,1734640303.5941894,64294073.65017682,1818116210.6550624,0.0,16845089211.580181,0.0,15763346926.808052,2936251.645489664,3419789011.988771,1667444.004755499,3326520225.9652843,223785.18499254357,7801244668.041909,2013886.5686467825,3384253466.2521152,0.0,3158160716.658403,0.0,2901343640.3352857,74539762.08360521,7162598646.3440695,0.0,2893698336.816022,0.0,3482204461.09337,0.0,3260793408.4270515,0.0,7590497025.806771,0.0,3404021065.4620743,97586593117.86917,11962691867.896688 
February,0.0,18733252742.3452,203634128.22558928,3534348173.350457,30669979.3586515,1931028826.0241477,22169491.797314838,1982046372.3814023,0.0,16286073057.421019,0.0,15505033453.84691,0.0,3670553395.8146706,0.0,3764677406.875558,0.0,7619545403.864104,0.0,3764425998.0951757,0.0,3043862030.9718347,0.0,3166307040.284754,5384531.816914122,6850169819.651578,0.0,3090785760.8888516,0.0,3650445369.59991,0.0,3650805784.804445,0.0,7344983675.367724,0.0,3726790630.2244797,91468944539.15431,10914830396.209932 
March,0.0,21826963761.218983,251860463.14819223,4710712303.289707,19834175.46714214,2526872643.497808,15539744.4506669,2363555214.8951025,0.0,19115796188.519825,0.0,18651795179.40143,0.0,4779474420.83104,0.0,5043090966.8542,0.0,7806183002.318513,0.0,5106981311.1114,0.0,3499325738.943583,0.0,3900997429.625414,54281240.89829846,5968512226.096596,0.0,3899751440.699377,0.0,4643684410.202509,0.0,4824837147.747801,0.0,7483699921.541539,0.0,4985219250.143994,107247601196.39848,12424097436.477667 
April,0.0,21019336646.65663,127818537.55807593,6037686916.856198,9050540.737595186,3107480024.637924,4357783.001988854,2636152721.145976,0.0,19202106010.420734,0.0,19522190958.97224,0.0,5840679118.879304,0.0,5870804389.641027,0.0,7166893356.203982,0.0,5938233123.652945,0.0,3982695450.8137426,0.0,4476198468.700912,1619000.077776841,5352668448.048997,0.0,4490404119.337521,0.0,5471741437.695981,0.0,5485253592.944382,0.0,6720231984.031258,0.0,5649775027.084089,107734284373.72568,11350180243.5997 
May,0.0,22310100879.461353,67630095.0467807,7014297932.009513,6839807.360266368,3544428072.279544,2769171.4089548495,2910416800.6957393,0.0,20541405056.238373,0.0,21507557502.3727,0.0,7205495074.459057,0.0,6808444371.597256,0.0,7058057101.216225,0.0,6292963587.861299,0.0,4848202862.523862,0.0,5171930896.953416,0.0,5233930210.897379,0.0,4639184347.937181,0.0,6617381758.378048,0.0,6237333532.232436,0.0,6445827681.166465,0.0,5856877077.82105,125298505051.23717,11608149132.863686 
June,0.0,22942641797.970478,37074459.11018096,7558087523.331709,3576803.6716703884,3884876540.258933,1409655.870673405,3353233178.684941,0.0,20966540183.227566,0.0,22209024245.470642,0.0,8106941430.500629,0.0,6956607655.695386,0.0,7465483499.367887,0.0,6330228285.582091,0.0,6082274583.67005,0.0,5666521352.817809,0.0,6371809100.034313,0.0,4991920275.690142,0.0,7513376353.347848,0.0,6405600844.965402,0.0,6890710187.699582,0.0,5926324564.475285,130975604848.70561,11030375763.4989 
July,0.0,22592392901.609776,34598250.50073617,7999106909.245505,7255551.917958906,4090189348.1516495,2195133.151319891,3552094559.2706833,0.0,21049596694.805477,0.0,22348075557.742126,0.0,8367118807.986163,0.0,7262530707.090314,0.0,7912923260.391357,0.0,6782021474.828547,0.0,6502512643.199142,0.0,6084711402.822702,0.0,7002066945.318522,0.0,5546853533.531675,0.0,7575612093.738024,0.0,6559245943.9697275,0.0,7136287581.24507,0.0,6209594292.896029,133641293694.32071,10670571604.112669 
August,0.0,24342247535.06678,30951062.828713644,7879468216.396883,4609859.949754742,4157101707.5570273,2345489.91855346,3820386379.506034,0.0,22071940274.42202,0.0,23289615082.531624,0.0,8151772092.022907,0.0,7024274363.892725,0.0,8727003297.093782,0.0,7107938183.27676,0.0,6819237005.807723,0.0,6263729992.557308,0.0,8410714405.230464,0.0,6318189143.456523,0.0,7554875271.64665,0.0,6468158826.510692,0.0,8095866294.726419,0.0,6683492724.097765,140268824182.0702,11074652148.964512 
September,0.0,22469008021.89296,51130251.50651284,6368043090.648385,7257781.492428996,3498110896.673818,4352966.751777654,3283997571.237663,0.0,20461375787.567196,0.0,20998614768.037872,0.0,6638198338.109069,0.0,5977893684.447863,0.0,8452238646.44923,0.0,5682865375.611433,0.0,5898538092.472642,0.0,5621689007.970489,0.0,8582291886.468791,0.0,5289552563.985728,0.0,6219699324.76169,0.0,5565026095.879689,0.0,7938478784.205482,0.0,5392085080.430905,126688158157.9708,10452694867.230938 
October,0.0,23015986431.199177,102478604.79631145,5456296846.999825,8173234.634058857,3192888731.1501026,7185668.497736819,3160107600.321723,0.0,20730163725.89222,0.0,20585354243.79432,0.0,5774415771.945319,0.0,5459976440.513045,0.0,9188763795.39657,0.0,5279906250.023077,0.0,5441592164.795163,0.0,5370409281.880347,0.0,9631633556.128805,0.0,5151673278.102491,0.0,5563649229.923434,0.0,5176649139.541572,0.0,8749474576.65842,0.0,5128580930.828497,121942756861.4372,11047336602.378902 
November,0.0,21879094896.0076,126367474.25742908,4006916989.7154984,14392956.751610506,2485706681.105436,12835544.291830169,2577962244.285775,0.0,19121227626.287518,0.0,18126641067.98313,0.0,4504823335.053827,0.0,4211485219.220135,0.0,8683418811.539911,0.0,4087962331.4890513,0.0,4403551453.754076,0.0,4163808559.569126,0.0,9225331573.036112,0.0,3978804624.5272617,0.0,4504394267.620052,0.0,4076015230.8893137,0.0,8393548517.26048,0.0,4067875613.4871764,107728942236.66733,11094537284.381376 
