Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,10399110534.548388,98334680.84940195,3731026946.187604,106812494.27405645,4437832704.973855,73961771.82256618,4520616143.245162,64930269.59871934,4665410233.633523,54060170.507174306,8836761352.14884,82220575.51247804,4704058720.577613,57791452.78012037,4727401324.8589525,48247432.539794594,5014555702.847725,35407722.89413579,8833312147.050129,1815937.8081402467,63743202820.85382,259923041926.1635 
February,10265585830.444305,61587296.97982543,3726562121.335358,63803831.39860339,4412399754.256845,34525996.9836722,4480343712.284054,37874592.59722437,4586469003.324688,22408284.27793509,8687759823.42763,48169829.40424244,4607740598.317938,29390463.407564085,4648881065.574641,34233464.235116355,4934160163.242933,15722362.313915657,8610365952.970207,23514.24273165212,57350963853.013435,259733966832.28415 
March,6194336363.501416,1426919305.763149,1989230787.6725562,731960451.2397077,2360201012.493905,650837247.2004117,2419574009.46698,629204605.6458316,2569320117.457502,598108725.2600036,4888677919.149908,1139280171.0994232,2573235129.2973847,591261443.2059784,2618751238.2418914,574933744.1176962,2906104839.1707816,499676827.4470368,5773230935.480468,306647956.5125187,62072045050.433815,166879052577.3485 
April,2351247863.5128226,2763845837.8005214,549205359.4100657,1258096751.876562,753088896.9691525,1145983916.1596673,821400491.0004061,1105144864.8534033,917392822.2684588,1056828830.0754968,1777503442.0873404,2044837133.6745899,963436449.7064657,1031341977.0681522,963877177.5952848,1003009214.5767629,1106872893.1442285,895538010.3563896,2694565828.0210514,580012662.8087777,57550238687.37138,79158251568.13306 
May,277616490.24298793,5689169161.280747,30809695.044404063,2632094292.344702,58786985.97471444,2403507831.1717744,70038541.21849741,2323998306.683691,82860012.03543313,2255485912.326792,155984587.43874854,4153757110.5334735,82659461.85646763,2125741147.4956193,92314413.75674632,2055594496.3059063,129328769.14515772,1865650009.2297773,562013054.4610333,1640182484.1390905,60998677850.83493,12418117417.260664 
June,33200700.29537448,8198535360.988073,14142734.573729211,4246681580.8603263,12637180.057151042,3623683446.6999507,12915413.835282838,3560665822.82337,13767015.563586071,3500568272.44268,27736650.5902278,6547036195.38957,15276008.948749432,3375243179.7608347,15865165.40884824,3295670093.630714,17445626.936410397,3065882980.9872737,23845367.345030386,2906733215.674438,67098166439.69781,0.0 
July,16881250.320029724,11108464669.17444,6829296.312110849,5763969917.177606,5841293.64425744,4800307917.549541,5876999.566244819,4722842669.853029,6922133.9572944455,4641225665.324126,11841924.111060653,8787943631.859726,6339293.392344619,4568471507.461017,6800477.147482164,4510381436.392998,7261782.525377894,4361657076.18699,13588380.129265768,4281198633.1745224,79824394217.49438,0.0 
August,22138118.78756603,10318421462.687477,5915861.490081942,5361026050.184286,6217711.178768215,4537164967.30173,6142456.678250467,4464664171.549901,7835411.217260704,4388866060.493176,13676770.453397896,8297562212.975543,8249931.340523418,4300048377.087412,8492215.592638692,4246168749.3212004,11759646.241837304,4079366205.1609445,17973514.448859993,4037396440.6966834,75701051958.34953,0.0 
September,38213785.786207505,8347891953.15918,17340341.9453206,3900783384.110089,16323438.672576485,3454381477.740326,17576847.50430767,3379231392.755479,18198756.465775102,3319270642.779572,32319661.929941982,6168478773.586267,17604404.64394798,3177369715.83022,17851225.07475526,3126834548.9808,19740760.82119067,2975326939.805735,65198537.111365266,2904663866.892886,64485747971.26731,2080190264.3235416 
October,582239779.6856189,5576339777.179101,96894052.36109385,2465138827.9327564,169824033.5683696,2275198777.3497324,202565892.18359673,2188067975.81705,226465367.71750978,2117197364.9368186,434300938.14664817,3931687049.46535,233499757.60699,2017455093.6600773,241338499.46458316,1968568292.5505147,302586574.6179818,1821986788.981087,871979853.0775396,1572320075.1730077,61273037439.48428,34027238580.981735 
November,3516420885.596921,1598343095.1658106,1127987560.4010723,706463318.3866658,1479017021.4048157,591100519.0763636,1600388656.3297775,567318885.5175608,1685443388.0219078,525061736.1105993,3188035831.0230594,967252612.7645286,1698888865.4520125,497858684.07063854,1717639591.382454,480704285.67073774,1878741775.3457975,421052713.16709876,3629947272.6552105,255616592.35083628,60025889423.939644,127363032107.91858 
December,8884056997.462948,502988403.92692286,3279614749.753444,287261401.19804233,3828725458.351532,218988447.0641983,3899048479.835505,204232659.29363105,4000158312.2810082,185854898.71538094,7673890558.410949,340347864.8367888,4032211112.8746295,182430662.951769,4069475785.882767,178963165.26784807,4380798451.140284,146602451.79918042,7642529251.427749,64477718.05413354,63394449424.706726,229702543124.75308 
