Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,5325035.6500713,29104479.81217828 
 01/01  02:00:00,,,5325035.6500713,29104479.81217828 
 01/01  03:00:00,,,5325035.6500713,29104479.81217828 
 01/01  04:00:00,,,5325035.6500713,29104479.81217828 
 01/01  05:00:00,,,5325035.6500713,29104479.81217828 
 01/01  06:00:00,,,5325035.6500713,29104479.81217828 
 01/01  07:00:00,,,5325035.6500713,29104479.81217828 
 01/01  08:00:00,,,5325035.6500713,29104479.81217828 
 01/01  09:00:00,,,5325035.6500713,29104479.81217828 
 01/01  10:00:00,,,5325035.6500713,29104479.81217828 
 01/01  11:00:00,,,5325035.6500713,29104479.81217828 
 01/01  12:00:00,,,5325035.6500713,29104479.81217828 
 01/01  13:00:00,,,5325035.6500713,29104479.81217828 
 01/01  14:00:00,,,5325035.6500713,29104479.81217828 
 01/01  15:00:00,,,5325035.6500713,29104479.81217828 
 01/01  16:00:00,,,5325035.6500713,29104479.81217828 
 01/01  17:00:00,,,5325035.6500713,29104479.81217828 
 01/01  18:00:00,,,5325035.6500713,29104479.81217828 
 01/01  19:00:00,,,5325035.6500713,29104479.81217828 
 01/01  20:00:00,,,5325035.6500713,29104479.81217828 
 01/01  21:00:00,,,5325035.6500713,29104479.81217828 
 01/01  22:00:00,,,5325035.6500713,29104479.81217828 
 01/01  23:00:00,,,5325035.6500713,29104479.81217828 
 01/01  24:00:00,,,5325035.6500713,29104479.81217828 
 01/02  01:00:00,,,5325035.6500713,29104479.81217828 
 01/02  02:00:00,,,5325035.6500713,29104479.81217828 
 01/02  03:00:00,,,5325035.6500713,29104479.81217828 
 01/02  04:00:00,,,5325035.6500713,29104479.81217828 
 01/02  05:00:00,,,5325035.6500713,29104479.81217828 
 01/02  06:00:00,,,5325035.6500713,29104479.81217828 
 01/02  07:00:00,,,5325035.6500713,29104479.81217828 
 01/02  08:00:00,,,5325035.6500713,29104479.81217828 
 01/02  09:00:00,,,54579170.48247532,82846110.25946777 
 01/02  10:00:00,,,64226657.1888609,82846110.25946777 
 01/02  11:00:00,,,64005119.609658904,83506854.25946777 
 01/02  12:00:00,,,64620903.53464195,83506854.25946777 
 01/02  13:00:00,,,63216426.420070976,83506854.25946777 
 01/02  14:00:00,,,63485905.03748889,82846110.25946777 
 01/02  15:00:00,,,65355962.91974622,82846110.25946777 
 01/02  16:00:00,,,67496690.83716391,82515738.25946777 
 01/02  17:00:00,,,71903309.28388599,82515738.25946777 
 01/02  18:00:00,,,100245900.48022243,33720887.14822497 
 01/02  19:00:00,,,107990888.14799999,33720887.14822497 
 01/02  20:00:00,,,107990888.14799999,33720887.14822497 
 01/02  21:00:00,,,102666076.0548758,33720887.14822497 
 01/02  22:00:00,,,7806126.757767913,29104479.81217828 
 01/02  23:00:00,,,5325035.6500713,29104479.81217828 
