Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,26210447.84858035,14338288.257693717,26210447.848580353,6251336.36929625 
 01/01  02:00:00,,,20488345.765968937,13548426.845764037,20488345.765968934,1842654.80794273 
 01/01  03:00:00,,,20963405.415777326,13591712.666568777,20963405.415777326,2220580.657320776 
 01/01  04:00:00,,,20695783.97519467,13466865.855553377,20695783.97519467,2044671.9221141632 
 01/01  05:00:00,,,21966927.015488893,13841406.288599579,21966927.015488893,2554707.934670605 
 01/01  06:00:00,,,26136354.08252358,14715333.96570738,26136354.082523577,6182749.037504345 
 01/01  07:00:00,,,30180386.792740244,15816027.915906796,30180386.79274024,6321848.505289869 
 01/01  08:00:00,,,30044251.959505327,16221239.095506646,30044251.959505323,6719828.550594207 
 01/01  09:00:00,,,26583732.300531395,16846372.703777432,26583732.300531395,6732625.286743768 
 01/01  10:00:00,,,26526168.17758847,17102176.829222225,26526168.177588467,6399517.888217891 
 01/01  11:00:00,,,27697536.5281261,18341228.17939985,27697536.52812609,6326883.362064065 
 01/01  12:00:00,,,32051135.508709878,22406453.439698588,32051135.508709874,6288461.385692669 
 01/01  13:00:00,,,28464999.524413656,18466557.209023237,28464999.524413656,6464919.147759372 
 01/01  14:00:00,,,27668153.844594702,18215899.149776462,27668153.844594695,6406482.794962141 
 01/01  15:00:00,,,27224029.410828024,17965241.090529688,27224029.41082802,6198566.477837253 
 01/01  16:00:00,,,27193958.610920627,17965241.090529688,27193958.610920623,6182574.703793169 
 01/01  17:00:00,,,29426306.734769553,18548946.572641835,29426306.73476955,6308107.469931613 
 01/01  18:00:00,,,33384428.607862893,19078997.370133787,33384428.607862882,6440246.802026002 
 01/01  19:00:00,,,33296062.226192728,18828339.31088701,33296062.226192728,6608501.712337978 
 01/01  20:00:00,,,33537427.900398973,18577681.251640234,33537427.90039897,6730289.4403911065 
 01/01  21:00:00,,,33367743.735537626,18327023.192393456,33367743.73553762,6837688.331634037 
 01/01  22:00:00,,,32659270.258820858,18076365.13314668,32659270.258820854,6582226.459464902 
 01/01  23:00:00,,,30601494.316198856,16468234.240539752,30601494.316198856,6416577.700693487 
 01/01  24:00:00,,,33100070.736279123,18445108.796157524,33100070.73627912,6465973.768959969 
 01/02  01:00:00,,,26366528.527498238,14082525.2636567,26366528.52749823,6285627.5378106665 
 01/02  02:00:00,,,20651967.008088313,13548426.845764037,20651967.00808831,2010630.6733552543 
 01/02  03:00:00,,,21073161.203486677,13591712.666568777,21073161.203486677,2332937.774492236 
 01/02  04:00:00,,,20849181.62309296,13466865.855553377,20849181.623092957,2206654.1626885445 
 01/02  05:00:00,,,21697403.97826657,13841406.288599579,21697403.978266567,2290783.4933232805 
 01/02  06:00:00,,,26706484.248585004,15284884.11642071,26706484.248585004,6196497.840789126 
 01/02  07:00:00,,,30893604.63989991,16489355.639998067,30893604.63989991,6351503.671285735 
 01/02  08:00:00,,,30475620.37313323,16688550.345485926,30475620.373133227,6675030.598088784 
 01/02  09:00:00,,,26829332.328734342,17176553.86241063,26829332.32873434,6640373.822366878 
 01/02  10:00:00,,,27047713.083730474,17408364.372568514,27047713.083730467,6606833.164982166 
 01/02  11:00:00,,,28355045.158335768,18953615.31075105,28355045.15833576,6356497.815847559 
 01/02  12:00:00,,,32879610.09223119,23018840.571049787,32879610.09223118,6498251.147739484 
 01/02  13:00:00,,,29396033.46040926,19078944.340374436,29396033.460409258,6758323.509843169 
 01/02  14:00:00,,,28512312.02343972,18828286.281127658,28512312.02343971,6626059.834959181 
 01/02  15:00:00,,,28000247.95521593,18577628.221880883,28000247.95521593,6349155.556362405 
