Date/Time,DINING:Zone Air System Sensible Heating Energy [J](Monthly),DINING:Zone Air System Sensible Cooling Energy [J](Monthly),KITCHEN:Zone Air System Sensible Heating Energy [J](Monthly),KITCHEN:Zone Air System Sensible Cooling Energy [J](Monthly),ATTIC:Zone Air System Sensible Heating Energy [J](Monthly),ATTIC:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,18563550391.597332,40149629.64579693,2642410.242720599,19417398684.412247,0.0,0.0,21641746638.707367,160978527100.6937 
February,18001408388.42178,78720958.99394388,1494140.034822477,17171180759.491072,0.0,0.0,19485537824.96018,156543641781.02182 
March,13017064254.968428,108077308.94630577,2313195.72346757,19776066473.715984,0.0,0.0,20885253074.891914,127879047019.65015 
April,7281200045.318363,194836745.8450091,581100.9607066391,19914586817.573936,0.0,0.0,19824907385.23021,92620561775.75601 
May,2101444348.275039,1103248041.2714283,0.0,21307536418.11997,0.0,0.0,21768088259.65771,69470978199.19272 
June,158824168.81038886,2410237289.590866,0.0,21775645500.299477,0.0,0.0,24359201031.297535,58244429666.25502 
July,3053039.8500792705,4253312787.8302145,0.0,23514802876.88385,0.0,0.0,29683430356.095684,57746512441.1631 
August,6933061.600320976,3594660921.9814,0.0,23465314547.93532,0.0,0.0,27384724285.63486,57610016755.21107 
September,772954150.953044,2260619008.729088,0.0,22249662505.930313,0.0,0.0,23432081429.904835,60271386674.867195 
October,4000283881.6813393,795943041.0175444,0.0,22478798612.7963,0.0,0.0,21546539084.869152,77316909482.98433 
November,10149237607.13203,69370062.0134619,1090704.786238747,21023900504.94289,0.0,0.0,20469161289.667015,105704556832.60664 
December,16602621514.372532,57723101.078082085,2386644.7297555124,20210765650.86856,0.0,0.0,21588206887.628963,147782859254.377 
