Date/Time,DINING:Zone Air System Sensible Heating Energy [J](Monthly),DINING:Zone Air System Sensible Cooling Energy [J](Monthly),KITCHEN:Zone Air System Sensible Heating Energy [J](Monthly),KITCHEN:Zone Air System Sensible Cooling Energy [J](Monthly),ATTIC:Zone Air System Sensible Heating Energy [J](Monthly),ATTIC:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,19019831773.734898,10121778.724091236,3234436.880068331,19821918156.210827,0.0,0.0,21557370145.82752,155996414922.32962 
February,18747408911.91907,8888442.606848333,3933623.4903504043,17575832846.462593,0.0,0.0,19388411964.850925,152870253943.1282 
March,13057340871.074533,109426766.8561114,1461289.0068613174,20103017107.381012,0.0,0.0,20888124708.847473,124540262378.13579 
April,7193103177.620423,215762495.95682773,32646.13730299883,20152415295.523575,0.0,0.0,19911851554.184746,91205053615.17296 
May,2007263456.2260313,1140382224.9763877,0.0,21422061675.53812,0.0,0.0,21827226021.215145,69041947991.21744 
June,132246520.67635213,2400620380.2774553,0.0,21885916806.639732,0.0,0.0,24249267632.16069,58109464891.53394 
July,1462830.33235091,4077061671.2068486,0.0,23651847723.84666,0.0,0.0,29318049017.272194,57708110592.52677 
August,5821364.231255504,3522964567.5028267,0.0,23578871057.162193,0.0,0.0,27147942081.50301,57554991010.67693 
September,715197925.1899667,2316145935.5562572,0.0,22357563590.500744,0.0,0.0,23381923897.60113,60034539490.8973 
October,3884953920.982996,837083761.6590303,0.0,22656824521.47363,0.0,0.0,21656915530.165432,76604722251.1486 
November,10066960279.042183,79735991.16860728,957653.7512303144,21297327380.580288,0.0,0.0,20547367821.960564,103524121348.17294 
December,16927416391.932827,30098097.530418668,3055110.972899084,20578394992.94346,0.0,0.0,21551751213.96929,143766881620.23508 
