Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,24292656.856020764,12814877.024273032,24292656.856020764,5580283.715544241 
 01/01  02:00:00,,,25466102.371574316,11718117.014627747,25466102.371574312,8507740.993536595 
 01/01  03:00:00,,,24354213.991317134,11696603.41058598,24354213.991317134,7439474.171426375 
 01/01  04:00:00,,,23983784.999990698,11590067.684898179,23983784.999990694,7120077.564348772 
 01/01  05:00:00,,,25137735.44936217,11909674.861961583,25137735.44936217,7586813.108063191 
 01/01  06:00:00,,,27397768.91552413,12655424.941776183,27397768.91552413,9090864.919907471 
 01/01  07:00:00,,,32184912.102650017,14201771.760658924,32184912.102650013,9520976.92212782 
 01/01  08:00:00,,,30055764.36688546,14452571.639407128,30055764.36688545,11371091.836155523 
 01/01  09:00:00,,,29372895.11773767,15122398.549311765,29372895.117737662,10827029.560933985 
 01/01  10:00:00,,,29367384.23182184,15443240.203465711,29367384.231821835,10486865.63796093 
 01/01  11:00:00,,,31834314.70464001,16817289.226641595,31834314.704640012,11576143.495158508 
 01/01  12:00:00,,,40583804.99364976,20827369.052224115,40583804.99364975,16049204.061154211 
 01/01  13:00:00,,,37872371.27661135,16924236.444692913,37872371.27661135,16970548.15615712 
 01/01  14:00:00,,,37419717.123215206,16710342.00859028,37419717.1232152,17273200.219493113 
 01/01  15:00:00,,,36799725.45164311,16496447.572487647,36799725.4516431,16857786.24072456 
 01/01  16:00:00,,,34112589.03113341,16496447.572487647,34112589.031133406,14178456.858883293 
 01/01  17:00:00,,,32245736.333285872,16397610.720129533,32245736.33328587,12532472.653023612 
 01/01  18:00:00,,,35086091.84278484,17565847.54102713,35086091.84278484,11731203.707765937 
 01/01  19:00:00,,,36125863.92283931,17662699.070745368,36125863.9228393,10203123.828317868 
 01/01  20:00:00,,,35777458.25724621,17448804.634642735,35777458.25724621,9675692.757994711 
 01/01  21:00:00,,,35727752.94630373,17234910.198540103,35727752.946303725,9881175.331066485 
 01/01  22:00:00,,,33086833.009030674,17021015.76243747,33086833.00903067,7688488.199771662 
 01/01  23:00:00,,,28634438.778308615,15392381.756480677,28634438.778308615,5189042.43103451 
 01/01  24:00:00,,,30785472.45916054,17107647.43566818,30785472.45916054,5256169.078108712 
 01/02  01:00:00,,,23905636.980019886,12466133.866053924,23905636.980019886,5237584.072979093 
 01/02  02:00:00,,,19279915.708556388,11718117.014627747,19279915.708556388,2387613.8951950315 
 01/02  03:00:00,,,18979283.5838558,11696603.41058598,18979283.583855797,2080984.9861019887 
 01/02  04:00:00,,,19683476.467628505,11590067.684898179,19683476.467628505,2850657.5990287387 
 01/02  05:00:00,,,19709433.156773128,11909674.861961583,19709433.156773128,2189448.9335346827 
 01/02  06:00:00,,,24583235.945663113,13534051.545302123,24583235.945663117,5715584.689457928 
 01/02  07:00:00,,,28759444.716503356,15154026.036719356,28759444.716503352,5505120.005107243 
 01/02  08:00:00,,,24208980.509267624,14721113.255302448,24208980.509267624,5619490.458800532 
 01/02  09:00:00,,,24122662.34454595,15542032.975719005,24122662.344545946,5507510.082930175 
 01/02  10:00:00,,,24376866.567105733,15862874.629872952,24376866.56710573,5388739.842757207 
 01/02  11:00:00,,,26056013.130391147,17656575.14272246,26056013.130391147,5205956.283652853 
 01/02  12:00:00,,,31565686.60413883,21666654.96830498,31565686.604138825,6259665.772622384 
 01/02  13:00:00,,,28276384.844023053,17763522.360773776,28276384.844023053,6540703.1835647095 
 01/02  14:00:00,,,29160497.82935585,17549627.924671143,29160497.829355847,8194766.032896133 
 01/02  15:00:00,,,29530301.853325285,17335733.48856851,29530301.853325285,8762801.179472419 
 01/02  16:00:00,,,27740381.270491727,17335733.48856851,27740381.270491727,6992363.148910468 
 01/02  17:00:00,,,27443644.002693627,17656575.14272246,27443644.002693627,6492129.65869639 
 01/02  18:00:00,,,30554100.566074982,18973530.76559726,30554100.566074975,5805297.743490723 
 01/02  19:00:00,,,33169645.287960146,19661168.395116746,33169645.287960142,5266078.0648678085 
 01/02  20:00:00,,,33332200.06247118,19447273.959014114,33332200.062471174,5271382.984591718 
 01/02  21:00:00,,,33138363.99861619,19233379.52291148,33138363.998616185,5352727.214916516 
 01/02  22:00:00,,,32644723.794355102,19019485.086808853,32644723.794355102,5343368.308269168 
 01/02  23:00:00,,,28645751.211117,15392381.756480677,28645751.211117,5363139.809662933 
 01/02  24:00:00,,,30785582.849957593,17107647.43566818,30785582.849957593,5412115.382768148 
 01/03  01:00:00,,,23951900.218358703,12466133.866053924,23951900.218358703,5432847.115725302 
 01/03  02:00:00,,,18703831.63130392,11718117.014627747,18703831.63130392,1850592.592735556 
 01/03  03:00:00,,,18449952.673663132,11696603.41058598,18449952.67366313,1562803.0321388643 
 01/03  04:00:00,,,18788883.30405175,11590067.684898179,18788883.304051742,1965190.0016432088 
 01/03  05:00:00,,,21146636.76754573,11909674.861961583,21146636.76754573,2002181.0807698125 
 01/03  06:00:00,,,26144594.123387795,13534051.545302123,26144594.123387795,6020460.381108092 
 01/03  07:00:00,,,29671929.537628878,15154026.036719356,29671929.537628874,5838862.914872107 
 01/03  08:00:00,,,24467592.78068053,14673994.489723809,24467592.780680526,5950241.87152548 
 01/03  09:00:00,,,24243299.907482125,15542032.975719005,24243299.907482125,5653685.399726802 
 01/03  10:00:00,,,24340527.15767032,15862874.629872952,24340527.15767032,5416553.664339046 
