Date/Time,DINING:Zone Air System Sensible Heating Energy [J](Monthly),DINING:Zone Air System Sensible Cooling Energy [J](Monthly),KITCHEN:Zone Air System Sensible Heating Energy [J](Monthly),KITCHEN:Zone Air System Sensible Cooling Energy [J](Monthly),ATTIC:Zone Air System Sensible Heating Energy [J](Monthly),ATTIC:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,208527796.4200388,4034577593.588895,0.0,23088131489.51642,0.0,0.0,28470840594.72942,62796046563.98159 
February,53038877.17232654,3904162316.426522,0.0,20804143145.177353,0.0,0.0,26019072297.846645,55961699996.266716 
March,51400498.25939101,4106460090.181595,0.0,22793995696.957626,0.0,0.0,29561920633.460224,61671842239.02851 
April,1701811.1822227747,5451284703.090008,0.0,22458142189.54559,0.0,0.0,32075118749.497902,58337737637.272385 
May,936216.0623224289,6302164625.1610565,0.0,23303258675.757748,0.0,0.0,38650564636.6171,59290106129.40662 
June,1247681.2762892942,7780388894.351428,0.0,23096751229.985054,0.0,0.0,40210165137.38305,56431835794.29919 
July,1413632.5841041408,9060974215.088425,0.0,23940528258.376804,0.0,0.0,44633918845.03428,57527014282.04802 
August,2241884.4787072497,9555843752.75858,0.0,24564042846.93326,0.0,0.0,44529001195.57587,57297822018.41977 
September,1460763.0906122667,8729227542.679258,0.0,23911856066.06064,0.0,0.0,42276378162.56351,55664098627.62441 
October,746994.7787845357,7916182673.897172,0.0,24899885380.86566,0.0,0.0,39222197579.43247,58257260578.626686 
November,1879650.1899088304,6111778386.322492,0.0,23659007043.833733,0.0,0.0,32131967487.434452,57341175956.8731 
December,292153.1980880598,4418874097.139,0.0,23562280676.44079,0.0,0.0,28026786176.424313,60381219031.06806 
