Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,5325035.6500713,57136689.31548686 
 01/01  02:00:00,,,5325035.6500713,57136689.31548686 
 01/01  03:00:00,,,5325035.6500713,57136689.31548686 
 01/01  04:00:00,,,5325035.6500713,57136689.31548686 
 01/01  05:00:00,,,5325035.6500713,57136689.31548686 
 01/01  06:00:00,,,5325035.6500713,57136689.31548686 
 01/01  07:00:00,,,5325035.6500713,57136689.31548686 
 01/01  08:00:00,,,5325035.6500713,57136689.31548686 
 01/01  09:00:00,,,5325035.6500713,57136689.31548686 
 01/01  10:00:00,,,5325035.6500713,57136689.31548686 
 01/01  11:00:00,,,5325035.6500713,57136689.31548686 
 01/01  12:00:00,,,5325035.6500713,57136689.31548686 
 01/01  13:00:00,,,5325035.6500713,57136689.31548686 
 01/01  14:00:00,,,5325035.6500713,57136689.31548686 
 01/01  15:00:00,,,5325035.6500713,57136689.31548686 
 01/01  16:00:00,,,5325035.6500713,57136689.31548686 
 01/01  17:00:00,,,5325035.6500713,57136689.31548686 
 01/01  18:00:00,,,5325035.6500713,57136689.31548686 
 01/01  19:00:00,,,5325035.6500713,57136689.31548686 
 01/01  20:00:00,,,5325035.6500713,57136689.31548686 
 01/01  21:00:00,,,5325035.6500713,57136689.31548686 
 01/01  22:00:00,,,5325035.6500713,57136689.31548686 
 01/01  23:00:00,,,5325035.6500713,57136689.31548686 
 01/01  24:00:00,,,5325035.6500713,57136689.31548686 
 01/02  01:00:00,,,5325035.6500713,57136689.31548686 
 01/02  02:00:00,,,5325035.6500713,57136689.31548686 
 01/02  03:00:00,,,5325035.6500713,57136689.31548686 
 01/02  04:00:00,,,5325035.6500713,57136689.31548686 
 01/02  05:00:00,,,5325035.6500713,57136689.31548686 
 01/02  06:00:00,,,5325035.6500713,57136689.31548686 
 01/02  07:00:00,,,5325035.6500713,57136689.31548686 
 01/02  08:00:00,,,5325035.6500713,57136689.31548686 
 01/02  09:00:00,,,116709983.0756271,162639995.40411308 
 01/02  10:00:00,,,121711177.87686613,162639995.40411308 
 01/02  11:00:00,,,113923724.99330066,163937140.20411307 
 01/02  12:00:00,,,111307625.32436715,163937140.20411307 
 01/02  13:00:00,,,112362101.52777019,163937140.20411307 
 01/02  14:00:00,,,113680519.6964687,162639995.40411308 
 01/02  15:00:00,,,118246928.7779691,162639995.40411308 
 01/02  16:00:00,,,137406611.46073797,161991423.00411308 
 01/02  17:00:00,,,166971047.60604757,161991423.00411308 
 01/02  18:00:00,,,178766454.84192,66199425.822567984 
 01/02  19:00:00,,,178766454.84192,66199425.822567984 
 01/02  20:00:00,,,178766454.84192,66199425.822567984 
 01/02  21:00:00,,,169818512.74879578,66199425.822567984 
 01/02  22:00:00,,,9987187.424487913,57136689.31548686 
 01/02  23:00:00,,,5325035.6500713,57136689.31548686 
