Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,242331.47461440568,20026989645.08697,10045955479.721493,0.0,3670573012.868797,141158.89173244443,2691040039.181571,126538744.62379065,112210219.07779895,10352793649.27629,2796915871.806671,6377298383.501042,8343037015.739478,56672584.34773449,5040307474.17747,91503981.49070692,6643547348.584832,670880805.0393538,5339125272.370235,103152249.44469734,5831822479.597678,122335545.10046111,3428211072.932581,137469934.7955968,7842354454.09906,224014236.27454567,3693439832.741774,130736312.30911586,5903420716.774141,146681975.76918757,3592468354.9715486,135757916.41674423,4576513296.925969,872108383.8585292,3776645374.7098074,165106793.58736008,249561598176.00714,47012158763.84848 
February,0.0,18688893589.093513,9201553102.145666,877397.7124947852,3308956880.855449,40720.87058620672,2358194816.2954082,157485627.0796181,83569503.9648071,9335591401.952688,2649804870.932887,5894355187.216288,7771453217.131445,82375336.38876276,4752396524.614026,118671118.25137293,6251097410.331589,675004966.8554816,4791636713.073607,172689993.64074686,5777820684.622318,109663732.73006931,3427486625.4678855,124087819.71241324,7743741702.144713,137478113.25832975,3435126216.6213555,170674813.9181605,5556769487.296771,185308843.38968563,3395515874.6892433,145601000.345366,4311999002.342801,855090547.872994,3383844049.863398,245123641.30835184,235919426096.6128,44046283072.37701 
March,0.0,20674253501.09429,5655140011.13707,412224908.7091231,1834505022.2174828,196470838.440386,1761469163.6534073,195137232.0643051,15383014.933971653,14602069113.026386,790160315.4686403,11123589970.237688,4312099907.58971,785504143.5235679,2530823798.5804043,757689727.9251448,3418794665.4312825,1877189060.73727,2568306830.384069,745589809.3698596,3128983048.847446,884148882.3002372,1678017481.3821,702045681.5929658,4666581574.817229,930500955.3682051,1664417655.6894665,672190064.4266664,2747132934.7339177,1046848008.8965937,1615019329.4392788,732811724.0869708,2094819544.304211,2081882157.335321,1610150612.1427329,845641114.0597099,184464315826.27713,41362175586.9925 
April,0.0,19040320003.509907,2451609637.1472363,1026219069.6174684,671530876.9080676,468978321.82393384,929166287.6293985,351117936.15089005,0.0,15375691252.286297,9401753.546054756,13751020817.4837,1316314942.3582268,1407726851.2621648,734067512.1357023,1141309360.6197903,1073500019.271518,2097077085.4298816,739018054.3917258,1285116498.0402422,575873708.7706338,1728897838.6511345,206013420.12753707,1079665339.6397097,1949119643.28274,1340547657.8562887,200118736.08928135,1113387789.1790473,465408121.46299875,1812088433.6981065,251941151.33061984,1197662959.8282764,335149536.2308928,2335241557.919859,239434973.56290567,1414344463.9579506,123296213907.09085,27088626173.646812 
May,0.0,25194300773.224583,554243180.528226,3248709565.741932,177734514.93761575,1545297970.0395808,222189299.19129804,1404391959.0152419,0.0,18521129438.0456,0.0,17384632825.44839,42795308.253389485,3173875271.309981,20434025.441840354,3286529079.3683534,35343822.26367716,4280042871.717755,27514241.749582622,3307120030.0828114,3725815.267126999,3398872846.620037,37692.82076010503,2686431930.944744,472338374.8473449,3112764880.5087595,181393.47158037662,2663568228.896072,0.0,3434707183.956087,0.0,3299167285.139182,0.0,4320945814.434456,0.0,3308066198.487725,126916371438.68524,12920020150.156637 
June,0.0,29154197825.78621,239785229.8896701,4902708618.638073,31626927.61215189,2807888738.015092,42586469.19503962,2396025766.970007,0.0,22633711581.104664,0.0,20911692725.2494,0.0,4853387162.175799,0.0,4708154411.229253,0.0,5720005168.491035,0.0,4623431372.086192,0.0,4597671903.348267,0.0,4116801143.6446023,90448905.0731759,4480782052.235172,0.0,3978887778.2080607,0.0,5005795422.164399,0.0,4621778431.374936,0.0,5657483070.960285,0.0,4585050249.1760435,138176371316.67252,11048856299.252396 
July,0.0,29932038502.357315,158262685.1567177,6163691553.299402,29439599.284692243,3696484087.4590716,27541384.011908066,3179083107.9689507,0.0,24555414564.013283,0.0,23319746166.57437,0.0,5953753816.259023,0.0,5468984743.728319,0.0,7159337609.302697,0.0,5888748469.349896,0.0,5524941221.95002,0.0,4939754935.506189,6519507.389400894,6350334030.976269,0.0,5352863284.421343,0.0,5956730253.576564,0.0,5311686272.413684,0.0,6963605590.777026,0.0,5755125595.84895,149559873628.78152,10675093361.324389 
August,0.0,31297563778.501846,220007027.1114908,5083651818.110938,34186072.40538702,3196042006.422517,34439454.14751812,2952365979.5043836,0.0,24205767841.343575,0.0,22415157662.14011,0.0,5065631487.28549,0.0,4857495871.013546,0.0,7316565586.893524,0.0,4818302210.881725,0.0,5279072840.791941,0.0,4764060735.613235,0.0,6871546297.464085,0.0,4687865727.040816,0.0,5292251350.833117,0.0,4810401320.78738,0.0,7313055981.408323,0.0,4822850337.762023,150666052404.01505,11072952754.644321 
September,0.0,26345291999.122612,421365812.1567976,2692047956.8904414,139905949.04881835,1876974273.5236983,163567309.3344077,1711313208.020486,0.0,19346194423.365627,0.0,17224392577.016277,49632984.81940809,3079912629.7401843,26735474.37754869,2730687468.9230967,36428011.68432825,5204952325.754482,27542548.629407402,2699565135.283452,0.0,4028496096.407471,0.0,2994356087.2577486,104505624.7079597,5161632827.51141,0.0,2941215642.74269,0.0,3509265407.4517293,0.0,2798843968.051762,0.0,5420344593.168595,0.0,2829412622.919457,127289962419.5295,10746727396.432707 
October,0.0,22303830197.000866,1895285540.879124,938900904.0225539,570867839.9407014,645703766.7284774,705064818.64773,592586212.5335387,0.0,15635639459.749123,62388353.363242365,13839482140.895792,815731398.2035404,1698689723.9244454,476174466.0756498,1224266430.4092684,602559991.479557,3107917846.7704654,505709469.12220925,1291984674.13091,106397387.80590484,2889993633.6229978,45900153.64652961,1627178283.4591496,716924052.5598427,3260997678.330163,58920227.3333023,1660175237.2453349,225626117.21906304,2192339999.684122,128593684.5138937,1311000323.868408,147255865.32695925,3486074328.9587846,139111979.33185667,1462691115.5378318,125567356013.53618,17758230829.597633 
