Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,2171446794.0805273,9648120817.239101,188266009.587893,4307055730.029995,574469858.0760798,3641070305.16649,845447176.6794138,3448224483.243517,944441842.7150782,3351651109.8320966,2178937740.072638,6021552937.557268,1137918403.1602767,2934758497.4403615,1146781175.638728,2885186887.75167,1373255467.8342845,2700387753.537582,3931692583.385473,1582142360.7645798,155374716217.29028,280154879600.97174 
February,2423015778.5340686,8232277778.759327,241845597.12740734,3581213585.328331,678744065.2625829,3056035678.185121,954646592.1725227,2932553652.9932804,1039862318.6449823,2836563426.9232345,2339557491.855532,5132046354.491145,1233178142.038986,2479916269.0041704,1261303866.9657261,2439452019.5872116,1466074645.3166678,2274121694.3758006,3988804423.922241,1247099411.7967944,140358161402.20807,290237092776.6945 
March,1268005372.4989302,13787932598.792583,109888948.60903093,6251505298.2676735,297067251.71031404,5629672442.04585,429405095.9399262,5415119925.845514,477166039.13364136,5293304429.188889,1110766263.5428653,9605609588.378927,567473788.8840066,4778053498.549922,586276951.7653,4706055684.409569,728969885.5160989,4475682527.514232,2435287867.152005,3328386100.8471212,155262153588.44028,161129009961.38336 
April,201158627.3831381,17006690400.121166,50685374.139221095,7994276896.830309,51731691.30956747,7037779141.007113,54906496.00942931,6801890538.286578,59364315.433413446,6675724593.170269,125175747.35060848,12050091569.57454,68400833.65317413,6052013674.304838,74342415.6902327,5949284938.402383,99204890.44539185,5661754556.97248,761143166.2268218,4678428881.426655,146878982008.32162,48560442035.43395 
May,77081076.17861411,20768601372.508682,31915960.821702767,10306214663.558794,27923557.867044844,8588446551.962813,30250178.860987853,8429605486.877054,31771769.296161484,8345180938.811793,66512682.29682973,15039163490.548279,35810573.14694545,7600463599.622694,37216194.49819932,7480092471.51487,42350130.78145931,7155451359.629178,59215790.9766796,6338372708.234258,158870702861.31857,692851821.6435906 
June,13142224.14504008,23393151974.745537,6383895.28256352,12272172352.64802,3590611.5007597734,9968977084.989511,4032584.317973742,9826330969.25783,4095207.105192531,9738772020.538235,10007568.448813332,17866971091.467106,4974669.7377944235,9107446565.80464,5010110.669828159,9014915514.517826,9176968.238194762,8781789871.410503,24391411.69011186,8051201406.130009,169397240216.6743,0.0 
July,6440985.032408725,27374146431.45298,5476835.191244882,14071211270.816597,3961840.6331575797,11324583563.421196,3980528.8164531174,11166102190.210169,3904577.691036797,11073930200.113356,7509360.261729242,20416196458.578033,4530934.522679942,10432455908.907507,4300254.816879015,10346852208.815996,4463531.747625302,10191597655.425835,7500296.254509424,9782704891.174465,189450192194.3771,0.0 
August,7573843.972257846,26399487150.08916,8769674.190655394,13643875742.226532,3455029.055170248,11191963169.067314,2996875.9078734973,11060720409.411652,4019744.3715461884,10980146611.475084,7967689.709577187,20182927953.43882,3540170.9583848305,10324548898.670345,3400102.635379516,10241754817.602228,5114892.239011158,10079166928.872337,8487532.535815338,9645755448.49054,183674840545.43427,0.0 
September,30408898.36647111,23186392372.92721,15758409.515708083,11701478050.12646,12080905.24121948,9497328210.440006,13522229.724459667,9342983265.829887,13756460.292747453,9272878727.142075,28603690.654977262,16904314500.64817,15296093.816970423,8596713252.948212,15743431.40172302,8510328367.235505,18014471.102705132,8302792072.287074,28229364.2022812,7750617697.671067,162395561072.65082,336006.9034556169 
October,82521528.29233816,21211060573.23276,39510106.72725173,9838589584.02405,39032197.76790291,8582351165.075349,39518585.89662077,8381448118.432669,40613248.91552869,8284558874.314917,83951383.1061323,14948883322.789124,45227077.94517047,7562073363.146079,46181935.307281,7471610205.761311,52040156.656976774,7238151398.802385,153535847.2371594,6565589940.471712,155801344224.14114,11776345201.407463 
November,309239665.9208384,15598741797.569666,54568522.128929846,6941747991.52478,72790067.0322984,6208007847.900039,115208607.49713337,5920308536.052981,129251694.70586322,5773065655.098872,311819170.8867703,10320355898.357227,165203764.31445754,5180503692.295547,165997611.5894245,5097042366.418228,214722744.4053282,4861354192.462354,970572905.0380092,3889304519.2906365,148809730768.4012,103301653169.33113 
December,1659667679.2828681,11131044290.072979,165836033.734728,4761385212.853994,497965954.961888,4174247753.4026885,708700688.4095781,3974682319.170871,772446115.5929369,3848563526.8984613,1699067613.5902853,6869648005.016257,923949944.8863953,3407737169.738989,947538240.6053071,3357826422.929019,1085333592.012497,3157916628.454559,3217982068.8301315,2181570009.516685,154771275265.2751,239494172592.45697 
