Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,7586950180.322964,942898795.1543592,2495976043.877993,514750658.16136414,3312146557.50056,382940883.2370003,3470799832.1759925,374373030.0192293,3560498305.534267,341351827.431568,6753421728.685757,628473794.7368437,3614959878.442917,328504278.2457277,3634636083.8905334,319706569.0786574,3963611575.949077,252704731.28462452,7468749459.630612,31208246.309461977,81665038205.11363,210883095240.15396 
February,7570704789.550405,702885819.5803515,2554109192.732958,381278238.10087955,3271757640.234011,292254553.40939176,3404687749.2373977,268452195.2273393,3511352856.789671,251447096.05324164,6662835590.842473,456275908.41309714,3529737270.509489,228580372.61652276,3579454215.567668,225475819.31387123,3926154073.7994113,176947589.14272663,7298040629.691371,9871353.401594758,73575614971.53166,209636897357.38284 
March,4317080670.193368,3167017449.230102,1162729192.5887704,1426955888.0953333,1619433390.2712848,1298746011.6079867,1738109363.6360505,1260745407.1061115,1784369195.624311,1207475747.5346963,3386760129.2620244,2323758616.214123,1827726582.1259785,1171338667.9002001,1845940948.9123926,1143138839.8506896,2111605199.6726542,1040286265.9487414,4685323410.159204,618906807.9535531,80167147034.38002,131351736465.28297 
April,1347425745.481902,5145111064.515534,174251715.78158307,2389786516.8168807,325939379.89146596,2108161152.404592,418277024.5817014,2026990415.6725764,460449549.663928,1956987693.752605,929056394.3308384,3773552148.8702254,493981317.42022085,1880778636.9005723,519744228.4812326,1841114025.7322338,659990328.9031919,1688376926.0507264,2034784550.9148715,1172663742.928877,74759914313.4185,55447133227.13005 
May,138767259.4218894,8627784171.465761,30297437.93355166,4133370268.333264,30118901.17040375,3613867377.6309876,31641105.361876108,3508785924.425585,34008922.81243729,3430563358.7083974,65554137.5274784,6369861090.851855,35141006.2155091,3218600650.0536737,37573874.7238656,3140405955.1564155,59799572.7251379,2911653902.9158893,308630939.8387153,2431852369.3220005,80238791309.27654,5123755474.95709 
June,29267440.499221142,11352941540.066267,9909641.507965427,6016216537.830064,10927741.952171298,4955857767.28211,11939956.831344027,4871092191.963048,12964503.693807872,4799045951.680973,25443352.01635213,9063633771.977707,14091189.781757297,4658542258.308409,14350203.61846753,4580435122.0581,16658302.796232102,4341095534.462378,23746226.14933325,3965843665.569566,88024514109.46983,0.0 
July,9677902.365685062,14680993872.843752,5678641.967818434,7593728239.364503,4137932.199314845,6232218446.691894,4081551.6719801133,6143989278.417017,4765427.157491603,6048658755.779273,8635577.981370963,11482181281.870028,4681609.577853332,5935153183.060452,5028961.613878578,5878031131.300186,5840745.3180789435,5712274438.817298,11535997.206303371,5569920765.017681,101803640987.52304,0.0 
August,10593801.322240392,13812613042.843922,6228570.092118578,7208591969.245591,4002281.5541927456,5964040048.754794,4845783.731394988,5890184693.663315,5488594.680049341,5797388956.290172,9253010.4624192,11027018225.059528,5038773.89827928,5680430853.761668,6358408.3184173945,5624111045.273512,7291058.655201719,5463837540.4262085,16229130.442016158,5318367266.621455,97930489800.66397,0.0 
September,35569764.939989135,11220288593.548075,16668638.182132239,5506096908.559769,15199326.707779376,4610527536.367538,16796050.634988938,4524027672.065719,17528416.166449223,4470883317.097512,33550282.82607869,8347105987.552444,18281284.88030003,4262223654.2124586,18308190.717697494,4213304326.3913345,19176862.66222905,4062216960.088754,32078644.603126522,3819659092.144426,84170348266.60063,150932024.82907158 
October,249590426.03967747,8584883870.8077965,37937600.266296335,3857545998.2486224,68783917.37224206,3472540915.512581,91816906.20578502,3353243063.036936,106275368.23386636,3273492963.0724587,216541604.12046447,6154496283.720915,117577660.49711941,3112028588.701774,116057082.89556792,3051792697.59286,145073344.78064317,2886309330.3748612,554337342.7960519,2459569385.296639,79754422504.5991,19486595463.28002 
November,2110801802.0388076,3773592554.0369205,531837230.7232341,1642326704.1204352,816477620.9034559,1389305448.5134516,929550780.3775885,1307080708.8052213,1002158396.1149305,1235575898.6382275,1923834834.0430357,2343627777.442683,1021126327.7302173,1174237693.9800222,1039170217.4191602,1149224795.4725962,1209194811.9573226,1049510198.252422,2713103699.5758567,639096962.0130993,77207846412.93294,96489070087.41624 
December,6382992003.841182,1719058673.4895756,2114796350.9081235,762963821.7297124,2767006500.4385757,626330784.1408598,2904773045.629785,601354777.9152538,3028840577.037105,571162576.3390496,5687963551.615014,1033318772.0943233,3055307602.29545,531128861.08311677,3085538187.298071,521038030.0309841,3312298722.189242,455024108.17078084,6332472070.50393,202826911.83218753,81215093358.50066,184316325844.1042 
