Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,23171625.081351627,12846812332.763067,9477489.591775278,6819268372.436503,9785104.471886309,5645745163.969055,11076544.163571673,5536702663.573258,11867852.687300945,5443468953.13266,17690661.525192495,10476378658.688667,9443391.323002765,5409508299.968169,10109988.554710746,5317179575.639595,13173612.069905082,5100217739.280002,48237595.79065373,4607421258.960704,94866539078.58911,488626847.5594577 
February,14140022.104101416,12093254765.517836,6981166.985322106,6415176298.239437,6049816.836067207,5297671347.891677,5731311.911000382,5232904293.755617,7101647.8317042375,5158351645.116166,12375139.922087053,9953124129.397905,6565943.149862522,5128230784.174402,6639895.942565354,5076770517.813183,7261129.560518887,4861617247.195467,14022914.712255163,4402225236.289651,87079090173.70578,729213.6827093788 
March,23592582.421749197,12587546496.955448,11611737.148378603,6761127543.578848,10526486.196121035,5618544935.65556,10742938.933967318,5536479909.090607,11710132.239685187,5450973122.355087,20544839.941066984,10538675098.965578,10576514.457351271,5431818949.820178,10971609.344991703,5365208545.493952,11973228.555779675,5101186849.965379,17128716.188143104,4567760263.238069,96563415850.58247,55250449.36290484 
April,13147128.08702168,13789185726.247477,7182613.764071093,7245096560.826737,5065295.83378571,5957695926.047307,6106486.981595696,5890464941.189039,6781619.039915503,5809093000.001233,12138311.67631517,11210229895.39429,7663226.432001802,5791213421.651113,6757923.126810864,5733944515.390617,7163301.586725375,5558185056.203095,11431573.108505268,5277074397.11922,99546820520.97208,0.0 
May,8976614.739901988,14711571184.479515,8366347.667671494,7687150269.073741,3451578.046587912,6393327576.41771,3485457.8392754667,6308423789.560975,4409919.083136247,6216517073.806663,8389573.917998508,11950230342.932177,4187345.4514287272,6197008180.298122,4634651.272562886,6150017835.861632,5058788.7517612325,5990747182.469212,6343753.030392344,5891537923.082765,111134003866.019,0.0 
June,4720453.15520846,16108818106.035631,6801627.426174834,8219115390.525289,2593353.964315261,6949399225.479805,2228284.332849136,6858631688.675004,2997480.322929304,6774589097.287598,4897207.223872102,13026586797.870636,2335154.221571691,6769350419.225828,2693207.040642245,6708541411.3951845,3146542.7112582107,6603177393.064489,5693321.9462867435,6874310381.539681,115145712565.99446,0.0 
July,5092458.177137667,17814619269.52558,5894761.27563512,8899010459.9971,2267157.8278618576,7489048472.9996,1727207.926105163,7374080486.087746,2434455.853893745,7283562791.5467,4981024.612977505,14011300549.928352,2618188.2253746,7265884245.244712,2749986.3382543046,7206014858.778221,1622674.0701132745,7125661705.827968,1770982.7347652523,7677647389.942291,123447439516.90282,0.0 
August,2364091.5355000556,18662529153.354,7234237.173500763,9176755539.891298,2444688.478736834,7880695755.199839,1964428.1337032747,7772049996.347641,2215113.7363632466,7686152400.996771,2919197.6914740587,14812824106.794756,2173048.8036405146,7674440364.366729,2107493.296183044,7617304773.452497,2700265.444074862,7539513549.443107,3459975.068948813,8268421871.7586565,125077804089.34459,0.0 
September,4025785.104966192,17901478439.16178,6282916.30137788,8847512100.876453,2834098.021246226,7504658902.2450075,3144970.880759784,7391788572.129187,2841398.970462449,7310507689.248713,5283974.222967259,14085714475.711487,2959439.3786404016,7292024895.136283,3040955.3021386005,7234471192.116847,1952314.7406227705,7168369087.021556,2325155.215751062,7859703453.537837,119015577509.6033,0.0 
October,5379881.025295964,18038140128.644695,6421383.562422922,8949698903.001722,2974414.9929298237,7531681413.66119,2532272.741768753,7428870653.323487,2734740.1679782406,7329462317.273309,7110270.570910153,14163949248.955612,3670996.841450745,7319585027.173165,3714671.147568213,7265867390.78051,3467626.0055208444,7189153119.520671,3564526.5083934604,7737924151.821234,115295705326.165,0.0 
