Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,17425912.660979286,5625358.559683085,17425912.660979286,6179686.408574276 
 01/01  02:00:00,,,10283594.633254325,4856292.506789823,10283594.633254323,407851.9985334646 
 01/01  03:00:00,,,10292382.171825752,4805384.656251782,10292382.171825752,375297.73153462703 
 01/01  04:00:00,,,10301294.199938841,4765433.848675382,10301294.19993884,386338.8849041925 
 01/01  05:00:00,,,12072799.371477246,4885286.271404582,12072799.371477246,1620495.3475497095 
 01/01  06:00:00,,,16530593.799841782,5164941.924439381,16530593.799841782,6122698.148724476 
 01/01  07:00:00,,,20568781.64486291,6269453.729109073,20568781.64486291,6256831.697175967 
 01/01  08:00:00,,,20245906.46767703,6519597.428611413,20245906.46767703,6622837.861588593 
 01/01  09:00:00,,,16544953.696392007,6904169.004562508,16544953.696392007,6635604.292577743 
 01/01  10:00:00,,,16247347.325571267,6894286.144785448,16247347.325571267,6328257.817943679 
 01/01  11:00:00,,,17044207.517194014,7752599.277351894,17044207.517194014,6261889.9517223 
 01/01  12:00:00,,,21139528.177476205,11562152.799380891,21139528.177476205,6220862.761736266 
 01/01  13:00:00,,,17708643.872230165,7792704.394218704,17708643.872230157,6382323.402797841 
 01/01  14:00:00,,,17083230.732919496,7712494.160485088,17083230.73291949,6324537.939216577 
 01/01  15:00:00,,,16823490.7979244,7632283.926751473,16823490.7979244,6130659.45424495 
 01/01  16:00:00,,,16799233.57164046,7632283.926751473,16799233.57164046,6120578.381176572 
 01/01  17:00:00,,,18790480.144281868,7980453.788697377,18790480.144281864,6240488.813085119 
 01/01  18:00:00,,,22783299.569810163,8554675.485980323,22783299.56981016,6363029.68627285 
 01/01  19:00:00,,,22851236.704974324,8474465.252246706,22851236.70497432,6517078.88493718 
 01/01  20:00:00,,,23252640.336041063,8394255.018513089,23252640.336041063,6628398.992134381 
 01/01  21:00:00,,,23243987.356764846,8314044.784779476,23243987.35676484,6726325.203265978 
 01/01  22:00:00,,,22725874.62141539,8233834.551045858,22725874.621415388,6490965.479411003 
 01/01  23:00:00,,,21406380.027379956,7355530.989748446,21406380.027379952,6333870.315960929 
 01/01  24:00:00,,,24336648.742689792,9769369.072733162,24336648.742689792,6378093.625329918 
 01/02  01:00:00,,,17561080.93091954,5350999.5328096505,17561080.93091954,6211704.960756574 
 01/02  02:00:00,,,10377258.980748605,4856292.506789823,10377258.980748605,509569.72162446333 
 01/02  03:00:00,,,10366333.114789534,4805384.656251782,10366333.11478953,470640.2243417331 
 01/02  04:00:00,,,10387577.29182445,4765433.848675382,10387577.29182445,503478.9155663051 
 01/02  05:00:00,,,11477761.375265993,4885286.271404582,11477761.375265993,1033263.5192203955 
 01/02  06:00:00,,,17158369.27741597,5792542.19689101,17158369.277415965,6136092.688502494 
 01/02  07:00:00,,,21334972.17170573,6998566.763594175,21334972.17170573,6283578.839914277 
 01/02  08:00:00,,,20718365.228618316,7023025.030755627,20718365.228618313,6582976.733107319 
 01/02  09:00:00,,,16822046.02750767,7259039.00774847,16822046.027507674,6550231.328558516 
 01/02  10:00:00,,,16776450.628071072,7223163.064743923,16776450.628071072,6520356.456432894 
 01/02  11:00:00,,,17745830.478058837,8410366.165649028,17745830.478058834,6290219.284582936 
 01/02  12:00:00,,,21997889.868971825,12219919.687678022,21997889.868971825,6415064.536439674 
 01/02  13:00:00,,,18663797.330870263,8450471.282515837,18663797.330870263,6654183.793638598 
 01/02  14:00:00,,,17956602.365908757,8370261.04878222,17956602.365908757,6527777.471201009 
 01/02  15:00:00,,,17634521.123352192,8290050.815048604,17634521.12335219,6270582.299274063 
 01/02  16:00:00,,,17523423.577467795,8290050.815048604,17523423.57746779,6173327.552140061 
 01/02  17:00:00,,,20220812.073979687,9342956.871043902,20220812.073979687,6285336.565077736 
 01/02  18:00:00,,,24490546.623133887,10106856.750970202,24490546.623133883,6497693.7322033625 
 01/02  19:00:00,,,24697328.883526843,10026646.517236589,24697328.88352684,6791048.543306434 
 01/02  20:00:00,,,25022103.170764808,9946436.283502972,25022103.1707648,6822753.623618091 
 01/02  21:00:00,,,24956609.838792667,9866226.049769355,24956609.838792663,6865464.54715305 
 01/02  22:00:00,,,24437549.843471058,9786015.81603574,24437549.843471054,6629915.753845936 
 01/02  23:00:00,,,21572803.433957547,7355530.989748446,21572803.433957543,6504607.681214363 
 01/02  24:00:00,,,24408216.51084205,9769369.072733162,24408216.510842048,6452148.913349154 
 01/03  01:00:00,,,17638498.098629747,5350999.5328096505,17638498.098629743,6290521.972157613 
 01/03  02:00:00,,,10435221.982421443,4856292.506789823,10435221.982421441,566713.2192902637 
 01/03  03:00:00,,,10410892.14937667,4805384.656251782,10410892.14937667,494714.28521036054 
 01/03  04:00:00,,,10530208.516922476,4765433.848675382,10530208.516922476,638075.9138942207 
 01/03  05:00:00,,,14352447.372257072,4885286.271404582,14352447.372257072,2316133.2374714445 
 01/03  06:00:00,,,18592858.186422028,5792542.19689101,18592858.186422028,6341078.849114486 
 01/03  07:00:00,,,22171741.248240512,6998566.763594175,22171741.248240512,6532953.714448716 
 01/03  08:00:00,,,21036344.43478825,7022959.349254815,21036344.434788242,6919070.188024918 
 01/03  09:00:00,,,17172990.679906562,7258740.91421674,17172990.679906562,6919668.476071969 
 01/03  10:00:00,,,17216106.559866954,7223163.064743923,17216106.559866954,6980802.650032469 
 01/03  11:00:00,,,18144804.15167267,8410366.165649028,18144804.15167267,6712530.459879297 
 01/03  12:00:00,,,22482024.580270436,12219919.687678022,22482024.580270432,6919810.585083146 
 01/03  13:00:00,,,19247717.014991514,8450471.282515837,19247717.01499151,7260719.515184876 
 01/03  14:00:00,,,18551312.636705954,8370261.04878222,18551312.636705957,7148675.049604058 
 01/03  15:00:00,,,18194316.52673102,8290050.815048604,18194316.52673102,6857789.92656421 
 01/03  16:00:00,,,18076811.52240536,8319349.48297259,18076811.52240536,6723862.6941745095 
 01/03  17:00:00,,,20837822.107714865,9368717.680279557,20837822.107714865,6907666.89554568 
 01/03  18:00:00,,,25176117.02562,10106856.750970202,25176117.02562,7214007.2700457685 
 01/03  19:00:00,,,25297192.208187528,10026646.517236589,25297192.208187528,7418594.500272882 
 01/03  20:00:00,,,25244317.72903167,9946436.283502972,25244317.729031667,7447203.279816427 
 01/03  21:00:00,,,25149278.77079287,9866226.049769355,25149278.770792868,7432619.972194077 
 01/03  22:00:00,,,24938171.873570558,9786015.81603574,24938171.87357055,7417046.290499305 
 01/03  23:00:00,,,22223963.497010842,7355530.989748446,22223963.49701084,7166719.031434672 
 01/03  24:00:00,,,24983938.234965898,9769369.072733162,24983938.234965898,7031159.457674202 
 01/04  01:00:00,,,18112188.308954135,5350999.5328096505,18112188.308954135,6762745.7581233205 
 01/04  02:00:00,,,12141706.576397788,4856292.506789823,12141706.576397788,2306429.479443635 
 01/04  03:00:00,,,11900966.135301229,4805384.656251782,11900966.135301225,2020710.3313050899 
 01/04  04:00:00,,,12380604.442773234,4765433.848675382,12380604.442773232,2525887.9141313625 
 01/04  05:00:00,,,12423927.829544682,4885286.271404582,12423927.829544682,2020710.3313050899 
 01/04  06:00:00,,,18111471.072313376,5792542.19689101,18111471.072313376,7096564.843605703 
 01/04  07:00:00,,,22351555.47344071,6998566.763594175,22351555.473440707,7314008.266311002 
 01/04  08:00:00,,,21824197.77168444,6969036.186566428,21824197.77168444,7763024.420683925 
