Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,26965758.000757854,12478968.295119002,26965758.00075785,8873051.91161747 
 01/01  02:00:00,,,19172231.78178767,11527077.508318229,19172231.78178767,2614515.702818611 
 01/01  03:00:00,,,18914566.990716048,11524354.455204181,18914566.990716055,2263752.040320962 
 01/01  04:00:00,,,19467773.534546405,11419483.047976982,19467773.534546405,2903379.895463734 
 01/01  05:00:00,,,21208055.551265154,11734097.269658582,21208055.55126515,3937010.585311145 
 01/01  06:00:00,,,26819606.218458742,12468197.120248985,26819606.218458742,9125494.417077184 
 01/01  07:00:00,,,31337298.38455699,13808247.357578423,31337298.384556983,9499025.48494953 
 01/01  08:00:00,,,31871662.480671536,14264000.2452756,31871662.48067153,9701713.11395198 
 01/01  09:00:00,,,28528981.64572871,15053850.978876483,28528981.645728707,9670204.24490795 
 01/01  10:00:00,,,27500454.58570634,14991305.255784662,27500454.58570633,9512152.387725616 
 01/01  11:00:00,,,28434128.459249757,16257161.583076091,28434128.45924975,9179383.927968636 
 01/01  12:00:00,,,32618090.63167702,20262229.168074615,32618090.631677017,9027121.292889724 
 01/01  13:00:00,,,28999805.864906657,16362438.054266075,28999805.864906646,9132604.864544995 
 01/01  14:00:00,,,28200695.74501042,16151885.111886108,28200695.745010413,9035513.680294555 
 01/01  15:00:00,,,27524689.110174887,15941332.16950614,27524689.11017488,8555388.86706664 
 01/01  16:00:00,,,27363449.054335818,15941332.16950614,27363449.054335814,8408908.467827018 
 01/01  17:00:00,,,31819600.620957308,16904181.13094693,31819600.620957308,8736152.141264597 
 01/01  18:00:00,,,34065449.47189,17174990.423914608,34065449.47189,9064336.27539668 
 01/01  19:00:00,,,34005747.04039871,16964437.48153464,34005747.0403987,9215686.700153822 
 01/01  20:00:00,,,34211792.02922414,16753884.539154677,34211792.02922414,9257842.6794299 
 01/01  21:00:00,,,34003915.83574514,16543331.596774708,34003915.83574514,9284310.127600733 
 01/01  22:00:00,,,33680908.88083746,16332778.654394737,33680908.880837455,9368840.170923106 
 01/01  23:00:00,,,31653719.021178287,14800994.713889277,31653719.021178287,9151676.306846315 
 01/01  24:00:00,,,33922212.31202502,16689920.762424363,33922212.31202501,9048881.846518725 
 01/02  01:00:00,,,26706899.137001112,12171136.409140015,26706899.137001112,8535959.914649745 
 01/02  02:00:00,,,19105561.996014394,11527077.508318229,19105561.996014394,2537878.2639535787 
 01/02  03:00:00,,,19386741.321911786,11524354.455204181,19386741.321911786,2722310.120843185 
 01/02  04:00:00,,,20128082.500945624,11419483.047976982,20128082.500945624,3583655.0137596745 
 01/02  05:00:00,,,20825557.83616263,11734097.269658582,20825557.83616263,3550192.8276674533 
 01/02  06:00:00,,,26685028.27063731,13210379.50915778,26685028.27063731,8255253.318734875 
 01/02  07:00:00,,,31128826.561912887,14637773.950772423,31128826.561912883,8452543.773127181 
 01/02  08:00:00,,,31853409.82814593,14848326.893152392,31853409.828145925,9090445.033343242 
 01/02  09:00:00,,,28437014.16619279,15483386.795012757,28437014.166192785,9140360.328229744 
 01/02  10:00:00,,,27289606.06808905,15361023.053645084,27289606.068089038,8923211.485774051 
 01/02  11:00:00,,,28245197.8138756,16996612.0338759,28245197.813875593,8234525.387612312 
 01/02  12:00:00,,,32682278.057084534,21001679.618874427,32682278.057084527,8346689.758965892 
 01/02  13:00:00,,,29290356.685675494,17101888.50506589,29290356.685675476,8657793.435256612 
 01/02  14:00:00,,,28303683.129379354,16891335.562685918,28303683.12937935,8382424.590329494 
 01/02  15:00:00,,,27672275.337532394,16680782.620305952,27672275.33753239,7946480.221676007 
 01/02  16:00:00,,,27515731.923768587,16680782.620305952,27515731.923768584,7804663.8924755305 
 01/02  17:00:00,,,32880580.370535195,18633761.053522833,32880580.370535187,8043359.391957478 
 01/02  18:00:00,,,35242261.296124846,18928001.315626163,35242261.296124846,8463959.959046835 
 01/02  19:00:00,,,35385967.0900597,18717448.373246197,35385967.0900597,8818406.481263557 
 01/02  20:00:00,,,35540003.15004428,18506895.43086623,35540003.15004428,8808627.297245689 
 01/02  21:00:00,,,35228119.00528893,18296342.488486264,35228119.00528893,8731345.131941069 
 01/02  22:00:00,,,34495962.4599607,18085789.54610629,34495962.4599607,8407227.385713134 
 01/02  23:00:00,,,30605466.85629307,14800994.713889277,30605466.856293067,8102852.891652485 
 01/02  24:00:00,,,32847060.67833941,16689920.762424363,32847060.67833941,7973730.211356511 
 01/03  01:00:00,,,25809036.761442,12171136.409140015,25809036.761442,7637920.069322936 
 01/03  02:00:00,,,19736192.501965128,11527077.508318229,19736192.501965128,3141257.335397749 
 01/03  03:00:00,,,20763195.22238268,11524354.455204181,20763195.22238268,4110633.000485414 
 01/03  04:00:00,,,20914874.154478982,11419483.047976982,20914874.154478982,4351552.9241991 
 01/03  05:00:00,,,22934232.0719023,11734097.269658582,22934232.0719023,4037707.4571895464 
 01/03  06:00:00,,,27117591.14971505,13210379.50915778,27117591.149715044,7452346.831752688 
 01/03  07:00:00,,,30949516.985806685,14637773.950772423,30949516.985806677,7672413.543783215 
 01/03  08:00:00,,,30901477.39765652,14848326.893152392,30901477.397656515,8137170.456364941 
 01/03  09:00:00,,,27847752.880186033,15616622.69135388,27847752.880186033,8416838.011554325 
 01/03  10:00:00,,,27097345.904860348,15361023.053645084,27097345.904860348,8730918.709627653 
 01/03  11:00:00,,,28520122.45510736,16996612.0338759,28520122.455107354,8510086.889292773 
 01/03  12:00:00,,,33374043.768563576,21001679.618874427,33374043.768563572,9038454.247599743 
 01/03  13:00:00,,,29756103.10217346,17101888.50506589,29756103.10217346,9127009.470338654 
 01/03  14:00:00,,,29019591.400503263,16891335.562685918,29019591.40050326,9099467.736221302 
 01/03  15:00:00,,,28843077.921769723,16680782.620305952,28843077.921769723,9116903.314287398 
 01/03  16:00:00,,,28511314.16108274,16680782.620305952,28511314.161082737,8802409.72296977 
