Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,27948216.781621814,14412670.29795282,27948216.781621806,7921810.492591428 
 01/01  02:00:00,,,20900348.70116236,13557724.513667818,20900348.70116236,2290253.022605733 
 01/01  03:00:00,,,20736352.616310567,13591712.666568777,20736352.616310567,1985358.657367199 
 01/01  04:00:00,,,21130590.519868862,13466865.855553377,21130590.519868862,2481698.3217089986 
 01/01  05:00:00,,,22809870.238576036,13841406.288599579,22809870.238576036,3383353.968793605 
 01/01  06:00:00,,,28082122.260725994,14715333.96570738,28082122.260725994,8132286.801702682 
 01/01  07:00:00,,,32413733.56460933,15909004.594944607,32413733.56460933,8474624.662661534 
 01/01  08:00:00,,,32766026.198923368,16371390.995054979,32766026.198923364,8488688.60730429 
 01/01  09:00:00,,,29427937.65601522,17171997.76276313,29427937.656015217,8451010.39961962 
 01/01  10:00:00,,,28579021.440969754,17215628.312673625,28579021.440969754,8366197.828128028 
 01/01  11:00:00,,,29684772.161685385,18500061.009022977,29684772.161685377,8186874.290597452 
 01/01  12:00:00,,,33906133.35826005,22565286.26932171,33906133.35826005,8012106.906774132 
 01/01  13:00:00,,,30087594.387369618,18625390.038646363,30087594.387369614,7954964.95460877 
 01/01  14:00:00,,,29259735.52301316,18374731.979399584,29259735.523013156,7871507.227258474 
 01/01  15:00:00,,,28802914.428588573,18124073.92015281,28802914.42858857,7649618.677794935 
 01/01  16:00:00,,,28640122.03538523,18124073.92015281,28640122.03538523,7502640.929367213 
 01/01  17:00:00,,,33031407.204782195,19064264.190044653,33031407.204782195,7787541.17665007 
 01/01  18:00:00,,,35101011.83077116,19302137.2176514,35101011.830771156,7972415.634844584 
 01/01  19:00:00,,,34917662.58761492,19051479.158404626,34917662.587614916,8040355.232227308 
 01/01  20:00:00,,,35083401.26490772,18800821.09915785,35083401.2649077,8082352.573302902 
 01/01  21:00:00,,,34832070.14370936,18550163.039911076,34832070.14370936,8105546.823594874 
 01/01  22:00:00,,,34443775.312716626,18299504.980664298,34443775.31271662,8164876.013012805 
 01/01  23:00:00,,,32510959.903201327,16654186.204557668,32510959.90320132,8155383.646944482 
 01/01  24:00:00,,,34824656.24741795,18556680.8110029,34824656.24741796,8084565.497690016 
 01/02  01:00:00,,,27761458.354413442,14138311.271079386,27761458.354413442,7623862.464333976 
 01/02  02:00:00,,,20966830.406903308,13557724.513667818,20966830.406903308,2339436.853750398 
 01/02  03:00:00,,,20659508.04166188,13591712.666568777,20659508.041661877,1886090.724498839 
 01/02  04:00:00,,,21976819.27031511,13466865.855553377,21976819.270315107,3327577.401733813 
 01/02  05:00:00,,,23008004.775417343,13841406.288599579,23008004.775417343,3582445.123932056 
 01/02  06:00:00,,,27928831.03892517,15346869.149969967,27928831.038925167,7354240.631665206 
 01/02  07:00:00,,,32204943.939515963,16638117.629429717,32204943.939515956,7528254.222951698 
 01/02  08:00:00,,,32791502.432353787,16888775.68867649,32791502.432353787,7987798.681430822 
 01/02  09:00:00,,,29375460.09172358,17553417.53661256,29375460.091723576,8008676.946759693 
 01/02  10:00:00,,,28483303.177819822,17544505.232632104,28483303.177819815,7933283.887766253 
 01/02  11:00:00,,,29525381.91416382,19157827.897320107,29525381.91416382,7353258.373966247 
 01/02  12:00:00,,,34010996.40893877,23223053.15761884,34010996.40893877,7453315.40457309 
 01/02  13:00:00,,,30376346.540304545,19283156.926943492,30376346.54030454,7560541.470610876 
 01/02  14:00:00,,,29539329.149768263,19032498.867696717,29539329.149768263,7476218.11601389 
 01/02  15:00:00,,,28933599.251413018,18781840.808449943,28933599.25141301,7106618.782380392 
 01/02  16:00:00,,,28785930.84472364,18781840.808449943,28785930.844723634,6973514.793623228 
 01/02  17:00:00,,,33981230.30008422,20595864.198361326,33981230.30008422,7181600.637783841 
 01/02  18:00:00,,,36269140.47537415,20854318.48264128,36269140.47537415,7564282.001102552 
 01/02  19:00:00,,,36159739.21897328,20603660.423394505,36159739.21897327,7705844.40373104 
 01/02  20:00:00,,,36277142.98550928,20353002.36414773,36277142.98550928,7699537.377481822 
 01/02  21:00:00,,,35934121.291744195,20102344.30490095,35934121.29174419,7631354.82559849 
 01/02  22:00:00,,,35415221.63363198,19851686.245654177,35415221.633631974,7559646.656749695 
 01/02  23:00:00,,,31619038.252445273,16654186.204557668,31619038.25244527,7263213.855168226 
 01/02  24:00:00,,,33874131.030019276,18556680.8110029,33874131.03001926,7134040.514457827 
 01/03  01:00:00,,,26973287.653360937,14138311.271079386,26973287.653360937,6835308.5811656015 
 01/03  02:00:00,,,19855028.49105222,13557724.513667818,19855028.491052225,1204970.709584717 
 01/03  03:00:00,,,21049517.61533578,13591712.666568777,21049517.61533578,2269533.281861091 
 01/03  04:00:00,,,21253656.09685001,13466865.855553377,21253656.09685001,2609670.8902586764 
 01/03  05:00:00,,,23451533.345391456,13841406.288599579,23451533.345391456,2334589.624545457 
 01/03  06:00:00,,,28442077.441102274,15346869.149969967,28442077.441102274,6626891.263960546 
 01/03  07:00:00,,,32114048.91163581,16638117.629429717,32114048.9116358,6836537.685280085 
 01/03  08:00:00,,,32072978.84212132,16888775.68867649,32072978.84212132,7268117.895015492 
 01/03  09:00:00,,,28992173.071394496,17670449.067182466,28992173.071394496,7507322.297695629 
 01/03  10:00:00,,,28327811.33166279,17544505.232632104,28327811.33166279,7777770.635667704 
 01/03  11:00:00,,,29741357.216481764,19157827.897320107,29741357.216481753,7569890.441081358 
 01/03  12:00:00,,,34426587.46772872,23223053.15761884,34426587.46772872,7869619.129470635 
 01/03  13:00:00,,,30775786.47803541,19283156.926943492,30775786.4780354,7964373.956703763 
 01/03  14:00:00,,,29995215.905445,19032498.867696717,29995215.90544499,7933863.96823938 
 01/03  15:00:00,,,29764632.238199614,18781840.808449943,29764632.238199603,7936804.060399527 
 01/03  16:00:00,,,29665515.56280315,18781840.808449943,29665515.56280314,7855079.984458156 
 01/03  17:00:00,,,34677058.11932051,20432520.03384076,34677058.119320504,8042072.787220983 
 01/03  18:00:00,,,36766082.29469581,20854318.48264128,36766082.2946958,8062294.978732875 
 01/03  19:00:00,,,36538410.15182152,20603660.423394505,36538410.15182151,8086087.999090921 
 01/03  20:00:00,,,36308997.70417848,20353002.36414773,36308997.70417848,8107911.947970633 
 01/03  21:00:00,,,36069049.786554895,20102344.30490095,36069049.78655489,8118763.147114523 
 01/03  22:00:00,,,35755204.496102765,19851686.245654177,35755204.49610276,8171048.4812705945 
 01/03  23:00:00,,,32603984.852533914,16654186.204557668,32603984.85253391,8248586.032860646 
 01/03  24:00:00,,,35063768.135163076,18556680.8110029,35063768.13516307,8323677.61960163 
 01/04  01:00:00,,,28249772.998118285,14138311.271079386,28249772.99811828,8111579.372012697 
 01/04  02:00:00,,,20951494.598619208,13557724.513667818,20951494.598619204,2371400.6185219325 
 01/04  03:00:00,,,20675670.506532505,13591712.666568777,20675670.506532505,1985358.657367199 
 01/04  04:00:00,,,21066972.0845037,13466865.855553377,21066972.0845037,2481698.3217089986 
 01/04  05:00:00,,,21398841.086280104,13841406.288599579,21398841.0862801,1985358.657367199 
 01/04  06:00:00,,,28914547.113398384,15346869.149969967,28914547.11339839,8335174.540611397 
 01/04  07:00:00,,,33294086.26416059,16638117.629429717,33294086.26416059,8617983.337680565 
 01/04  08:00:00,,,33434009.484798774,16888775.68867649,33434009.48479877,8631407.72615986 
 01/04  09:00:00,,,29980470.3251515,17563816.536811627,29980470.325151496,8604237.018525317 
 01/04  10:00:00,,,29148662.20808214,17544505.232632104,29148662.208082136,8599548.764121266 
 01/04  11:00:00,,,30754681.000083625,19157827.897320107,30754681.000083618,8584158.696845561 
 01/04  12:00:00,,,34982846.96168881,23223053.15761884,34982846.9616888,8424440.407833684 
 01/04  13:00:00,,,31250046.4926551,19283156.926943492,31250046.4926551,8437475.711516336 
 01/04  14:00:00,,,30431087.778473012,19032498.867696717,30431087.778473012,8370396.5209616115 
