Date/Time,DINING:Zone Air System Sensible Heating Energy [J](Monthly),DINING:Zone Air System Sensible Cooling Energy [J](Monthly),KITCHEN:Zone Air System Sensible Heating Energy [J](Monthly),KITCHEN:Zone Air System Sensible Cooling Energy [J](Monthly),ATTIC:Zone Air System Sensible Heating Energy [J](Monthly),ATTIC:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,388387861.3485978,3878101134.8066,0.0,21389523652.09501,0.0,0.0,25872060212.76706,63796989950.50876 
February,136676292.45877007,3768653414.1908774,0.0,19272926680.06356,0.0,0.0,23669551260.571583,56573333435.439606 
March,116716087.29731205,3948971930.7631454,0.0,21100193952.947056,0.0,0.0,26907283952.82681,62252199406.35743 
April,11132223.879280435,5392339467.038694,0.0,20776352211.468525,0.0,0.0,29416081127.276134,58424885437.86987 
May,2109363.8317613485,6248464694.661601,0.0,21554004361.86651,0.0,0.0,35882180112.08296,59295964234.515114 
June,6678964.085835994,7718884236.447666,0.0,21425421005.78521,0.0,0.0,37566550686.20746,56442753002.6704 
July,2614445.5280854325,8993380039.941381,0.0,22271864542.538162,0.0,0.0,42156405274.563,57534046465.64722 
August,2105527.823948261,9474942670.972855,0.0,22880741139.149586,0.0,0.0,41988907798.13164,57304622904.476074 
September,4234812.68486882,8649852458.447054,0.0,22262613853.24222,0.0,0.0,39720709732.518105,55675276217.8623 
October,2823505.1018091845,7851645281.544141,0.0,23158576811.806057,0.0,0.0,36452202621.61488,58260883427.32851 
November,10409852.565752529,6057209814.908887,0.0,21961319302.766354,0.0,0.0,29453996856.65068,57403864548.39599 
December,12222234.506074192,4238933379.2041583,0.0,21842321337.08179,0.0,0.0,25432351613.916595,60794822248.647316 
