Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,21707434.36147986,10411378.61981879,21707434.361479856,5411650.905580706 
 01/01  02:00:00,,,23492383.137344085,9479694.700741827,23492383.13734408,8808481.566974673 
 01/01  03:00:00,,,22017430.470922325,9456996.243839582,22017430.470922325,7375016.006657775 
 01/01  04:00:00,,,23188538.678761918,9372100.24040058,23188538.678761918,8577247.04287499 
 01/01  05:00:00,,,21685696.92767287,9626788.250717582,21685696.927672863,6433686.362833986 
 01/01  06:00:00,,,24193407.95421485,10221060.274790581,24193407.954214852,8334865.995981397 
 01/01  07:00:00,,,28726812.131533496,11540132.097944172,28726812.131533496,8729615.192202192 
 01/01  08:00:00,,,26603095.548190556,11738825.58798428,26603095.548190556,10637077.44917837 
 01/01  09:00:00,,,25871806.44259958,12307097.790413437,25871806.442599576,10146281.515022859 
 01/01  10:00:00,,,25790184.959949028,12562769.528683178,25790184.959949024,9795221.130414223 
 01/01  11:00:00,,,28018488.700566556,13728363.063807586,28018488.70056655,10854253.136624765 
 01/01  12:00:00,,,36721801.347575076,17673272.9735059,36721801.34757507,15346169.906218462 
 01/01  13:00:00,,,34080139.5040408,13813586.976564167,34080139.50404079,16297331.850017343 
 01/01  14:00:00,,,33647109.3895173,13643139.151051011,33647109.38951729,16574220.15442397 
 01/01  15:00:00,,,33044403.830672182,13472691.325537851,33044403.83067218,16133466.185426317 
 01/01  16:00:00,,,30423280.411136538,13472691.325537851,30423280.411136527,13519362.06630132 
 01/01  17:00:00,,,28564796.956117965,13358606.890326498,28564796.956117958,11896235.124126535 
 01/01  18:00:00,,,31299454.08933933,14375660.122637346,31299454.08933932,11140190.529547187 
 01/01  19:00:00,,,32441432.36022282,14475744.079132946,32441432.360222813,9711220.88302719 
 01/01  20:00:00,,,32244947.556353603,14305296.253619784,32244947.5563536,9293131.314589433 
 01/01  21:00:00,,,32326950.878596805,14134848.428106625,32326950.878596798,9587346.937521901 
 01/01  22:00:00,,,29743312.216800712,13964400.602593469,29743312.21680071,7408135.689691726 
 01/01  23:00:00,,,25848481.970003873,12613089.687988644,25848481.970003866,5192245.271690061 
 01/01  24:00:00,,,28293033.328774083,14622331.087124154,28293033.328774083,5257360.11127604 
 01/02  01:00:00,,,21538806.705370642,10103546.733839804,21538806.705370635,5239196.60053321 
 01/02  02:00:00,,,16914052.507712923,9479694.700741827,16914052.507712923,2266753.5011376203 
 01/02  03:00:00,,,16629927.224698137,9456996.243839582,16629927.224698137,1982503.822480522 
 01/02  04:00:00,,,17276254.00776666,9372100.24040058,17276254.00776666,2679612.3262194553 
 01/02  05:00:00,,,17283372.18975922,9626788.250717582,17283372.18975922,2061330.1779823885 
 01/02  06:00:00,,,22122719.612030305,10962316.807956934,22122719.612030305,5769525.79868788 
 01/02  07:00:00,,,26142908.93327819,12369658.691138173,26142908.93327819,5590091.997358224 
 01/02  08:00:00,,,21645063.404526554,11977003.762575496,21645063.40452655,5717144.818441596 
 01/02  09:00:00,,,21422577.048899118,12676815.58827386,21422577.048899118,5593618.514710174 
 01/02  10:00:00,,,21535172.586072333,12932487.326543596,21535172.586072333,5431913.035733596 
 01/02  11:00:00,,,22871439.6507381,14467813.5146074,22871439.650738098,5203917.269055574 
 01/02  12:00:00,,,28438087.891090784,18412723.42430571,28438087.89109078,6388926.7191315675 
 01/02  13:00:00,,,25227619.325567283,14553037.42736398,25227619.32556728,6710177.8227111 
 01/02  14:00:00,,,26099662.82058379,14382589.601850819,26099662.82058379,8308019.220810702 
 01/02  15:00:00,,,26411007.953417096,14212141.776337657,26411007.953417096,8774088.823144875 
 01/02  16:00:00,,,24503184.831713162,14212141.776337657,24503184.831713162,6885723.659161671 
 01/02  17:00:00,,,24160973.333299432,14467813.5146074,24160973.33329942,6405086.972725311 
 01/02  18:00:00,,,27183087.22361958,15614339.586286638,27183087.223619573,5800090.620769308 
 01/02  19:00:00,,,29764801.101319812,16228754.9708445,29764801.10131981,5299784.505863726 
 01/02  20:00:00,,,29965641.58339945,16058307.145331338,29965641.583399445,5300193.585808713 
 01/02  21:00:00,,,29816916.07477204,15887859.31981818,29816916.074772038,5382372.998837988 
 01/02  22:00:00,,,29351458.30389785,15717411.494305018,29351458.303897846,5357075.166025499 
 01/02  23:00:00,,,25865246.294761725,12613089.687988644,25865246.29476172,5366219.313430412 
 01/02  24:00:00,,,28395209.20752069,14622331.087124154,28395209.207520686,5468019.226951368 
 01/03  01:00:00,,,21722539.162597712,10103546.733839804,21722539.162597712,5493858.825576373 
 01/03  02:00:00,,,16401158.873603992,9479694.700741827,16401158.873603992,1777399.4033184112 
 01/03  03:00:00,,,16195043.4215151,9456996.243839582,16195043.4215151,1558008.020692808 
 01/03  04:00:00,,,17668655.63425496,9372100.24040058,17668655.63425496,3084751.6831563306 
 01/03  05:00:00,,,18959576.23508922,9626788.250717582,18959576.23508922,2119091.18973367 
 01/03  06:00:00,,,23730129.76865514,10962316.807956934,23730129.768655136,6095662.452847115 
 01/03  07:00:00,,,27050545.58956167,12369658.691138173,27050545.589561664,5905231.924075654 
 01/03  08:00:00,,,21896431.938267525,11935982.71960115,21896431.938267525,6032923.17976905 
 01/03  09:00:00,,,21544242.11354773,12676815.58827386,21544242.113547727,5735556.762633504 
 01/03  10:00:00,,,21557575.0465746,12932487.326543596,21557575.046574596,5484820.549292688 
 01/03  11:00:00,,,22816465.0621217,14467813.5146074,22816465.0621217,5195004.823043445 
 01/03  12:00:00,,,28036093.302964114,18412723.42430571,28036093.302964114,6018575.689699667 
 01/03  13:00:00,,,24842393.9392068,14553037.42736398,24842393.939206798,6349671.26121394 
 01/03  14:00:00,,,25689622.533724852,14382589.601850819,25689622.533724844,7935720.553271348 
 01/03  15:00:00,,,25888786.516542528,14212141.776337657,25888786.516542524,8297583.520700368 
 01/03  16:00:00,,,24719923.136453856,14212141.776337657,24719923.136453852,7140439.322213651 
 01/03  17:00:00,,,24800864.67747644,14467813.5146074,24800864.677476436,7077077.255784562 
 01/03  18:00:00,,,27110491.041130517,15550700.913153,27110491.041130517,5826073.120832205 
 01/03  19:00:00,,,29666817.122732777,16228754.9708445,29666817.122732773,5261099.934890571 
 01/03  20:00:00,,,29534516.037870046,16058307.145331338,29534516.037870042,5350752.740576227 
 01/03  21:00:00,,,29396655.181153674,15887859.31981818,29396655.181153674,5402204.560657203 
 01/03  22:00:00,,,29022019.361448117,15717411.494305018,29022019.361448117,5377306.090444846 
 01/03  23:00:00,,,25786241.907671947,12613089.687988644,25786241.907671936,5345936.499612158 
 01/03  24:00:00,,,28253736.794113368,14622331.087124154,28253736.794113368,5345663.693769351 
 01/04  01:00:00,,,21541785.706251487,10103546.733839804,21541785.706251487,5327133.873740459 
 01/04  02:00:00,,,16435890.097766247,9479694.700741827,16435890.09776625,1830202.72591714 
 01/04  03:00:00,,,16700971.466354944,9456996.243839582,16700971.466354944,2080247.7544007185 
 01/04  04:00:00,,,17426333.765151743,9372100.24040058,17426333.765151743,2848338.0374205094 
 01/04  05:00:00,,,17232411.344893508,9626788.250717582,17232411.344893508,2020702.9423567653 
 01/04  06:00:00,,,21914062.516798325,10962316.807956934,21914062.51679833,5575142.615645516 
 01/04  07:00:00,,,25859688.070179798,12369658.691138173,25859688.07017979,5322794.376285404 
 01/04  08:00:00,,,21334687.056882948,12034698.46645209,21334687.056882944,5365937.14475732 
 01/04  09:00:00,,,21148164.502129305,12676815.58827386,21148164.502129305,5304991.315576513 
 01/04  10:00:00,,,21393594.89606361,12932487.326543596,21393594.896063607,5222977.2337713335 
 01/04  11:00:00,,,22883983.25723009,14467813.5146074,22883983.25723009,5097691.69581295 
 01/04  12:00:00,,,31017588.63614478,18412723.42430571,31017588.63614477,8939714.761282355 
 01/04  13:00:00,,,29473889.8078169,14553037.42736398,29473889.807816897,10948763.75568528 
 01/04  14:00:00,,,30997272.14972265,14382589.601850819,30997272.149722647,13193787.871690687 
 01/04  15:00:00,,,31301999.19591166,14212141.776337657,31301999.195911653,13655342.27378514 
 01/04  16:00:00,,,29491207.763473503,14212141.776337657,29491207.763473503,11855376.986032967 
 01/04  17:00:00,,,29296309.542053647,14467813.5146074,29296309.542053644,11517328.345838387 
 01/04  18:00:00,,,33475587.12645196,15781021.361371431,33475587.126451954,11908316.606007284 
 01/04  19:00:00,,,36451617.63382255,16228754.9708445,36451617.63382255,11962942.821705675 
 01/04  20:00:00,,,37122728.634041585,16058307.145331338,37122728.634041585,12406188.546488862 
 01/04  21:00:00,,,38059167.970575586,15887859.31981818,38059167.97057558,13538637.17266599 
 01/04  22:00:00,,,37610370.42675058,15717411.494305018,37610370.42675058,13489161.96860109 
 01/04  23:00:00,,,32745776.683070775,12613089.687988644,32745776.683070775,12047842.928773671 
 01/04  24:00:00,,,34168466.255244866,14622331.087124154,34168466.25524486,10997795.53779918 
 01/05  01:00:00,,,26131649.310662564,10103546.733839804,26131649.310662564,9614493.764550874 
 01/05  02:00:00,,,22131495.642021336,9479694.700741827,22131495.642021336,7421672.80473389 
 01/05  03:00:00,,,21637792.09607544,9456996.243839582,21637792.09607544,6960228.115028389 
 01/05  04:00:00,,,22365432.313007116,9372100.24040058,22365432.313007116,7728011.656522205 
 01/05  05:00:00,,,22738131.77694586,9626788.250717582,22738131.77694586,7481533.817507235 
 01/05  06:00:00,,,27196239.432438087,10962316.807956934,27196239.432438083,10599133.905514149 
 01/05  07:00:00,,,33187832.838573173,12369658.691138173,33187832.838573173,12357226.832502438 
 01/05  08:00:00,,,29561068.14476514,11906976.309291814,29561068.144765135,13421959.228922352 
 01/05  09:00:00,,,31794593.139259722,12676815.58827386,31794593.13925972,15691456.59312081 
 01/05  10:00:00,,,36725142.17443852,12932487.326543596,36725142.17443852,20349964.520896617 
 01/05  11:00:00,,,42539292.85169246,14467813.5146074,42539292.85169245,24618854.8244465 
 01/05  12:00:00,,,54392693.16448566,18412723.42430571,54392693.16448568,32266236.000362527 
 01/05  13:00:00,,,52322472.40884587,14553037.42736398,52322472.40884587,33756842.348450504 
 01/05  14:00:00,,,54801254.896671355,14382589.601850819,54801254.89667134,36956903.95308409 
 01/05  15:00:00,,,52807007.693646885,14212141.776337657,52807007.69364689,35119735.91405163 
 01/05  16:00:00,,,46528417.14368788,14212141.776337657,46528417.14368788,28855904.615817606 
 01/05  17:00:00,,,47557351.25777501,14467813.5146074,47557351.25777501,29745419.67011784 
 01/05  18:00:00,,,50573200.05232511,15537893.315324917,50573200.0523251,29217316.05931302 
 01/05  19:00:00,,,51495177.204590924,16228754.9708445,51495177.204590924,26977962.284917418 
 01/05  20:00:00,,,50864248.16185256,16058307.145331338,50864248.16185256,26119655.951525513 
 01/05  21:00:00,,,51571800.02972511,15887859.31981818,51571800.02972511,27027121.13219797 
 01/05  22:00:00,,,49243644.367189005,15717411.494305018,49243644.367189,25101225.694832265 
 01/05  23:00:00,,,42492074.44136707,12613089.687988644,42492074.44136706,21776368.411795184 
 01/05  24:00:00,,,42074897.64055621,14622331.087124154,42074897.6405562,18893504.418428034 
 01/06  01:00:00,,,31642959.927934654,10103546.733839804,31642959.927934647,15117526.777213022 
 01/06  02:00:00,,,28864486.204888534,9479694.700741827,28864486.204888523,14128624.748423476 
 01/06  03:00:00,,,26119662.345823362,9456996.243839582,26119662.345823362,11437172.613306107 
 01/06  04:00:00,,,28268524.908702,9372100.24040058,28268524.908702,13622051.873499934 
 01/06  05:00:00,,,34141083.56831064,9626788.250717582,34141083.56831064,17297172.51787926 
 01/06  06:00:00,,,34903287.47620916,10962316.807956934,34903287.47620916,16958139.087139044 
 01/06  07:00:00,,,38082474.557783574,12369658.691138173,38082474.557783574,16609874.310372625 
 01/06  08:00:00,,,32723089.930264957,11957899.142410353,32723089.930264957,16533323.682592288 
 01/06  09:00:00,,,39838019.43240405,12676815.58827386,39838019.43240405,23731148.394897956 
 01/06  10:00:00,,,45454412.543938555,12932487.326543596,45454412.543938555,29071883.78940768 
 01/06  11:00:00,,,49926354.25247422,14467813.5146074,49926354.25247422,31999172.71013488 
 01/06  12:00:00,,,61491853.293677285,18412723.42430571,61491853.293677285,39323040.738699436 
 01/06  13:00:00,,,61265695.244666174,14553037.42736398,61265695.244666174,42633013.00134144 
 01/06  14:00:00,,,60171083.53198373,14382589.601850819,60171083.53198373,42283359.26334944 
 01/06  15:00:00,,,57996428.39070402,14212141.776337657,57996428.39070402,40266060.68476251 
 01/06  16:00:00,,,54446366.92425067,14212141.776337657,54446366.92425068,36761050.33762704 
 01/06  17:00:00,,,53043067.778210655,14467813.5146074,53043067.77821065,35226246.307400115 
 01/06  18:00:00,,,54814792.66669426,15833847.088550579,54814792.66669427,33984221.73294261 
 01/06  19:00:00,,,57025274.65165283,16228754.9708445,57025274.65165283,32507902.954714756 
 01/06  20:00:00,,,54755291.00632171,16058307.145331338,54755291.00632172,30411814.872181274 
 01/06  21:00:00,,,57014868.29042288,15887859.31981818,57014868.29042289,32843562.945084378 
 01/06  22:00:00,,,41956127.99213824,15717411.494305018,41956127.99213823,18107628.24551542 
 01/06  23:00:00,,,31188715.891493194,12613089.687988644,31188715.89149319,10481837.626014054 
 01/06  24:00:00,,,30950288.37674638,14622331.087124154,30950288.37674638,7778072.84973445 
 01/07  01:00:00,,,22407722.221169204,10411378.61981879,22407722.221169204,5596149.441582065 
 01/07  02:00:00,,,18663008.215146925,9479694.700741827,18663008.21514692,3940119.3357210546 
 01/07  03:00:00,,,17906712.229192533,9456996.243839582,17906712.229192533,3212777.0570543227 
 01/07  04:00:00,,,19245998.500483744,9372100.24040058,19245998.50048374,4594265.405516253 
 01/07  05:00:00,,,18662963.67295925,9626788.250717582,18662963.67295925,3389509.0542614358 
 01/07  06:00:00,,,21622272.226039603,10221060.274790581,21622272.226039603,5778697.128934458 
 01/07  07:00:00,,,24959307.294712886,11540132.097944172,24959307.294712882,4992602.391824962 
 01/07  08:00:00,,,22294888.940238886,11562330.593094824,22294888.94023888,6520353.8095092205 
 01/07  09:00:00,,,24719240.37640634,12676815.58827386,24719240.376406334,8626845.61255022 
 01/07  10:00:00,,,26200669.212592226,12932487.326543596,26200669.21259222,9845905.429901607 
 01/07  11:00:00,,,28390613.448851492,14098088.289207494,28390613.44885149,10875194.051120274 
 01/07  12:00:00,,,36662272.027669504,18042998.198905807,36662272.0276695,14931935.239131777 
 01/07  13:00:00,,,34019884.2737374,14183312.201964075,34019884.27373739,15871927.242516961 
 01/07  14:00:00,,,34097931.170213975,14012864.376450915,34097931.170213975,16666618.541793825 
 01/07  15:00:00,,,33903763.06274724,13842416.550937753,33903763.06274724,16626809.122002125 
 01/07  16:00:00,,,33063340.73788754,13842416.550937753,33063340.737887535,15797765.165742513 
 01/07  17:00:00,,,32428904.944450647,14098088.289207494,32428904.94445063,15020218.921441024 
 01/07  18:00:00,,,34736032.407042526,15523806.196834369,34736032.407042526,14238037.88420992 
 01/07  19:00:00,,,38882201.48361853,16228754.9708445,38882201.48361852,14385869.63127283 
 01/07  20:00:00,,,39527863.78097926,16058307.145331338,39527863.78097925,14805649.484762458 
 01/07  21:00:00,,,39562179.76943155,15887859.31981818,39562179.76943154,15039633.548723064 
 01/07  22:00:00,,,38899207.11414314,15717411.494305018,38899207.11414314,14777733.399484053 
 01/07  23:00:00,,,33981555.82188815,12613089.687988644,33981555.82188815,13284923.590873417 
 01/07  24:00:00,,,34072602.37703818,14622331.087124154,34072602.37703818,10905781.403119972 
 01/08  01:00:00,,,24458933.299023513,10411378.61981879,24458933.299023513,7629201.922691604 
 01/08  02:00:00,,,20909186.912835896,9479694.700741827,20909186.912835896,6200481.4023378305 
 01/08  03:00:00,,,19646802.38341544,9456996.243839582,19646802.383415435,4964769.78302549 
 01/08  04:00:00,,,20682760.896602724,9372100.24040058,20682760.896602724,6049033.736972099 
 01/08  05:00:00,,,21469226.87317677,9626788.250717582,21469226.87317677,6210809.481879126 
 01/08  06:00:00,,,24179523.978583124,10221060.274790581,24179523.978583124,8326425.642268786 
 01/08  07:00:00,,,27510988.00024903,11540132.097944172,27510988.00024903,7531206.837992521 
 01/08  08:00:00,,,24488273.30280235,11480890.349343816,24488273.30280235,8798269.150001448 
 01/08  09:00:00,,,28029572.225953892,12307097.790413437,28029572.225953892,12316764.439220307 
 01/08  10:00:00,,,32973695.46130608,12562769.528683178,32973695.46130607,16988774.82736747 
 01/08  11:00:00,,,37948239.63268327,13728363.063807586,37948239.63268326,20801490.643538047 
 01/08  12:00:00,,,48334428.11889277,17673272.9735059,48334428.11889276,26969530.48922944 
 01/08  13:00:00,,,45928852.25304706,13813586.976564167,45928852.25304706,28154126.560743675 
 01/08  14:00:00,,,46049447.58775882,13643139.151051011,46049447.58775882,28991492.70796247 
 01/08  15:00:00,,,46421215.072899,13472691.325537851,46421215.072899,29520284.275115468 
 01/08  16:00:00,,,43645104.10617628,13472691.325537851,43645104.10617627,26751820.260532487 
 01/08  17:00:00,,,41930427.18979408,13358606.890326498,41930427.18979407,25272086.153110296 
 01/08  18:00:00,,,41565375.87517479,13999270.691930443,41565375.87517479,22616823.159367036 
 01/08  19:00:00,,,41318386.84652436,14475744.079132946,41318386.84652435,18598850.2958551 
 01/08  20:00:00,,,38081874.38397281,14305296.253619784,38081874.3839728,15133472.074570917 
 01/08  21:00:00,,,36541012.33936593,14134848.428106625,36541012.33936592,13794951.09969578 
 01/08  22:00:00,,,33814626.47934172,13964400.602593469,33814626.47934171,11477671.145302065 
 01/08  23:00:00,,,28912306.06942874,12613089.687988644,28912306.06942873,8232323.508297665 
 01/08  24:00:00,,,28671067.21917459,14622331.087124154,28671067.219174586,5547044.498072799 
 01/09  01:00:00,,,21413224.651529316,10103546.733839804,21413224.651529312,5012127.642598612 
 01/09  02:00:00,,,17544615.84873318,9479694.700741827,17544615.84873318,2899097.020990357 
 01/09  03:00:00,,,17063971.05965016,9456996.243839582,17063971.059650153,2428211.176930827 
 01/09  04:00:00,,,17688173.855248746,9372100.24040058,17688173.855248746,3098969.891603007 
 01/09  05:00:00,,,17533934.752624344,9626788.250717582,17533934.752624344,2322376.4820070434 
 01/09  06:00:00,,,21855958.22216589,10962316.807956934,21855958.22216589,5509042.686925451 
 01/09  07:00:00,,,25829530.98712434,12369658.691138173,25829530.987124335,5283412.361075133 
 01/09  08:00:00,,,21280570.22887861,11967240.04711922,21280570.22887861,5362265.241575478 
 01/09  09:00:00,,,21105071.05287735,12676815.58827386,21105071.052877348,5217761.416339575 
 01/09  10:00:00,,,22246252.23286218,12932487.326543596,22246252.23286218,5947921.958015822 
 01/09  11:00:00,,,29036500.544569552,14467813.5146074,29036500.544569544,11148821.322416132 
 01/09  12:00:00,,,44135896.43897217,18412723.42430571,44135896.43897216,22023017.564669922 
 01/09  13:00:00,,,45286894.251162626,14553037.42736398,45286894.25116262,26726615.796793595 
 01/09  14:00:00,,,49163902.1387925,14382589.601850819,49163902.138792485,31334687.139621668 
 01/09  15:00:00,,,52112191.58220416,14212141.776337657,52112191.58220418,34436296.16100324 
 01/09  16:00:00,,,43863204.88025971,14212141.776337657,43863204.8802597,26198627.615453828 
 01/09  17:00:00,,,40393522.80115313,14467813.5146074,40393522.80115313,22596701.22924669 
 01/09  18:00:00,,,41550044.509363525,15460157.825002449,41550044.50936352,21111345.35201997 
 01/09  19:00:00,,,42524265.63354662,16228754.9708445,42524265.63354661,18024243.16608482 
 01/09  20:00:00,,,40301805.88257809,16058307.145331338,40301805.88257808,15574633.603789305 
 01/09  21:00:00,,,40881284.70776417,15887859.31981818,40881284.70776417,16353972.168637902 
 01/09  22:00:00,,,40188967.47625752,15717411.494305018,40188967.47625752,16060219.604040373 
 01/09  23:00:00,,,35368867.91182865,12613089.687988644,35368867.91182865,14663710.631740129 
 01/09  24:00:00,,,37179805.234182015,14622331.087124154,37179805.23418201,14004997.19667241 
 01/10  01:00:00,,,28853066.675894484,10103546.733839804,28853066.675894484,12330052.28112913 
 01/10  02:00:00,,,26315438.41942276,9479694.700741827,26315438.419422753,11585570.828676028 
