Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,27364124.382269014,15230872.740802985,27364124.382269014,6439363.8455532845 
 01/01  02:00:00,,,20590546.199920803,13659998.860609412,20590546.1999208,1812393.7101722427 
 01/01  03:00:00,,,20286725.97581697,13591712.666568777,20286725.97581697,1532111.9006758698 
 01/01  04:00:00,,,21087765.8345028,13466865.855553377,21087765.834502794,2411553.1719560595 
 01/01  05:00:00,,,21047049.403279535,13841406.288599579,21047049.403279535,1617302.76363067 
 01/01  06:00:00,,,26490108.830588058,14715333.96570738,26490108.830588054,6415572.297768178 
 01/01  07:00:00,,,31537606.430412866,16931748.064360548,31537606.43041286,6486118.068250405 
 01/01  08:00:00,,,31477998.70091032,17519095.613305647,31477998.700910315,6779126.587742606 
 01/01  09:00:00,,,28157237.73009572,18284948.580521394,28157237.73009572,6790997.302836638 
 01/01  10:00:00,,,28101252.198701728,18463594.63063902,28101252.198701724,6536734.308181345 
 01/01  11:00:00,,,29818017.839720953,20247222.13487733,29818017.839720946,6466436.243521977 
 01/01  12:00:00,,,34140427.525504075,24312447.39517606,34140427.525504075,6404861.781085123 
 01/01  13:00:00,,,30531932.53049656,20372551.164500717,30531932.530496553,6535186.943138141 
 01/01  14:00:00,,,29723245.26687131,20121893.10525394,29723245.266871307,6479793.085738745 
 01/01  15:00:00,,,29326634.96095141,19871235.046007168,29326634.960951403,6319388.493842081 
 01/01  16:00:00,,,29319085.015981212,19871235.046007168,29319085.015981212,6326036.235338207 
 01/01  17:00:00,,,31715402.789403077,20645591.327559993,31715402.789403077,6425215.196571555 
 01/01  18:00:00,,,36224297.67827894,21756675.540345196,36224297.67827893,6527189.737774606 
 01/01  19:00:00,,,36104823.66740822,21506017.48109842,36104823.66740821,6663919.520373624 
 01/01  20:00:00,,,36326138.91497427,21255359.421851642,36326138.91497426,6758205.899285018 
 01/01  21:00:00,,,36130410.06208929,21004701.362604868,36130410.06208929,6839730.7125408985 
 01/01  22:00:00,,,35486716.308548175,20754043.30335809,35486716.308548175,6654984.692818034 
 01/01  23:00:00,,,33028600.933000095,18699657.808754727,33028600.933000084,6539920.95912401 
 01/01  24:00:00,,,34632345.09734113,19783972.974302027,34632345.09734112,6590256.339722889 
 01/02  01:00:00,,,27308229.474399414,14751957.35272895,27308229.47439941,6473353.298688474 
 01/02  02:00:00,,,20566156.61841124,13659998.860609412,20566156.61841124,1790315.3362809024 
