Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,56874866.32088952,9220968578.457603,9522166353.156183,0.0,3825586210.614925,62866.90093672958,2478314374.186801,116006025.26914,1514232197.3051414,4129010639.2445245,6476855323.410548,2535976900.8400292,9884938424.090918,4478264.715330717,6063036320.187695,18264032.61286723,7967837539.248575,585276483.729829,6372269236.749542,45339966.49673421,7794713436.3106985,11079787.049662644,4588126943.553737,13992742.794938104,8759846320.392641,108888610.59903212,4865557641.419518,29575595.451557416,7639126221.5199585,15496319.017252069,4642142260.648751,31780002.798331033,5898210029.181033,689943698.9893872,4834372040.531133,63376574.788968734,255007362229.3215,13857266507.546532 
February,27312436.278623044,8214286841.994079,8686784923.954824,407552.4080832853,3454894326.2029595,26171.10800641385,2244066691.1167493,146433105.63636416,1357170164.6127825,3656848692.998622,5955315491.397976,2420376506.2115808,8936737474.364819,4999500.221484256,5541415640.957669,27614458.43702971,7276588684.983557,553129761.0418419,5528268521.897094,86598428.90296556,7305686311.957327,8375129.094008973,4325100492.00817,13104336.655800868,8470318331.024219,81197358.80444372,4197607821.178403,47098103.33012586,6972164432.437137,18076312.770772327,4236236705.43175,38588486.904070854,5409519434.885577,660251541.5560961,4164517192.7356625,117130155.28814286,241053160480.61478,12653325455.474495 
March,4281721.124898055,11904145552.42358,5419529580.426799,351396700.5743858,1918376411.3921125,102838532.37928148,1244527999.05255,211677904.6710604,377231785.29816616,7404564191.123213,2686124948.5467234,5969960305.975718,5414800228.837874,402414566.60854805,3167680361.0332613,559008302.2651792,4314413910.675409,1498665292.3804543,3249510333.9308834,592650901.8392017,4839219875.780649,313155666.0431854,2547700965.5510917,431996702.01425767,5741568180.453732,591568874.8722084,2554656157.625412,446417603.99650997,4010411787.7973313,505809426.3220133,2322886566.1565423,487043026.0755453,3055821016.976642,1572488050.240771,2338724773.566235,622953737.2256213,175092825464.42923,14263505566.824148 
April,0.0,12776889189.461897,2566145556.4666295,908907686.8240962,495911933.3398217,329545222.14571893,373566721.9862109,372884050.4445761,8267968.103998474,9962618763.067165,472941284.0250121,8367267151.485407,2175257744.4389663,836373547.6150122,1207873363.078536,933140258.8132168,1803078362.650016,1545441631.31877,1222295599.9348576,964513246.5877182,1881598487.9870903,708231978.4676768,800024864.1502112,832745617.6836807,2988465540.733876,734878014.9423629,801981363.1586262,756458136.6563252,1318407830.0021412,1018993403.5439895,714782232.383033,807725940.0475163,1029086085.0189525,1568298306.4750862,700591952.6911895,993382770.3357418,99015958888.31308,12814669359.965778 
May,0.0,11472812328.141071,560827910.410706,2499450613.514384,189881443.32792997,943038753.3413444,212253334.8238946,704952753.4546481,0.0,12180844160.601038,2039556.21144533,11704691170.500294,178451548.3902696,2067536625.5966702,92274253.45372824,2421208968.427907,162335018.18884978,3036643441.3105226,108250592.27507257,2560726160.871425,93545555.059221,1935904984.8187792,18533754.369979467,1748548251.5145307,577613632.0578328,1854173615.7959604,25378244.63112566,1783580830.003883,23951415.224000663,2200558123.9693246,11346473.195692202,2294209100.7969947,21537101.60569738,2892160626.649974,16999314.22366179,2442487697.863213,68056685856.62816,12122502784.449244 
June,0.0,15534033554.826754,172223670.88652498,3967400851.649693,13238389.786811795,1836505709.5387745,24281349.132837154,1395306808.5828269,0.0,14888218006.302586,0.0,14211402380.074324,0.0,3517726506.2891335,0.0,3927092332.880361,0.0,4530426654.492273,0.0,3893082599.0442796,0.0,3041491370.1591377,0.0,3192585180.1805816,71074313.49161807,3083195361.228537,0.0,3076070147.2840343,0.0,3428217848.7332106,0.0,3751508603.0203476,0.0,4292600547.961474,0.0,3730749314.3908978,76096034819.94499,11074543684.074835 
July,0.0,17272329830.765915,109356382.08522592,5142815499.0004225,19193120.221414156,2687104438.840118,16044694.44341866,2077295285.27176,0.0,16992009184.708057,0.0,16082662223.201077,0.0,4591395720.203784,0.0,4697584498.313592,0.0,5943618157.5515585,0.0,5138082623.481158,0.0,3919458304.5821395,0.0,4042715544.8653975,2314991.8633094933,4867231429.88811,0.0,4452874238.9471,0.0,4434672166.0358305,0.0,4509902894.5320215,0.0,5662041110.844287,0.0,4958435835.509725,87406814242.89963,10676564635.925253 
August,0.0,17445346357.14279,148212440.7532611,4158493991.3621144,18552960.93567754,2195623388.220242,23315563.705717742,1807650390.6830752,0.0,16237427776.179943,0.0,15131701012.994226,0.0,3667878214.968496,0.0,4061980441.0011015,0.0,6088646083.712338,0.0,4062772687.731718,0.0,3605724032.1944475,0.0,3800046049.2039237,0.0,5322935270.739113,0.0,3739061636.744839,0.0,3661645940.8175306,0.0,3900340954.40449,0.0,5870346542.5521965,0.0,3924683415.043831,85321486260.29704,11074126204.621271 
September,0.0,13251771456.469046,384060381.1478621,2090998825.5404272,162426843.6223634,1147200085.4035506,177902820.24694803,934864162.1766038,0.0,12639226456.850918,0.0,11714938635.10935,108488405.09171033,2043930909.5775769,57122232.489350446,2065103984.9926562,77392816.95718275,4125888851.927862,56252845.91644074,2097021421.6345584,0.0,2578611142.77305,0.0,2155838154.7193294,104245056.7240425,3745339253.841001,0.0,2131354072.621735,204893.12618950516,2269433935.733531,163037.00513169635,2046925261.5295367,0.0,4186917156.3762336,0.0,2126959204.416611,68943379667.5047,10709358263.362064 
October,0.0,11988667662.52032,1999237502.856984,722613072.0975502,520836969.04155785,423421789.6261679,417259738.3132083,363028351.1906529,9279115.61093572,10730741062.501259,460944289.858835,8812607096.135214,1492523473.676166,975244842.9205779,861388988.7408184,860823070.1156383,1124016034.1643097,2320872782.176605,911569077.1943228,916390720.218362,442519509.25367236,1679706898.1883347,207098993.4776999,1116968388.499964,989905479.2038023,2110176100.4533577,231753795.56316277,1157245794.2419302,711885510.2454145,1290150667.0501912,409602882.0703203,849215994.4082172,494923451.6436635,2503961476.4436707,431220656.66416574,1029137094.5821149,82808524327.5427,12151710418.305355 
