model,term,F,p,eta_sq
llama-3.3-70b-versatile,C(Unit),244.0017626805447,9.338358211139887e-49,0.10446115126477176
llama-3.3-70b-versatile,C(Range),332.2894200370654,2.84862589881952e-63,0.14225854349921405
llama-3.3-70b-versatile,C(Unit):C(Range),228.0819199900335,5.130726405140653e-46,0.09764560584765883
openai/gpt-oss-120b,C(Unit),7.134734142198293,0.007699452634250952,0.002972562264357086
openai/gpt-oss-120b,C(Range),15.151590327146742,0.00010667557755081891,0.006312645258229228
openai/gpt-oss-120b,C(Unit):C(Range),4.815287652075117,0.02846789721151451,0.002006205428444023
