format,5_seed_median,3_seed_median,abs_diff
F1,83.57963875205255,83.181468783904,0.3981699681485509
F2,20.779590267835353,20.616891696853642,0.1626985709817106
F3,15.255174957355596,15.255174957355596,0.0
F4,15.157431372158051,15.255174957355596,0.097743585197545
