Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,0.0,30227232507.25054,6576115256.855285,176969.28123502832,2326090381.509087,294813.134496109,1413732429.3358943,385452744.446679,0.0,14095957335.579931,45155721.96643492,12217980549.894156,1468559242.1069064,1494829298.7570627,894462109.616265,1015969428.5485038,1065760684.9422841,2894935717.7509537,937866615.4003304,1028514870.4412994,2726595.7476027017,2493969307.0236835,708121.4568655204,1619863655.1973464,1414522205.9440866,2049387885.2756047,2166735.1348991897,1622114656.762453,115825281.23506838,2102308797.0968459,70598792.7161272,1334267154.3357944,60284297.57387296,3957364270.6068397,79891828.59018314,1466264078.8081312,167582498855.92856,26798193455.12143 
February,0.0,28442265772.154613,5602050230.577387,508214.2654269519,1986633844.0131807,413049.3294775966,1099485151.3874667,464219982.1772643,0.0,13229691823.444752,5604941.290144419,11324344259.172127,1157879427.8209858,1446933212.9282293,696129217.6739548,1028728270.6003379,792797085.5765721,2821104324.659921,667805495.9706609,1110206519.1200433,1987116.0188383018,2367296908.8996954,200741.17386136248,1582587423.4026394,1336808802.7751327,1899755995.5167384,27686.686965947298,1664881004.9120622,47706084.74424673,2122880721.496987,32902352.85902707,1411140926.145264,35425630.36154547,3888975745.19465,31315883.783686165,1613943215.4078603,149382627058.9436,27232385366.239925 
March,0.0,38044919678.93522,3030333327.9561048,920595742.354424,891796840.3464136,696521224.4791781,464992721.0981449,1665029400.9768493,0.0,21807240023.62918,0.0,17813595408.255203,351598338.5890298,3168880355.3840003,218718473.15906373,2813477229.4045057,267832674.53411427,6185619833.772178,212109964.96417636,2928454761.0256076,220168.2046268073,3603460143.946268,69302.40104406544,3004028844.9112043,861820415.2547817,3981717928.1135077,0.0,3050467438.921167,0.0,4174927430.2614474,9804.641473344418,3492964401.1664586,0.0,7484868866.57026,0.0,3660141207.4016514,170455905514.1479,16891643267.146778 
April,0.0,37582137473.39595,1507551453.9053729,2038855734.348603,242920952.86708942,1490990297.6270826,146160740.5149797,2407707503.421723,0.0,23930288583.841793,0.0,19535793540.202747,0.0,4145052983.2159247,0.0,4056340951.3155518,0.0,6683352674.689607,0.0,4025677258.5041556,0.0,4132041808.666032,0.0,3859095005.1298122,489141626.061112,4241012666.2130437,0.0,3761506164.083548,0.0,5158505691.612715,0.0,4633084080.04447,0.0,7698634041.032545,0.0,4683389080.901337,157888055960.4805,11759870771.827784 
May,0.0,41874637161.47395,994179031.9369736,5153939862.609369,70015149.37383384,3478382632.3840046,46766042.896198116,4213157726.91231,0.0,28251042550.289112,0.0,26618604003.35222,0.0,6811733425.908843,0.0,6529008466.167265,0.0,8714929921.401798,0.0,6326187876.635186,0.0,5664601737.391381,0.0,5716827317.8478985,110993869.49423216,6239324251.150975,0.0,5549856098.383101,0.0,7299287364.731373,0.0,6707185959.383804,0.0,9145153232.8787,0.0,6614242211.317988,189569954413.2328,11616832346.80594 
June,0.0,42925299596.55957,527096080.1362017,6925937604.883578,24907770.909459893,4645387305.417021,19416677.987500317,5391362679.323917,0.0,29538898917.44539,0.0,29518258118.16765,0.0,8407169334.612169,0.0,7480633346.059059,0.0,9515749268.71478,0.0,7293095254.841216,0.0,7159014313.1909275,0.0,6747785124.155019,4789818.09221156,7566918040.431867,0.0,6525505986.421318,0.0,8549723914.356703,0.0,7433214532.190153,0.0,9605529194.633791,0.0,7349365931.190053,215809891798.99933,11040504599.324379 
July,0.0,42014073425.62816,314006904.6317315,8100608310.419986,21214139.50091318,5356670572.999378,17991731.902405076,6058192007.376823,0.0,29661804477.463223,0.0,30232577961.804367,0.0,9009854751.477812,0.0,7859841294.956114,0.0,10454048627.484922,0.0,8237496993.076443,0.0,7800472790.919914,0.0,7173011222.913155,0.0,9288965486.274042,0.0,7586505991.271964,0.0,8947880336.118484,0.0,7705178459.583214,0.0,10364668345.401596,0.0,8175497798.11316,244885221668.15994,10675676148.912912 
August,0.0,45075308398.370476,435929243.49281245,7044803131.468566,26539947.8827717,5041850370.054059,20693076.27735194,6056531621.340487,0.0,30908542362.96105,0.0,30855923051.4218,0.0,8417095222.631017,0.0,7506557676.532746,0.0,11192579637.775114,0.0,7373809857.965584,0.0,7867913352.65044,0.0,7330858850.802259,0.0,10460806821.834225,0.0,7189991764.888218,0.0,8520100858.106353,0.0,7425499583.540212,0.0,11229528981.219917,0.0,7406762200.798385,242211529694.81546,11082642563.727182 
September,0.0,40546812043.65738,698385608.4373553,4094117130.0768037,64037912.473068096,3363909508.6273203,49482437.99768698,4433631206.708787,0.0,26982243890.08497,0.0,25269527002.609486,0.0,6050301216.017048,0.0,5208815740.211807,0.0,9293058316.869478,0.0,5142062907.753122,0.0,6341790324.084022,0.0,5518025890.994372,15578779.597900702,8965994305.568623,0.0,5459023084.788506,0.0,6539808044.506645,0.0,5405555509.86992,0.0,9742290223.296034,0.0,5445217155.537121,194704329341.46094,10464683275.290401 
October,0.0,39932992849.348976,1362217947.8292675,1780669227.6301386,232316780.53889328,1747938500.423845,135766131.62490466,2927978473.5534153,0.0,25015354849.97741,0.0,20690069776.88976,0.0,4199819537.4762425,0.0,3467433103.6023293,0.0,7438481163.442947,0.0,3411026682.0305867,0.0,5355626918.163153,0.0,4319011815.153457,178329920.00786322,7271445161.565949,0.0,4222563200.9883633,0.0,5178024144.4404125,0.0,4022631452.569035,0.0,8493431645.2249155,0.0,4045777070.663972,173377067305.43964,11104601380.527838 
