Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,6370525019.138367,1817333836.7631633,1839973877.1415176,842577179.8871502,2650708498.909326,669425024.8213578,2843620570.055768,639437400.6131124,2957308720.746116,600741326.9865197,5680009316.852353,1057518619.735664,3030311906.869659,537833236.6191778,3065088384.1491547,527571582.0677541,3391047236.939419,442451051.71138734,6784346742.106932,96242766.66508262,94072416219.52829,262529689852.49908 
February,6355744424.49748,1400246915.188701,1935934887.977905,641579303.0551451,2667943708.9413133,504298339.5071101,2853136654.410031,497213615.95855004,2969135386.919828,451165634.69944644,5665085967.875765,814923386.0116473,3035419794.418319,413500610.28378266,3084147684.04317,405100524.04092604,3431605326.691159,331256391.79547125,6692866234.412907,46474874.14626914,84849165822.33914,261929129848.21555 
March,3462199705.761882,4485048756.653016,775219194.3124021,2027314669.0222058,1254577255.4040942,1831931226.1860008,1388189034.8988059,1775212585.502387,1448274138.4237638,1707187850.5139785,2794354838.5649357,3217112793.62038,1512122762.5539467,1624981529.8551269,1534375091.7949097,1589354620.4115665,1796506077.9857872,1462441524.5992122,4263253338.3403387,926778432.6734908,92708894759.33829,166023692313.6277 
April,995343474.2653269,6920820178.969008,89539632.25993575,3272925064.676622,199590898.3984346,2837500937.991931,274847571.3049546,2727543440.5994473,320949735.70485616,2639906926.6320095,715388491.396059,5007006657.879795,373845548.5868563,2519609750.516457,397881865.14926296,2463806300.1052322,507639518.7161501,2272768886.150943,1780165626.881298,1656223398.3212001,86707786417.21466,72077578088.29297 
May,103636344.06476675,10823995989.873032,32199729.419655763,5225003683.65787,32133703.26035579,4521676352.171251,31978346.45583185,4388797887.095436,33980127.769418955,4317664027.545955,64192645.76823347,7890262994.643809,35031654.83619883,4036656036.017697,35528177.244917616,3941839332.6530848,47440881.08898884,3674759549.603322,263241716.65858632,3169580356.3475847,93597324593.80959,7427132828.799529 
June,29749950.874537952,13457217338.234947,8995251.978158109,7104194981.60606,8694495.562203865,5847398265.370447,9870616.934407432,5754685924.728942,11494335.7779411,5689958868.145932,22495056.34150287,10623279349.995724,12665426.702434143,5472288905.524558,13151897.499229837,5392584939.420921,16030074.609497799,5146193210.590476,24222760.235398844,4751298976.5279255,103198580853.18092,0.0 
July,7818400.055076198,16905729647.124233,6685746.338609705,8733711192.929037,3880703.630745038,7130575976.656011,3839749.0951029756,7012721438.367343,3788485.1010435773,6927480002.824024,9556461.700545074,13033620932.198391,4331636.24969268,6739696693.600102,3542271.5638686824,6679351141.840683,5168815.121615643,6524653984.626932,10265180.741093807,6319140239.735347,119853189236.80421,0.0 
August,9452415.297235431,16026311729.258295,6462914.3313836595,8333646446.148993,4471449.73957296,6886891413.32701,4215293.899694329,6790222656.73295,4382192.6612681905,6703745238.801409,10626851.111817237,12645673931.486143,5289672.044059837,6517538697.9796505,4465653.632926972,6446499436.116862,5297429.505602325,6301025033.475083,15529239.341478363,6110068099.715435,114773819067.22276,0.0 
September,35774070.855807364,13462695416.80409,15312078.751538243,6608176598.484733,15122395.977659,5523927067.889941,16282249.706259817,5428054210.56737,17355165.22497724,5369901382.302058,34408883.09538873,9911633693.81207,18549850.014655285,5099218958.73545,18951755.984549172,5026464794.169524,20249946.608795274,4846992683.144553,33459387.970283758,4617386647.3156605,98120780678.67757,546499513.0697631 
October,185142167.30151463,10714579218.98938,36124304.04495321,4881483263.60591,50778515.08436359,4354384704.368449,74889042.65145762,4202407257.380741,84350999.20981151,4117684436.003716,178305767.80917817,7588307762.862208,91081294.53346471,3888594717.876708,95641889.3026558,3810169563.4379,118859364.1175068,3614048925.539072,462278367.076289,3159241788.5222793,92439355820.62239,27529620932.288216 
November,1545404792.1861637,5316201733.943763,279607799.33475834,2323381697.308968,522926901.4779896,1982283399.4421182,649667538.431432,1864788262.6935928,712935948.2156798,1783110546.7361267,1330927004.8091457,3271069381.1111784,739790250.063127,1663608962.1857283,753875386.5818099,1620827851.2009115,883351394.1458708,1496212042.5016425,2334262261.656881,998469218.9086405,89127900620.06691,123211986766.69113 
December,5281871248.439427,2735121864.835577,1539100276.778489,1139592425.317897,2250974149.988167,957672563.7691596,2425755799.3183427,910627826.5221409,2530814276.0491533,866684650.5662943,4864394824.670481,1561257237.3838558,2602416579.5307508,795178821.0957109,2636981783.1376224,776282253.306078,2915400341.5495014,702012074.3596537,5789300535.873395,349871398.1210247,93566665284.34575,230946599017.77762 
