Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,6507281454.005897,1586914328.9760742,1879925080.5916402,836294727.1537211,2622663900.7753434,679654718.1348708,2814003587.26403,653631072.6727042,2929824651.012894,618490993.4426632,5662288291.945482,1019377848.4424771,3053100032.041283,536391558.13887423,3117689217.3622046,515685262.6482888,3427385657.2122965,429922783.2768644,7062229629.2249365,71525613.5959867,91194872367.62213,147317913134.33475 
February,6348848898.657312,1223966734.7246,1892196131.6979454,656381514.5669024,2538865477.117374,529302887.15361136,2741379928.514804,512010801.4784594,2824773136.4885187,476305323.74774474,5512142749.171851,804179220.7689112,2960964637.830338,418288637.72185624,3005654139.7912908,400632727.82250077,3344605039.3624086,322022540.08799404,6840459175.153016,30066322.582015805,82170557984.62381,146447257760.57123 
March,3319501556.674053,4158680706.6624584,731570386.7318075,2180102894.5603266,1104716122.547021,1852223575.5299253,1231899880.683337,1795318916.863678,1305798796.727314,1732603240.746355,2589662808.526128,3181287031.2954583,1390552518.8251529,1601659556.29761,1441769391.7233272,1553838669.311934,1672887662.867565,1402299356.353732,4179074699.4350934,785141252.9521558,89984442766.82364,82710862175.19542 
April,849716509.0728447,6373474012.45954,72601330.49819912,3372938893.185338,134438191.30556592,2776848591.1300607,181628167.85147518,2678223944.5959487,212413458.99894604,2596263644.7327404,453941784.8604008,4799993393.374124,249101130.13167015,2395979732.1212363,270966394.86997473,2323898177.1544843,387390208.1834979,2111567393.0072653,1696224680.2195861,1413232041.486681,84682452457.36899,25937646883.91834 
May,61204654.277537405,10390643577.427603,22482058.655544724,5726399368.054557,22185588.628845498,4665538700.317344,23957894.482352972,4563136497.820744,26412935.653841943,4482296076.300048,47994966.49084014,8228691184.331888,26857975.83412372,4203639156.6492424,28424754.424332086,4093008402.9566765,33248305.187705975,3760408370.044348,200224674.68427843,2991889646.949063,94864142191.36993,723515456.8355787 
June,13631435.13362978,13933123597.544554,7446690.188618919,7553408767.999081,3791067.313240554,6219657271.39813,4294969.757131444,6133701581.729287,5387177.881174232,6046593948.683137,10339373.588078544,11273150851.318823,5398811.1332279965,5822117561.753358,5916051.802285311,5735406499.782956,9595701.057306232,5521218884.227263,21759036.42865666,4938369575.350477,108084229205.01987,0.0 
July,7197788.351155722,17656386569.09324,8412873.367853241,9163330736.083681,4380436.014118777,7632111207.164139,3814445.832039428,7518968758.487108,3793570.6540284334,7436455220.111364,8524660.073594116,13925147951.499563,4615604.27729701,7204126726.377672,4276740.044922102,7133928444.23958,4991689.635798269,6972047624.510257,7649785.041044494,6761146489.658007,127189209665.81354,0.0 
August,9451137.79001047,17081881439.843485,7636791.260954226,8980769010.469568,3920700.0525560933,7567164921.363366,4088767.384489135,7465409255.900456,4803592.009584917,7363345759.08369,10822379.237309843,13847373203.296165,5441056.29585367,7151278345.1693115,5482557.178627375,7073854209.027636,4959696.260777671,6919618544.8375225,8995495.655698217,6646066905.886579,122685538629.03526,0.0 
September,24280642.909636922,13551153992.67396,11560211.75098391,7188469423.131402,10010585.61830481,5884309128.821271,10312872.302830284,5785876038.494954,11356852.354287786,5701038265.495507,22091224.393553544,10625024289.788801,11801912.060401876,5452371951.910275,12775155.45949035,5372640224.849098,14500075.299488885,5170961797.794533,24480782.503051866,4712058904.334726,102885020925.51509,11675103.211487364 
October,169839361.16411674,9984571164.94297,26805249.5397556,5110116926.857179,42497852.91020591,4209696169.1078877,57704740.55308482,4103353854.2065396,66661729.41112016,4033677964.8767753,140247783.02731046,7401250111.5005045,75669028.73468708,3750791635.7223134,79685852.08363084,3673723860.117294,103459091.93873261,3471969404.398403,442869195.7050074,2897413901.8649774,92960774773.15756,6940874281.2674265 
