Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,16811626.331326287,4976689.3961251145,16811626.331326287,6176130.312774766 
 01/01  02:00:00,,,9911909.80300574,4557760.2518362235,9911909.80300574,309872.4771012495 
 01/01  03:00:00,,,11016815.704420924,4554092.486734382,11016815.704420926,1362186.869324802 
 01/01  04:00:00,,,11481388.740667742,4516569.735663782,11481388.740667742,1869442.5161308004 
 01/01  05:00:00,,,11738468.554972108,4629137.988875582,11738468.554972108,1589190.1354616648 
 01/01  06:00:00,,,16295301.441723375,4891797.246369782,16295301.441723375,6137696.631056187 
 01/01  07:00:00,,,19815567.591233443,5497077.656882489,19815567.591233443,6235656.161614308 
 01/01  08:00:00,,,19339112.62344382,5660119.861020513,19339112.62344382,6535678.613662539 
 01/01  09:00:00,,,15547128.975918837,5956315.296379234,15547128.975918837,6545750.014050974 
 01/01  10:00:00,,,15347251.462269325,5993034.1887312755,15347251.462269325,6289726.7974963775 
 01/01  11:00:00,,,15896526.447608773,6596732.995891996,15896526.447608773,6230558.477425081 
 01/01  12:00:00,,,19969153.26247491,10398974.213427164,19969153.26247491,6178380.724005879 
 01/01  13:00:00,,,16525897.431310028,6634400.6779275285,16525897.43131003,6310309.930563375 
 01/01  14:00:00,,,15902555.043836173,6559065.313856464,15902555.04383617,6257667.037574105 
 01/01  15:00:00,,,15679587.4788749,6483729.9497854,15679587.478874901,6095596.871645356 
 01/01  16:00:00,,,15669159.681010615,6483729.9497854,15669159.681010615,6099319.535292246 
 01/01  17:00:00,,,17527911.5853856,6716564.018630616,17527911.5853856,6202134.510889931 
 01/01  18:00:00,,,21267519.608363908,7055281.114928035,21267519.608363908,6306995.091692143 
 01/01  19:00:00,,,21320206.383317325,6979945.750856969,21320206.38331732,6440966.2580478955 
 01/01  20:00:00,,,21711748.362339035,6904610.386785905,21711748.36233903,6533866.548353037 
 01/01  21:00:00,,,21688275.773175824,6829275.022714841,21688275.773175824,6612273.026297985 
 01/01  22:00:00,,,21214705.691501554,6753939.6586437775,21214705.69150155,6419493.497520961 
 01/01  23:00:00,,,20145529.01589991,6096230.684483265,20145529.01589991,6294502.603876698 
 01/01  24:00:00,,,23481387.566241466,8922031.064935338,23481387.566241466,6334221.108353354 
 01/02  01:00:00,,,17047427.281327985,4801670.376663824,17047427.281327985,6203767.776133335 
 01/02  02:00:00,,,9953293.018687535,4557760.2518362235,9953293.018687535,358217.1509604842 
 01/02  03:00:00,,,10200045.582185984,4554092.486734382,10200045.582185984,536983.3587829826 
 01/02  04:00:00,,,11175925.413855778,4516569.735663782,11175925.413855776,1563744.8887579497 
 01/02  05:00:00,,,11736648.250128701,4629137.988875582,11736648.250128701,1604948.6477789406 
 01/02  06:00:00,,,16603453.33627831,5188160.929695579,16603453.336278308,6149218.835804477 
 01/02  07:00:00,,,20281968.17672672,5928185.563243739,20281968.176726718,6260517.543389222 
 01/02  08:00:00,,,19629931.322803147,5970592.269797177,19629931.322803147,6507004.867581902 
 01/02  09:00:00,,,15706660.388137333,6179214.922510116,15706660.388137331,6474691.828796651 
 01/02  10:00:00,,,15721957.974106204,6200704.458827431,15721957.974106202,6448678.235230242 
 01/02  11:00:00,,,16353846.518801128,7012081.222583951,16353846.51880113,6256935.633565857 
 01/02  12:00:00,,,20553174.044177104,10814322.440119117,20553174.044177104,6340751.574606383 
 01/02  13:00:00,,,17198130.643774197,7049748.904619483,17198130.643774197,6541614.516372163 
 01/02  14:00:00,,,16502806.774215348,6974413.54054842,16502806.774215344,6430093.841911465 
 01/02  15:00:00,,,16229099.549001839,6899078.176477356,16229099.549001837,6216305.8156903805 
 01/02  16:00:00,,,16147564.331112325,6899078.176477356,16147564.331112325,6148539.172425113 
 01/02  17:00:00,,,18437290.584174912,7560705.453341724,18437290.584174916,6244161.172528639 
 01/02  18:00:00,,,22362076.264378663,8011444.676613919,22362076.26437866,6424811.891713813 
 01/02  19:00:00,,,22527333.270129673,7936109.312542856,22527333.270129673,6671861.529612297 
 01/02  20:00:00,,,22856474.41193817,7860773.948471792,22856474.411938168,6699412.986284696 
 01/02  21:00:00,,,22787992.439437386,7785438.584400727,22787992.439437386,6734365.209201342 
 01/02  22:00:00,,,22314215.047071256,7710103.220329664,22314215.047071252,6542121.925110393 
 01/02  23:00:00,,,20290992.348128084,6096230.684483265,20290992.348128084,6444203.073788764 
 01/02  24:00:00,,,23546170.475926578,8922031.064935338,23546170.475926578,6401321.896771866 
 01/03  01:00:00,,,17121013.081753895,4801670.376663824,17121013.081753895,6277951.42497723 
 01/03  02:00:00,,,9970916.78795093,4557760.2518362235,9970916.78795093,376238.71297333075 
 01/03  03:00:00,,,11075894.862101654,4554092.486734382,11075894.862101654,1421253.030791086 
 01/03  04:00:00,,,11175680.387441514,4516569.735663782,11175680.387441514,1566848.7147516184 
 01/03  05:00:00,,,13509250.451870607,4629137.988875582,13509250.451870607,1781412.729905283 
 01/03  06:00:00,,,18041617.541799363,5188160.929695579,18041617.54179936,6321963.137037562 
 01/03  07:00:00,,,21102155.060816813,5928185.563243739,21102155.060816806,6485818.607191047 
 01/03  08:00:00,,,19915021.03479208,5970553.478319649,19915021.03479208,6808307.701654313 
 01/03  09:00:00,,,16020338.04593622,6179038.85344737,16020338.04593622,6805849.378945753 
 01/03  10:00:00,,,16114741.085644607,6200704.458827431,16114741.085644607,6861547.722297599 
 01/03  11:00:00,,,16714667.912042562,7012081.222583951,16714667.912042562,6640405.083589062 
