Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,18922096709.195717,2419664.00328852,7292197831.2990675,17841495.309771135,8079896074.676452,16511727.010887202,8148986488.91347,4805033.919721244,8306274021.383061,10818739.153210985,15667724633.018717,13244656.758186894,8290930456.701253,5732917.195731989,8324250949.778454,7350910.657196205,8782225171.249828,431001.7481191339,14189534733.809109,0.0,72733520783.08952,478320860698.65533 
February,12487346815.959929,272687770.79842526,4563781505.343504,192325974.89084017,5211856647.126339,141495013.76957867,5287649439.743636,139429091.73202512,5399713584.912165,128345868.16929609,10179125275.444582,247168510.1508781,5387574401.400214,134931078.43399492,5409277774.5219145,127314670.19860421,5794803333.750516,92587463.28851496,10070993753.246338,21359358.0965151,64033438377.05505,340050381436.0427 
March,8292999450.328619,633225539.893039,2754573841.566773,372857823.6048776,3338888394.054437,273528132.5242904,3460119641.580582,271834320.91289145,3567078064.168786,255574776.1827934,6693661762.132194,505044610.9850313,3542090383.869234,256613449.45359787,3608549112.888449,250394152.00359538,3924895933.5708437,193169025.81267345,7434489436.152774,29760251.9004774,69441054442.14288,272395709419.7071 
April,3538845076.7864227,2825621233.969559,991082088.1277558,1319836626.738174,1297395952.3727849,1157291673.8522618,1407235913.5359747,1112716132.518975,1477460357.1898103,1068531751.1954803,2892398392.0257897,2164759811.292346,1496958139.8973618,1094189666.7165692,1545227632.5734074,1071569447.8965011,1719200857.1984985,959695557.3418154,3749875076.143887,635360842.8573284,63753239177.318695,130483658614.10655 
May,766436184.5826523,5748931104.568474,91753659.10838805,2622520844.3109345,179668479.21451056,2352170244.985121,213890321.56954134,2272699160.489586,248366045.51114708,2215047427.182672,503997362.1108774,4188714347.8644395,259817860.05979994,2135876755.8216732,272889789.761754,2083780727.9621263,344813896.26356316,1915043400.2166305,1131911858.1060262,1520043045.7781844,64765220750.89508,27999443970.343197 
June,53853746.4714922,8339120344.994768,22353044.713468857,3996724954.629607,21775449.825518914,3506615121.2933292,22439631.624583293,3443005568.607768,23504592.184511304,3396216550.3873973,44764960.78383473,6309477272.182208,24543851.057261474,3243845978.585235,24948549.760994185,3157968619.2539716,27583380.625833895,2936267369.8863873,43180168.59295484,2716913239.9935045,66504232814.23639,333469918.83279544 
July,32020924.574234672,10470703545.510202,10337916.046006894,5366342604.393767,9594346.535556778,4442006871.054613,10333660.353396624,4370374061.742739,11481195.853030479,4299488670.674292,21459397.366921525,8138648962.065102,12048635.820141459,4209726274.498318,12748586.611168394,4136306285.580394,16473850.885872599,3935989429.776436,24453977.081932046,3803944009.5612736,77517958248.72194,323187911.0994594 
August,38469314.985173024,10634801781.16424,18500121.58955008,5177348245.411893,16389719.48862589,4457550605.035767,17153923.549309816,4399055631.941212,17884621.266401093,4350473701.722353,33966797.09225899,8135582354.995612,18394535.159266323,4208257023.893816,18710804.220389344,4142603446.693988,21110872.04598008,3975022757.3370724,24394613.668470934,3917108034.4651074,76859277977.62004,8898987.479623366 
September,147436678.92494676,7571259087.923155,32053257.647636946,3317830321.0567775,37255007.51158599,3032389557.9294014,39533390.686757885,2929194750.787015,44944722.03390705,2869302659.527363,74637019.77734298,5355805503.532549,41046033.55471814,2756204454.154092,41753653.88264326,2694689987.291248,57406441.12022315,2525782991.0403643,278869400.3581114,2237532436.701085,64475517092.80331,15027211274.675566 
October,1906407503.3234031,3955243946.131217,451435754.1005444,1760392254.2445567,715675317.6614566,1518665790.9442534,812738379.9982187,1445128922.448067,865823396.1733192,1379639282.5382254,1682640449.5676844,2715820520.796039,900507898.810768,1386577319.444136,914068021.0293849,1347857311.7481751,1054823381.5139729,1233254394.8542986,2413608241.687045,914845123.3248665,66997428329.7632,104618140533.41437 
