Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,23291922.405079402,11369643.23351475,23291922.4050794,6228339.064457278 
 01/01  02:00:00,,,16080064.058926445,9450361.183053706,16080064.058926445,1517630.7071619008 
 01/01  03:00:00,,,16228764.023649272,9284673.139101181,16228764.023649268,1794418.8531099837 
 01/01  04:00:00,,,15956693.27506524,9201442.170574982,15956693.275065238,1576376.62665416 
 01/01  05:00:00,,,16823824.363597,9451135.076153582,16823824.363597,1803809.739178006 
 01/01  06:00:00,,,21452315.497200392,10033751.855836982,21452315.49720039,6114437.355521296 
 01/01  07:00:00,,,27146672.49361308,12764320.560268316,27146672.49361307,6262249.993523263 
 01/01  08:00:00,,,27025147.199566305,13365171.386534505,27025147.1995663,6479668.894815093 
 01/01  09:00:00,,,23718715.577812083,14149524.3977923,23718715.577812083,6487101.820365141 
 01/01  10:00:00,,,23478029.730783787,14084803.289447311,23478029.730783787,6292035.571028609 
 01/01  11:00:00,,,25269367.614394344,15931835.955977844,25269367.61439434,6231837.156846424 
 01/01  12:00:00,,,29456314.452016853,19871731.46743371,29456314.45201685,6160218.317849032 
 01/01  13:00:00,,,25898163.934021592,16015388.40265361,25898163.934021585,6257419.309804964 
 01/01  14:00:00,,,25179263.354417875,15848283.509302082,25179263.354417868,6208330.469237456 
 01/01  15:00:00,,,24902329.62589392,15681178.615950555,24902329.62589392,6084071.3434150815 
 01/01  16:00:00,,,24909465.385261685,15681178.615950555,24909465.385261677,6105406.459745113 
 01/01  17:00:00,,,27349584.2827205,16518535.784360662,27349584.28272049,6185175.422382357 
 01/01  18:00:00,,,32032400.167026702,17827131.468812678,32032400.1670267,6263396.547458931 
 01/01  19:00:00,,,31969380.328706093,17660026.575461153,31969380.328706093,6373305.87739794 
 01/01  20:00:00,,,32251482.07021496,17492921.68210962,32251482.07021495,6445029.995252049 
 01/01  21:00:00,,,32115480.64283441,17325816.788758095,32115480.642834406,6502803.942578398 
 01/01  22:00:00,,,31601777.415918555,17158711.895406567,31601777.415918544,6364531.452519052 
 01/01  23:00:00,,,29331080.294183612,15257188.346333597,29331080.29418361,6284152.851564841 
 01/01  24:00:00,,,30735376.415505674,16145883.314531408,30735376.41550567,6331085.49403946 
 01/02  01:00:00,,,23117680.652496047,10779151.648422208,23117680.652496047,6255771.236147263 
 01/02  02:00:00,,,16065937.412269525,9450361.183053706,16065937.412269523,1506694.304754618 
 01/02  03:00:00,,,16186533.020651443,9284673.139101181,16186533.020651443,1755963.416246183 
 01/02  04:00:00,,,15949412.156402085,9201442.170574982,15949412.156402085,1578240.4494693265 
 01/02  05:00:00,,,16826177.488936067,9451135.076153582,16826177.488936067,1812921.931239078 
 01/02  06:00:00,,,23129355.902824413,11717103.724935815,23129355.90282441,6120380.786369105 
 01/02  07:00:00,,,28850733.807522625,14441783.871448565,28850733.80752262,6278389.558992442 
 01/02  08:00:00,,,28133928.772824083,14483360.430312442,28133928.77282408,6461231.121738589 
 01/02  09:00:00,,,24445431.454471927,14927090.800716603,24445431.454471923,6428529.981273138 
