Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,7229259043.790249,1273206289.638111,2181101564.707432,700631522.9249463,2927989303.614584,556526390.0519743,3134640037.382285,542309194.5699065,3261725030.613123,501612641.5778849,6350940687.970397,817856731.5856501,3404543302.0746717,434961434.9675642,3456517605.6794624,418056660.8407771,3816476535.8413653,334225998.14160764,7650585184.040142,31233462.54199875,90312053066.63177,159889457904.3151 
February,7089270329.015086,988523947.7441162,2184157166.175855,543320082.5580423,2883839927.822761,431028414.5484953,3051836457.274418,417720362.4138063,3143753099.6465473,385023378.6337557,6107764297.956821,636598441.0155377,3280893409.8190503,334875819.0459831,3321341465.2167654,317736707.43914914,3685096988.223042,256090380.49202922,7371920880.334498,12284248.71629611,81366789202.63127,157865254880.80255 
March,3996752055.142967,3605426694.179408,927717745.1957741,1774924836.3074336,1343166378.1515698,1551920633.4692464,1492014057.9414139,1503981651.4473271,1544548085.4699993,1447553063.4539716,3057426775.008458,2639199106.115661,1636492644.713063,1325543359.7929618,1677042656.2944157,1290976178.220853,1960093116.9542563,1169130782.3545027,4780081445.784168,625905442.4684426,88985720525.793,94613521920.01237 
April,1206135908.797621,5590510269.164261,105966176.68835935,2862474018.6842585,210796536.874147,2393416855.7035475,284828651.2013887,2303053036.834563,332223148.9576886,2233565569.9721394,728857804.7987527,4092247383.4639664,402595306.20256424,2038703961.8668494,414098213.7436385,1980718284.1067913,561368483.0022066,1803989320.0503557,2134479774.1044075,1165931376.1948025,83407018147.01358,35427653775.593575 
May,100763082.18932141,9248844499.240324,24568916.46532068,5018986097.919565,25816523.08341821,4077876274.791111,26814248.191559136,3978924470.422786,27869952.676369496,3895286111.532116,52517615.01505626,7110640295.633314,29106814.688202076,3601706970.166962,29626537.40151315,3502401637.934273,43573159.58795058,3183856735.7184896,320121221.27141273,2488708419.6989455,91819811406.89386,2059777840.8323472 
June,21313543.594694093,12500509117.208141,6277039.017348074,6863238889.764569,5467131.656236551,5608847072.253187,6478319.333411475,5524132438.596053,6983708.8771353075,5451920956.458001,13993260.021922778,10108142732.131252,8442598.32520252,5198564274.823116,9651268.069627713,5121990448.836062,13840112.473208841,4859118338.662504,22688834.487053584,4195511854.909917,103509744848.29283,0.0 
July,7258601.112527605,16075089531.648676,6354891.262489436,8447918225.067536,2880485.2909462536,6935400168.208416,3187042.7567580636,6839480942.850861,3182942.747091632,6752367924.6622715,7077729.568077185,12585693849.69622,3510659.4519408913,6505263542.159705,3956033.855969171,6446546144.83504,4200477.249839799,6256493315.617658,10979652.135395348,5894719577.392311,121252266258.12456,0.0 
August,8333038.43686018,15385946487.506529,7143282.444098611,8159012846.437028,3881397.474916977,6798823829.449892,4420794.606897844,6691004873.939078,4012888.3972784365,6624065942.543192,10310917.974319896,12340877766.140251,4924697.002473407,6374395918.961775,4934191.853573989,6304479181.053918,5246006.347727668,6134537502.85671,14816553.460504534,5742013190.689411,116586508634.49426,0.0 
September,26423066.157711267,12180250798.798193,12369225.774716254,6449377413.376382,10384439.435361098,5239980264.485474,10915295.98172343,5136891854.7051115,11075166.517113855,5059003531.878131,23723029.89778166,9361167115.957111,13751513.638014173,4786793349.947257,14226742.263587171,4711058687.796228,16714523.253843233,4498225813.178166,38196898.21892176,4026230594.235727,98417002401.82031,54445473.89711547 
October,218747299.03837284,9047951384.678257,28891671.396457803,4474641756.491763,53944619.539919965,3782349111.0918336,74172268.94852304,3671306875.695589,84555492.99585804,3588664996.471531,178765301.3326359,6561134380.707145,96134464.0165605,3311289791.660083,97598884.09196828,3236772801.8791904,129717376.89269754,3040869390.151164,618558163.9530984,2464090616.0554504,90430657197.23917,10680722113.415825 
