Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,17426275.156326126,14421677834.439278,9741380.364447184,7637612286.578882,8471612.83144033,6277735842.546872,9164095.25169329,6162319867.21886,10029171.726968762,6068926362.0590725,16311811.08019047,11581479218.06299,9015741.516182503,5957906202.705973,9214224.501899745,5887345677.564856,11938126.399034647,5659374983.518143,16923027.800912537,5089705302.578319,107846316888.46281,38744020.383531354 
February,12263425.754997322,13458095184.029106,6745234.037277383,7180665097.531056,4850146.32833862,5895244186.887153,5023692.814200168,5798755099.754788,6075557.368035025,5708168832.215179,8801023.751851752,10968554682.80073,5290395.802067114,5657365458.677894,5781780.372487929,5585934021.888262,7322019.626461194,5361491631.811981,13780794.199544577,4850712166.010245,98933132867.00896,0.0 
March,23266657.565149866,14148923562.886965,11412236.996941289,7618191907.595479,9096576.199160302,6278707058.654971,9258638.372351224,6180344081.193681,10562212.550305285,6109014665.653301,21085625.36399739,11674667263.749361,11308597.54296569,6017198571.690375,11497834.997284697,5951403084.4030895,11829853.572901595,5692883343.589116,15817861.032428222,5062238405.155974,109895478321.1109,193815.95180906553 
April,14002688.45012064,15386538363.937399,6682031.953112885,8066564108.438533,5232775.409566141,6652632569.716071,5464606.653284355,6544544386.960791,6009398.849592388,6451185266.934965,11917814.929977687,12325655969.910606,6261145.681749279,6381860506.447363,6193811.564843249,6324729220.586252,7789497.558782769,6143983129.967572,9930192.389983892,5784689024.555487,112934960267.58842,0.0 
May,7519205.491664157,16397302965.465302,6512910.383424836,8567444886.180528,4202194.590290329,7101320598.93216,4070592.9056914365,6986310624.179953,5024251.836158334,6904509285.612616,8851502.21372659,13159196409.417547,3907077.485593143,6827725297.996131,3302227.4351281966,6767916108.208922,5526341.8539318135,6600142081.379553,6142209.567526192,6430554651.849077,125958308742.8261,0.0 
June,3731672.850800542,17762693047.67092,6033094.401264949,9070557684.926167,2483575.4574338505,7649843946.3091755,2685814.6867528292,7535499984.210467,2919328.5592169864,7445267714.754581,4535068.754039882,14232778380.529568,2558368.348083987,7379225701.301654,2368574.3420401393,7319407038.295539,2577923.7044651806,7199770225.789326,4694783.390019623,7429342569.443112,130010467437.45073,0.0 
July,3551832.957180088,19541044994.713543,7321456.529157854,9792171235.767601,1974540.4875742,8187999776.1056385,2918748.336696624,8049844809.691244,2532832.170547234,7958290379.926739,5347608.354094893,15193490371.755539,2463494.524293947,7878929818.905391,1906178.4916568645,7818637310.924177,2749281.6123361224,7727335031.393453,3308981.820289417,8252736202.19933,138952492535.41364,0.0 
August,3150341.139670324,20372228732.933304,7494392.201316905,10068460413.174414,2560182.8998852544,8597835950.503769,2877184.6731079672,8471673501.782842,2740454.1023482047,8385335859.27687,2657072.645371967,16074258823.713215,1262528.3299531955,8322571377.317261,1476414.1277884413,8255225032.478173,1541425.0395002603,8182855776.914174,1806143.7036554632,8863911259.475065,140820813514.31268,0.0 
September,2414895.0889172484,19606048279.67424,7110960.98982035,9730985800.051514,2821917.7909355005,8193396362.299677,2489480.9646663214,8063405845.055254,3196582.5134902983,7983265979.935281,3525852.7398122726,15288918097.395359,1884315.1093968279,7914189707.471253,2260820.312143876,7850432559.5647955,1901103.709910977,7774117623.193011,2402638.0760470205,8426480706.631433,133964692545.63425,0.0 
October,4566689.426118958,19711865182.632935,6153023.616577067,9835209013.204021,2814517.910123137,8220643004.794369,2436150.6277952166,8091026501.217574,2544100.561057629,8003559250.788091,7857530.987231248,15318736494.37007,3749353.7407493545,7924696856.752764,3611691.7646129644,7858660438.0007925,3186650.172336186,7767283384.024901,3430820.086251084,8289277428.355799,129912153409.22096,0.0 
November,4384517.851085132,17385944582.336964,5306664.85973867,8881719974.767792,2831596.940363622,7371824270.470261,3590868.046108476,7282954232.923056,3433502.9990198473,7199404851.338604,4963705.058518247,13762730931.28874,2634323.394421765,7123460378.233679,2122476.6396217444,7069103410.044596,2798599.4429054004,6949648272.237265,3428976.6845945613,7015317898.453602,116073740082.1985,0.0 
December,7422606.372808355,15528855330.829786,6250940.584498633,8195355142.913504,4057269.7723225616,6688889806.490988,4108070.6726710806,6587251968.277567,4432984.058260694,6496964465.450689,10286314.87176172,12415026217.69122,4859544.196067082,6426571590.975016,4765336.493964922,6357000182.185027,4449129.566557826,6175860456.944766,10487868.027674694,5695662342.947209,108412774140.01128,0.0 
