Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,25032997.801643964,12966390.651958099,25032997.801643956,6372656.954478812 
 01/01  02:00:00,,,20739532.30468544,12056845.847863462,20739532.304685436,3555134.3999438155 
 01/01  03:00:00,,,20810723.672765795,12066163.80388038,20810723.672765795,3581916.6751209446 
 01/01  04:00:00,,,20791781.976629786,11956057.28042778,20791781.976629786,3637907.9536742736 
 01/01  05:00:00,,,21745085.131496403,12286376.850785581,21745085.1314964,3876542.2844894943 
 01/01  06:00:00,,,24695807.210033227,13057122.514953779,24695807.210033227,6333582.280870011 
 01/01  07:00:00,,,28947943.328315917,14334611.806527387,28947943.32831591,6492921.857604418 
 01/01  08:00:00,,,28940784.038087606,14742035.097119164,28940784.038087595,7018191.108374977 
 01/01  09:00:00,,,25467871.93047594,15354023.912303213,25467871.93047593,7031391.132586673 
 01/01  10:00:00,,,25247399.23194729,15544724.842059586,25247399.23194728,6600834.251775755 
 01/01  11:00:00,,,26429475.555112276,16803638.707801253,26429475.555112273,6519236.844055961 
 01/01  12:00:00,,,30760661.921173763,20824472.30310854,30760661.92117376,6511012.58850267 
 01/01  13:00:00,,,27286146.855835415,16914170.515760828,27286146.855835415,6745812.512802305 
 01/01  14:00:00,,,26499151.054802574,16693106.89984168,26499151.054802567,6682811.066895761 
 01/01  15:00:00,,,26020907.891551208,16472043.28392254,26020907.8915512,6411155.981617985 
 01/01  16:00:00,,,25957151.84732796,16472043.28392254,25957151.84732795,6361537.245465184 
 01/01  17:00:00,,,28217527.30849214,17052998.593281273,28217527.30849213,6517836.030818585 
 01/01  18:00:00,,,32300830.16251311,17674394.811541002,32300830.162513103,6683698.020884779 
 01/01  19:00:00,,,32280447.82249489,17453331.19562186,32280447.822494887,6890461.341740096 
 01/01  20:00:00,,,32526084.44144885,17232267.579702713,32526084.441448852,6979872.848839467 
 01/01  21:00:00,,,32268812.84169948,17011203.96378357,32268812.84169948,6968236.173419926 
 01/01  22:00:00,,,31746381.666832156,16790140.347864427,31746381.666832153,6872906.705874768 
 01/01  23:00:00,,,29649636.833850145,15238279.907154456,29649636.83385014,6621403.221229357 
 01/01  24:00:00,,,32076298.577810507,17150120.057866313,32076298.5778105,6667655.487711562 
 01/02  01:00:00,,,25166170.219584998,12672171.062015373,25166170.219584998,6411422.941306712 
 01/02  02:00:00,,,20588053.74455561,12056845.847863462,20588053.74455561,3406886.31553906 
 01/02  03:00:00,,,20782933.805327497,12066163.80388038,20782933.80532749,3557547.046977883 
 01/02  04:00:00,,,20631255.94169237,11956057.28042778,20631255.941692367,3486106.574900599 
 01/02  05:00:00,,,21366446.57133051,12286376.850785581,21366446.571330506,3503628.14283547 
 01/02  06:00:00,,,25404422.972496316,13754174.505834779,25404422.972496316,6357171.288503582 
 01/02  07:00:00,,,29785746.915244073,15123303.552513106,29785746.915244065,6531524.673732065 
 01/02  08:00:00,,,29426670.63894995,15284034.963375539,29426670.638949946,6952890.3481677575 
 01/02  09:00:00,,,25741781.19123666,15735261.601471528,25741781.191236656,6916285.235312387 
 01/02  10:00:00,,,25884374.461906895,15897834.016239883,25884374.461906888,6876663.191958511 
 01/02  11:00:00,,,27186079.635703873,17509871.17651664,27186079.63570387,6553953.880552368 
 01/02  12:00:00,,,31748279.356634833,21530704.771823928,31748279.35663483,6786182.915328016 
 01/02  13:00:00,,,28171182.835075974,17620402.984476212,28171182.835075963,6895454.361031694 
 01/02  14:00:00,,,27393012.69083342,17399339.36855707,27393012.69083341,6856785.556694968 
 01/02  15:00:00,,,26946103.56029643,17178275.752637926,26946103.56029642,6615607.016869033 
 01/02  16:00:00,,,26748327.431166835,17178275.752637926,26748327.43116683,6432534.611584676 
 01/02  17:00:00,,,29767456.87751149,18519077.795247033,29767456.877511486,6578217.483074275 
 01/02  18:00:00,,,34181080.38224586,19345734.98838574,34181080.38224586,6871850.285121496 
 01/02  19:00:00,,,34058755.154030815,19124671.372466598,34058755.154030815,6974685.757531417 
 01/02  20:00:00,,,34224567.380336925,18903607.756547455,34224567.38033692,6984014.962090151 
 01/02  21:00:00,,,33975565.60344921,18682544.140628308,33975565.6034492,6984248.858490215 
 01/02  22:00:00,,,33570578.395914115,18461480.524709165,33570578.3959141,7003633.426512644 
 01/02  23:00:00,,,29902324.494785,15238279.907154456,29902324.494784992,6877083.40190572 
 01/02  24:00:00,,,32182192.44296513,17150120.057866313,32182192.442965128,6775668.308610122 
 01/03  01:00:00,,,25270917.18520639,12672171.062015373,25270917.185206387,6516469.841116654 
 01/03  02:00:00,,,20604230.153056104,12056845.847863462,20604230.153056104,3425974.921673813 
 01/03  03:00:00,,,20794622.512219712,12066163.80388038,20794622.51221971,3566396.2443658225 
 01/03  04:00:00,,,20810261.8110846,11956057.28042778,20810261.8110846,3664026.363738552 
 01/03  05:00:00,,,23258166.516940005,12286376.850785581,23258166.516940005,3764354.2354766233 
 01/03  06:00:00,,,26896723.25683844,13754174.505834779,26896723.256838433,6595154.355708775 
 01/03  07:00:00,,,30687382.781099435,15123303.552513106,30687382.781099427,6831641.423111935 
 01/03  08:00:00,,,29656766.8120415,15283963.885886814,29656766.812041495,7197702.4966380615 
 01/03  09:00:00,,,25993718.81197882,15734939.018409654,25993718.811978817,7184767.663560517 
 01/03  10:00:00,,,26206642.07215961,15897834.016239883,26206642.072159603,7218376.1016335 
 01/03  11:00:00,,,27704589.22507349,17509871.17651664,27704589.22507348,7094497.769378287 
 01/03  12:00:00,,,32030007.154879723,21530704.771823928,32030007.15487971,7084892.541232415 
 01/03  13:00:00,,,28363820.731249683,17620402.984476212,28363820.731249683,7107448.067978457 
 01/03  14:00:00,,,27596213.340781905,17399339.36855707,27596213.340781897,7083745.107168289 
 01/03  15:00:00,,,27417361.64201381,17178275.752637926,27417361.642013807,7105371.160049606 
 01/03  16:00:00,,,27487672.67441648,17209981.41881905,27487672.674416468,7162573.179527116 
 01/03  17:00:00,,,30409234.758763053,18546954.954041433,30409234.758763045,7221345.821490159 
 01/03  18:00:00,,,34527044.38320562,19345734.98838574,34527044.38320562,7245809.998470992 
 01/03  19:00:00,,,34322431.47687265,19124671.372466598,34322431.476872645,7265312.887504692 
 01/03  20:00:00,,,34131573.196613126,18903607.756547455,34131573.19661312,7296256.838182332 
 01/03  21:00:00,,,33897705.02112866,18682544.140628308,33897705.02112866,7283693.417096373 
 01/03  22:00:00,,,33590651.2253228,18461480.524709165,33590651.22532278,7318077.359523174 
