Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,42477614.63815808,27781453.628377628,42477614.63815807,9082495.615847781 
 01/01  02:00:00,,,35654050.77711284,26409708.143121306,35654050.77711285,4133013.6131322505 
 01/01  03:00:00,,,35260406.5552341,26512757.09961498,35260406.5552341,3578656.1339959847 
 01/01  04:00:00,,,35880441.935557954,26263063.47758418,35880441.93555795,4396993.087276684 
 01/01  05:00:00,,,36274295.258090734,27012144.343676582,36274295.25809073,3673862.4348275284 
 01/01  06:00:00,,,43332595.300398506,28759999.697892178,43332595.300398506,9282749.643132824 
 01/01  07:00:00,,,48318605.533869594,30642646.054275535,48318605.533869594,9646013.194087481 
 01/01  08:00:00,,,49310459.019515835,31467262.528478064,49310459.01951583,9937420.741387453 
 01/01  09:00:00,,,46517685.836597264,32808528.522366207,46517685.83659725,9904512.978796 
 01/01  10:00:00,,,45734757.43040888,33074750.835473172,45734757.43040888,9663087.957489602 
 01/01  11:00:00,,,47619236.268124156,35258116.7569698,47619236.26812415,9363604.92085764 
 01/01  12:00:00,,,52292123.05486368,39699329.1061387,52292123.05486368,9264099.605351768 
 01/01  13:00:00,,,48475689.46028457,35508774.81621658,48475689.46028457,9462471.123380858 
 01/01  14:00:00,,,47369345.509627536,35007458.69772303,47369345.50962752,9348934.898040019 
 01/01  15:00:00,,,46390871.26135843,34506142.579229474,46390871.26135841,8857080.189115535 
 01/01  16:00:00,,,46225390.18378713,34506142.579229474,46225390.18378712,8706297.301449776 
 01/01  17:00:00,,,51280405.18465077,36098374.49415533,51280405.18465077,9003023.406652283 
 01/01  18:00:00,,,53580650.00426468,36446035.0729652,53580650.00426468,9308767.005147465 
 01/01  19:00:00,,,53302907.2073703,35944718.95447164,53302907.2073703,9532866.244551651 
 01/01  20:00:00,,,53216453.88809788,35443402.83597809,53216453.88809788,9573296.17029959 
 01/01  21:00:00,,,52717644.70025765,34942086.717484534,52717644.70025765,9599500.596072193 
 01/01  22:00:00,,,52073660.393290564,34440770.598990984,52073660.39329055,9653753.124077905 
 01/01  23:00:00,,,48495048.41902406,31444363.25527565,48495048.41902405,9349889.476280082 
 01/01  24:00:00,,,49613390.24786668,32148603.988945317,49613390.247866675,9281443.800059082 
 01/02  01:00:00,,,42193805.821552604,27395518.404485684,42193805.8215526,8798290.70622766 
 01/02  02:00:00,,,35264991.47207326,26409708.143121306,35264991.47207326,3741688.1047890205 
 01/02  03:00:00,,,35213723.82363719,26512757.09961498,35213723.82363719,3528704.354995274 
 01/02  04:00:00,,,36009745.81588712,26263063.47758418,36009745.81588712,4519467.997168558 
 01/02  05:00:00,,,36339597.32879576,27012144.343676582,36339597.32879576,3734468.8554318463 
 01/02  06:00:00,,,43767109.299778536,29769231.706746157,43767109.299778536,8707894.424005512 
 01/02  07:00:00,,,48477381.32357873,31706470.951123632,48477381.32357872,8732471.049561813 
 01/02  08:00:00,,,49467129.53180791,32207787.069617182,49467129.53180791,9344925.028506149 
 01/02  09:00:00,,,46552797.51275872,33350335.103838444,46552797.51275872,9389445.942202251 
 01/02  10:00:00,,,45738105.00634653,33539764.015104793,45738105.006346524,9193222.717659527 
 01/02  11:00:00,,,47747013.87491673,36188162.18694253,47747013.87491672,8545018.312065879 
 01/02  12:00:00,,,52651201.000895366,40629374.53611143,52651201.00089535,8687850.879165864 
 01/02  13:00:00,,,48983656.695941284,36438820.2461893,48983656.69594127,9014664.9629388 
 01/02  14:00:00,,,47714072.343528874,35937504.127695754,47714072.343528874,8747048.903523747 
 01/02  15:00:00,,,46799657.3352402,35436188.009202205,46799657.33524019,8318823.7166353995 
 01/02  16:00:00,,,46627814.259798795,35436188.009202205,46627814.259798795,8161654.51101801 
 01/02  17:00:00,,,52872957.78586561,38289907.550002776,52872957.78586562,8379879.160894755 
 01/02  18:00:00,,,55307716.02279324,38667648.42702733,55307716.02279324,8790106.003953658 
 01/02  19:00:00,,,55215574.750897735,38166332.30853377,55215574.750897735,9199634.942656484 
 01/02  20:00:00,,,55081898.64168337,37665016.19004022,55081898.64168337,9192898.765055507 
 01/02  21:00:00,,,54489819.692746684,37163700.07154667,54489819.692746684,9126025.49402271 
 01/02  22:00:00,,,53409827.177070156,36662383.953053124,53409827.177070156,8744645.775063153 
 01/02  23:00:00,,,47606079.65356837,31444363.25527565,47606079.65356836,8460135.160170715 
 01/02  24:00:00,,,48666234.4248809,32148603.988945317,48666234.42488089,8334141.58585785 
