Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,7832299188.2635565,815572873.0983254,2618208340.281239,454319066.9099624,3412570217.3318143,325772307.8714774,3570008424.0065045,312725763.0418149,3655256811.584479,284339896.96084666,6821532903.944709,564629946.1276325,3612856212.016909,290629046.18311816,3651042315.438849,284677595.8608296,3973095731.940704,219642002.34123698,7528984371.6149435,26811143.294646394,77144049247.90956,212509438799.7692 
February,7784326846.453512,595214412.9983085,2650486208.497332,334670557.5948827,3393358768.327601,236953524.8162912,3512203710.4656587,224475447.5404629,3621910018.0918612,202603432.05807132,6687109811.456769,396893418.1366109,3569773753.7749166,206083761.57767525,3613893035.907774,202812236.54802543,3915124860.5283866,146835498.76268148,7345435995.686554,4802318.296281641,69482313719.25467,211118183673.14053 
March,4522576705.010907,2953644875.3558207,1259124370.2891746,1341429515.689878,1680272361.2513416,1193283652.2039769,1795188217.8950408,1157739272.2781389,1864198005.769614,1104627625.327167,3424225857.2009177,2232358667.783653,1849787670.1043277,1118429927.112835,1880614698.1019595,1097584796.1553528,2147447274.5132759,1003625282.1141838,4769697925.048997,592993401.6374093,75574534188.69615,133159413775.07722 
April,1432993931.2212577,4835295141.902419,195556498.2722334,2237236895.0861435,372633865.02777416,1954879210.836779,453865029.45988995,1879506501.4523106,492867039.02067566,1811603164.6616457,971923677.4435215,3649702087.091812,524462854.49084586,1817315009.853549,527755445.09415495,1779580438.494195,684661654.9649023,1638635563.6941404,2064139713.5232167,1129421156.0808148,70365161605.0977,57147899350.36346 
May,154651557.7033499,8222485206.457089,30609082.663282376,3903954630.4713526,31554635.16814506,3416935382.2156653,33730067.771576285,3311464112.185713,38677098.34917372,3237367722.4713182,73546355.58958115,6153245437.237043,37053042.721633606,3115341297.4418426,41960767.51733186,3036295324.3147397,65648441.376927055,2814278379.3245816,328426717.8961269,2353187975.2516823,75706570508.79326,5765749113.917065 
June,32208825.82202212,10844550026.209904,10862732.219080795,5750500333.699512,12209874.3664772,4712542918.456342,13120858.946161473,4644372532.406886,14313216.848062383,4574615397.731928,26591461.723102152,8799854687.606659,14052261.80524098,4513517592.925502,14899727.042812113,4452560169.08314,17197827.8042892,4208664897.642051,24318027.35876077,3857631425.4769154,83968263704.39929,0.0 
July,9956265.53170959,14100397885.23313,6738764.7325654775,7302515162.1387205,4927021.220091882,5971231121.306203,5064686.178236053,5878599929.249812,5186301.942805558,5804381418.102317,6819342.547916032,11212588212.807783,4740214.859622918,5789119818.366206,4349947.605354341,5735062076.455307,5445213.557956163,5555833001.250859,11399489.257709807,5416726412.483033,98407606935.24908,0.0 
August,12267617.779997313,13241958043.948519,6285249.2552890135,6920603163.881857,3851209.203476923,5707386451.171321,3835205.9391608275,5626775127.543689,4641331.515729658,5552706907.367463,11594187.298093542,10701014236.966318,5962564.6345735,5528191620.163889,6323567.415417693,5475498784.357163,8646965.35476467,5307704952.478798,17316052.729765706,5176683310.59853,93974897668.12349,0.0 
September,37938448.96683637,10819542899.331955,17184384.912654728,5266254847.255452,16965899.156478625,4426898616.984083,17503610.805649247,4338273557.870615,18230727.16428944,4279350155.639371,33861013.10934069,8137672140.916824,18582286.58819151,4151738657.6368484,18637262.50617836,4105416644.315545,20118087.29718601,3944103560.535492,33650508.79310062,3717239223.6922574,80013413303.12015,213223080.58086345 
October,271219499.28284323,8199079725.117267,41495180.30765834,3657966670.643734,77908140.62938304,3292371447.84095,94830893.07939541,3169723193.821664,112779000.623537,3096132715.031736,227700353.00950918,5967706562.1697645,117662431.41230023,3019779820.3810496,121589205.33299297,2964561574.997052,150324782.1366297,2803463099.1414127,573440231.0972382,2390925257.64505,75218748987.9291,20611816416.741245 
November,2248769568.248359,3486700691.707549,578232540.8227934,1516241791.7125034,897896475.149908,1253017339.756108,1011054790.4482355,1174870184.5338638,1068863240.2077543,1116970704.720645,1969861739.9953606,2228633960.6455216,1038894121.3075722,1116979278.074381,1058183038.9602685,1094228560.9448864,1246779945.7088203,1003482290.6708368,2770186656.1314716,600935690.2246672,72833052240.65375,98486203057.45149 
December,6625460053.778029,1562786123.6951237,2209735644.8862586,693068332.1484733,2883730103.8228717,562698158.3972698,3013238089.246432,536097916.1812091,3091674525.137323,497531359.2723898,5671026247.017848,963844562.7435577,3045442123.264781,492284757.8377943,3070145410.2135377,485229335.22578347,3326506299.1310596,423806528.52650225,6421148458.181409,194956951.23479274,76700689928.35216,185866792676.93417 
