Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,23123093.517180428,12231975.824616913,23123093.517180424,5302402.547080465 
 01/01  02:00:00,,,16968660.475031596,11742783.239079583,16968660.475031596,142951.3123873887 
 01/01  03:00:00,,,17167530.623172197,11809310.432617981,17167530.623172197,126671.41792072769 
 01/01  04:00:00,,,17113822.7686537,11701685.69958618,17113822.7686537,125217.36484795508 
 01/01  05:00:00,,,19175027.09980152,12024559.898681581,19175027.09980152,1421278.062424402 
 01/01  06:00:00,,,23196544.544015095,12777933.029904181,23196544.54401509,5177447.9827019675 
 01/01  07:00:00,,,26774774.23049985,13455905.635301137,26774774.23049985,5310181.7155239945 
 01/01  08:00:00,,,26387970.011509277,13759604.3557393,26387970.011509273,5558930.943897218 
 01/01  09:00:00,,,22807486.056623045,14267114.729846284,22807486.05662304,5569426.302721074 
 01/01  10:00:00,,,22872663.967043497,14514639.416157503,22872663.96704349,5366809.353443463 
 01/01  11:00:00,,,23777548.340382982,15469748.158013824,23777548.34038298,5311279.444781603 
 01/01  12:00:00,,,28059411.56556403,19483107.62444339,28059411.56556402,5249407.376203578 
 01/01  13:00:00,,,24427684.82073611,15577788.589680823,24427684.820736103,5356359.31084549 
 01/01  14:00:00,,,23685223.368830606,15361707.72634683,23685223.368830606,5311168.335186895 
 01/01  15:00:00,,,23350979.344190136,15145626.863012841,23350979.344190136,5178437.867458193 
 01/01  16:00:00,,,23352898.950999588,15145626.863012841,23352898.950999588,5194287.357002006 
 01/01  17:00:00,,,25409698.39167163,15589834.165269382,25409698.391671628,5283610.121485587 
 01/01  18:00:00,,,29135599.86228775,15927653.20687092,29135599.862287745,5375755.990732356 
 01/01  19:00:00,,,29024036.39322439,15711572.34353693,29024036.393224385,5486601.059077671 
 01/01  20:00:00,,,29245931.12558126,15495491.480202937,29245931.12558126,5557744.522463528 
 01/01  21:00:00,,,29057708.550428957,15279410.616868947,29057708.550428957,5612000.963211138 
 01/01  22:00:00,,,28505002.567030758,15063329.753534954,28505002.567030754,5474963.124564317 
 01/01  23:00:00,,,26842973.69213722,13772637.911526259,26842973.69213721,5385442.705408983 
 01/01  24:00:00,,,29764413.45997139,16176945.593681272,29764413.45997139,5428887.56805309 
 01/02  01:00:00,,,23344933.480435338,12057142.765483988,23344933.480435334,5326092.931474914 
 01/02  02:00:00,,,16981788.749569982,11742783.239079583,16981788.749569982,161959.86774101824 
 01/02  03:00:00,,,17156939.861964595,11809310.432617981,17156939.861964595,139919.10203490718 
 01/02  04:00:00,,,17108344.16012644,11701685.69958618,17108344.16012644,152208.5619862356 
 01/02  05:00:00,,,18503830.59067113,12024559.898681581,18503830.59067113,761328.8147427833 
 01/02  06:00:00,,,23495443.872564226,13076926.074937653,23495443.872564226,5192240.696054719 
