Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,35572456.812264316,10292445213.511538,8829347445.616495,0.0,3351682452.2635574,144382.81628251885,2051642532.4219673,219612338.625644,1251105137.3541071,4795350129.619081,5982267792.364805,2921850376.696834,9620402809.86385,4708802.202348365,5922473372.898946,20449480.26803257,7830891835.86017,696183680.4146818,6230597869.8179865,48944947.234524705,7486378703.653575,9780598.2462795,4424955562.340397,15854603.334906055,8096860845.240525,117782884.99453175,4693993375.679911,35363563.13238588,7298062892.806938,15161113.468947403,4459661521.589836,37129242.86024732,5716038274.28424,831842554.0548096,4667459994.892489,71238214.25449412,257075152476.87094,12065682831.981522 
February,11717399.518299606,9180577558.76538,8075171048.565823,436574.81548584544,3000713704.5305724,40288.2629006308,1829735739.2286947,274698104.46185267,1142680212.8140903,4224328236.469622,5510657718.074103,2753043227.738452,8717248126.728983,5865572.978334432,5411198409.81215,28659060.519850157,7169225285.33746,641757234.2324436,5389774699.033775,96024278.80889776,7077624550.91932,5033344.705026754,4110143671.9660883,19131938.5213507,7931929395.410671,91397041.15571338,4007179802.495211,85885855.28373106,6672238089.1107645,17978700.86257478,4067238042.614775,53031584.10350048,5257326273.239408,776140852.9906023,4004351285.5249877,145683069.78165424,242783604523.7558,11017657258.177979 
March,2083676.2118303706,12592497390.508627,4960759651.949205,352192481.5686502,1647922311.505281,101037473.85014728,1033894996.5121002,289787408.03222585,283207660.4921989,8196826865.337637,2396931071.7330837,6467597544.866186,5224790903.385401,449260928.40613544,3071441752.0412593,675619739.8707771,4216355382.946442,1818291289.7356179,3157809793.5955434,716364112.2354084,4576818027.738762,328653111.78452194,2433751999.4952903,500543624.8376671,5385983516.912871,698555684.3018237,2432354685.770661,527121618.4060499,3751615318.8158474,516282570.29326415,2188377797.1324153,607719245.8389097,2909222983.487291,1923167975.226312,2216920453.1286597,753387413.0658103,178860090447.24347,12518751485.4226 
April,0.0,12645469899.26597,2251106454.0775313,865047296.4135914,443039234.62558067,321708309.1302764,323357570.00446147,418281807.3965839,1679964.5742683199,10765388485.129972,358122587.248041,8934615764.253479,1982780302.7535746,937395968.2373717,1112061359.9570577,1139821756.2579772,1664865335.3367012,1943008197.550211,1127235773.3699617,1189503370.7576282,1531162008.637838,803949434.2225354,654741488.9378457,1029218821.8129779,2623716258.556835,922750572.7046481,652955659.464805,941941559.4299601,1124350335.2335799,1067839218.0054371,621458351.8937312,1028270151.0255227,901676870.4792212,2011341234.8398066,614729999.1960505,1235267903.115334,101948672653.9683,11422192711.706953 
May,0.0,12477773197.730747,493067364.80255693,2709078522.569247,213201091.25206053,981942403.6733624,137707600.21163926,923868716.8601344,0.0,11899847608.53901,0.0,11736119046.774174,125964716.37762126,2418766125.1947722,66469193.852010734,2948116899.7062073,120426363.84802023,3781765463.9227653,83017857.76749492,3062539713.351397,33421078.621233642,1966418659.010691,6368618.336617994,2180948744.3720503,503505269.57363385,2306469241.5248404,11775422.332285512,2200889393.9692335,7864173.162810661,2361990350.608578,4482924.109880501,2855042831.711095,7643077.010819144,3665601965.218533,6615484.287241843,2963234002.086145,78251447731.9974,11624882177.89141 
June,0.0,17453381902.097935,199922721.50403446,4411022755.321514,16824132.133294366,2045209195.568144,17929935.48228984,1889809517.5620096,0.0,14763861880.23571,0.0,14328420678.805126,0.0,4103124920.1917844,0.0,4427780436.000925,0.0,5234394248.00905,0.0,4364282171.091614,0.0,3119893161.267086,0.0,3623964578.5642505,87432058.29277664,3653329671.753665,0.0,3496191333.221818,0.0,3973602691.902685,0.0,4312165567.208433,0.0,5082136494.621976,0.0,4271136561.083696,88346846292.07913,11037089752.406551 
July,0.0,18629832928.69299,148673320.1106424,5691299414.932118,18305235.943846285,2911007019.5639243,13370773.413528932,2619520109.3089523,0.0,16589405118.904036,0.0,16455810835.379286,0.0,5277122330.706388,0.0,5267113995.506724,0.0,6753155808.272499,0.0,5686745646.324334,0.0,4118573598.3551064,0.0,4471507083.39352,5720198.617512876,5533809178.16899,0.0,4883404201.214069,0.0,4984520891.431728,0.0,5019535064.871774,0.0,6419390447.553067,0.0,5467991911.495207,100184699843.97987,10682775538.272223 
August,0.0,19320655083.395473,193417707.8690632,4628593733.346111,19630430.640429705,2419394688.1715126,19723344.871383086,2375743654.019965,0.0,16165878517.533451,0.0,15481367971.167768,0.0,4253139501.333764,0.0,4553945552.364813,0.0,6830287963.449143,0.0,4526171367.958968,0.0,3744893049.154096,0.0,4269309063.128967,0.0,6068584785.124696,0.0,4192731401.5010424,0.0,4183635904.735858,0.0,4486483491.575508,0.0,6742830645.985301,0.0,4484394664.954255,98869256878.14804,11082842365.623798 
September,0.0,14969246808.76165,366636720.3618684,2271825034.566974,162641408.0451355,1225624230.312605,111525469.2130832,1269879916.4841666,0.0,12332534929.40989,0.0,11415875832.604557,85047329.50489032,2359203220.012044,45945615.96281369,2470731081.6233554,63410697.69586851,4825555549.676561,45879534.639677666,2478167769.261313,0.0,2591956895.289949,0.0,2539279746.9303923,104553130.6646217,4385244340.854139,0.0,2508373936.875683,167011.614513688,2442527213.7114053,203400.71260866773,2481886035.9944253,0.0,4919791715.174279,0.0,2540306304.283756,79377174398.57814,10465185498.619675 
October,0.0,12075660362.317814,1749991714.3378544,748794096.5185077,500070818.13984925,459550278.3976974,360563381.3512159,482709005.0729573,3187635.004358871,11060277921.324993,375819684.175797,9134901381.1171,1332161689.5112908,1125631688.7578928,784070887.4407307,1072490163.4039195,1028168282.5927981,2806115456.577422,829931477.0930489,1120909632.1683204,306183217.9136744,1729929431.0742264,146058892.85078803,1377778663.756279,857324888.4630258,2584608737.135274,161682667.7115437,1418065122.8059766,591961857.0779748,1382931369.0269523,344655170.4074513,1103362865.3460155,421533074.5881513,3086408977.4017587,367883962.0268112,1290850175.2921517,89107074619.9465,11079179973.0491 
