Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,16506.681759789135,19454147761.382813,8845616579.414867,0.0,3077527045.9485273,256043.64458853984,2039219623.665787,259340903.89675254,175621962.86988547,10807747160.279926,3181006834.443554,7013279800.568987,8158644653.850352,81521145.91606805,4947228582.959035,137360969.3506448,6595927291.394034,955937813.2425418,5246069262.224894,152004441.23201007,5690440621.176792,129052990.07894999,3365584856.4149942,184420987.01577023,6842549610.8112,265887675.5644669,3626903690.2582045,173909443.41354766,5756883762.953398,176957981.4263901,3548405792.1518097,186260582.258284,4556025899.676909,1234614900.7967167,3713729527.7786326,235300982.0875609,249455634520.5839,20453738245.11167 
February,0.0,17961577898.122498,8115129713.290531,1825739.654095095,2778533417.387875,61701.64117306568,1785066037.6025085,304861594.2502598,132266417.61845444,9758449059.15644,2997091902.999575,6529234097.175953,7587722907.489707,131997461.59282109,4644608052.578804,170623932.34718892,6191962331.336927,959612412.4387841,4703068606.407199,246115131.18405327,5608809660.391059,137007172.93368483,3327893886.952988,165892102.95944238,6708216249.030012,160194072.51548496,3287345963.775397,227423799.81854752,5460253985.950099,241588341.9670015,3363470629.939602,207592809.6645916,4323952133.979523,1217758703.4331384,3357379170.1349454,348005737.67999786,236452760561.0747,18715926942.44834 
March,0.0,20420075527.952965,4888182855.494247,394143939.2329093,1519158147.5995865,191976131.34550315,1207063261.9207945,382459760.13254,9136255.683409356,14646509690.524662,960511805.1985263,11184355150.773333,4177415008.850027,878981165.0512865,2488209647.959098,1032247857.857653,3389642935.2621694,2426604344.2586102,2515160779.5312886,997276745.5552055,3102865457.593829,902666977.685227,1698715232.336984,968298354.5362276,4116893911.0409718,1143445744.2622151,1674016190.4298377,924530400.5140387,2715330926.6320753,1105915685.7763395,1626432464.2357414,990602068.4052353,2125070821.5855963,2707407667.8770404,1613329341.6059701,1149777544.0759504,181710254889.58075,20154117177.39748 
April,0.0,18422813498.02863,1985016173.6890504,909206722.6580669,588725991.647708,433876951.95341194,570547253.6686168,547788805.3882399,0.0,14637810390.49577,5844800.57213595,13042203111.956781,1096397010.028925,1500712136.3656187,620221167.0322193,1519362542.2030408,907208913.3799016,2757814516.6419053,620888384.7069415,1669879791.2330327,494211795.0631833,1756784234.0991619,195670752.54629183,1493815584.723613,1595006497.3328767,1672046972.8487554,178992651.66521794,1511532154.1865842,385619715.46694875,1799314739.8076763,214686614.87997678,1549443735.764788,287023690.69472015,3017953018.1207027,199226698.05976406,1828813093.3759146,115046297630.39462,16666274726.800945 
May,0.0,24752025138.860775,576950276.8870894,3450893927.1797676,214419504.80627725,1550999668.854006,147931286.34585926,1750259486.4838548,0.0,17562224591.679947,0.0,16358271817.553074,14236598.661764236,3472515103.2796836,7544251.011608092,3869530645.0033836,12113578.242873494,5064339908.528574,10195274.99990111,3839392404.981405,328781.00933909183,3013594074.8939414,0.0,3102432814.1647706,373371587.11729276,3411650324.830608,41787.62475499466,3055843992.199394,0.0,3566652454.142243,0.0,3854696598.0007653,0.0,5122307632.701924,0.0,3864388092.2290025,121568602260.43509,12931315676.424927 
June,0.0,28382613271.86583,362215645.70157117,5265438992.585127,27950241.990217037,2776741888.839331,23925953.554661438,2872813390.4955554,0.0,21232799695.98234,0.0,20551943561.29418,0.0,5418930287.8049,0.0,5315182229.126702,0.0,6540702632.251569,0.0,5213040400.120552,0.0,4402137069.999709,0.0,4543747762.049539,59460385.73329058,4861424413.087813,0.0,4380335302.59873,0.0,5365982504.385033,0.0,5182216047.026823,0.0,6448139455.091387,0.0,5147372316.473641,134680966876.38507,11093108831.856428 
July,0.0,28686707428.643734,238439933.25938508,6538108620.230122,23844941.285964184,3705069158.404363,17457355.247151066,3680506544.138213,0.0,22721101863.918568,0.0,22445243368.615086,0.0,6515668632.698376,0.0,6067158435.312343,0.0,7978668757.3936205,0.0,6468265955.83553,0.0,5432046008.832919,0.0,5309338398.012425,1595152.8735289786,6808125319.801221,0.0,5715266656.529221,0.0,6327226734.028034,0.0,5840625617.837343,0.0,7739234460.723276,0.0,6314626172.420521,146953109574.78818,10682107433.017937 
August,0.0,30468509988.500393,317786392.114491,5452774870.200859,27725047.256835934,3211246699.5155253,22201334.6849069,3474569487.328597,0.0,22883849466.25166,0.0,21947701502.412888,0.0,5586709898.075396,0.0,5457242896.322229,0.0,8205833284.175802,0.0,5387779042.582211,0.0,5141368572.327742,0.0,5207019554.062633,0.0,7467830373.002307,0.0,5108683247.692606,0.0,5590630685.867828,0.0,5344354246.380629,0.0,8147842720.819244,0.0,5362570226.100803,148071792873.59943,11086270594.125898 
September,0.0,25877171595.62762,488595156.83743894,2854675870.898486,162678233.6581961,1784776011.7060852,112764519.75126028,2088520427.346958,0.0,18128047054.94655,0.0,16346316257.374027,20886247.533110444,3357909484.119032,11883372.927711338,3199633564.1983337,15272054.160392905,6016509019.864964,11922276.083375998,3155529249.304043,0.0,3728597757.6589956,0.0,3363651055.093716,74349176.0841382,5667498221.819217,0.0,3314991364.670369,0.0,3585184203.133716,0.0,3245223036.0251656,0.0,6241642500.4206705,0.0,3297189290.705124,122248006347.90059,11031327206.951508 
October,0.0,21924495635.702457,1552094987.1655164,908894023.9480888,601770561.6115028,627825159.6762191,523761584.1039155,887025793.7614497,0.0,14597104632.652506,57216175.23880616,12655823010.281584,601596851.5943304,1779187695.337822,352853222.52689946,1525499669.4652286,444679992.24340993,3754930137.327507,377633195.9316166,1581561239.4503326,79279727.94482437,2648459381.7316937,35767910.48930176,1977807407.0380785,565244273.1844538,3692783463.4939747,46258246.43143586,2001141149.3052456,195059481.78345117,2148310574.4720726,112687133.4105235,1651099468.0889473,136460033.70313716,4226228860.947469,124519894.30092625,1817887925.940315,117375756760.70174,14586817584.803366 
