Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,27139044.376933254,12517348.86323661,27139044.376933254,9007957.783719886 
 01/01  02:00:00,,,19629759.238539297,11680926.34301262,19629759.238539297,2926293.4493711954 
 01/01  03:00:00,,,19221851.066335507,11696603.41058598,19221851.066335507,2409888.723011573 
 01/01  04:00:00,,,19736138.785013393,11590067.684898179,19736138.785013393,3011988.0868073455 
 01/01  05:00:00,,,20922539.966615725,11909674.861961583,20922539.96661572,3470993.8068014025 
 01/01  06:00:00,,,27153694.03929525,12655424.941776183,27153694.03929525,9270886.634549465 
 01/01  07:00:00,,,31469392.69074336,13829865.044507675,31469392.690743364,9609459.762967002 
 01/01  08:00:00,,,31726586.130775075,14255487.8214739,31726586.13077507,9565162.920613952 
 01/01  09:00:00,,,28330375.79843106,15000949.154465832,28330375.79843106,9524545.199391821 
 01/01  10:00:00,,,27429846.50815985,14989434.269660112,27429846.508159846,9443393.28268191 
 01/01  11:00:00,,,28481105.93638809,16181957.908149103,28481105.936388083,9301525.283339333 
 01/01  12:00:00,,,32576759.25731148,20192037.733731624,32576759.25731148,9055981.348651154 
 01/01  13:00:00,,,28770268.74366335,16288905.126200417,28770268.74366334,8975297.510041468 
 01/01  14:00:00,,,27969471.24081033,16075010.690097785,27969471.240810327,8881149.434332378 
 01/01  15:00:00,,,27634757.374280445,15861116.253995152,27634757.374280438,8744245.931039436 
 01/01  16:00:00,,,27408526.840301704,15861116.253995152,27408526.840301704,8534185.790359862 
 01/01  17:00:00,,,31805735.75461025,16746161.089170782,31805735.754610248,8880254.40763813 
 01/01  18:00:00,,,33801435.87864858,16984034.11677753,33801435.87864857,8991221.257319089 
 01/01  19:00:00,,,33653350.985248536,16770139.680674898,33653350.985248536,9057539.291856425 
 01/01  20:00:00,,,33856109.34068006,16556245.244572265,33856109.34068006,9099691.987514602 
 01/01  21:00:00,,,33644031.97572322,16342350.808469633,33644031.97572322,9125364.014106939 
 01/01  22:00:00,,,33316375.50405615,16128456.372367,33316375.504056145,9208605.713994 
 01/01  23:00:00,,,31560931.052698933,14648573.900409019,31560931.052698925,9211068.724329041 
 01/01  24:00:00,,,34031270.14881117,16661359.376286684,34031270.14881117,9186500.772660607 
 01/02  01:00:00,,,26899726.127786137,12242989.836363174,26899726.12778613,8657214.193501167 
 01/02  02:00:00,,,19436643.213337597,11680926.34301262,19436643.213337597,2719731.558827346 
 01/02  03:00:00,,,19185363.224356957,11696603.41058598,19185363.224356957,2349641.5049362835 
 01/02  04:00:00,,,19700849.156961616,11590067.684898179,19700849.156961616,2952113.6856891764 
 01/02  05:00:00,,,21269600.824788827,11909674.861961583,21269600.824788827,3811481.2959657395 
 01/02  06:00:00,,,26853462.756858774,13286111.411105104,26853462.756858774,8346569.2424336625 
 01/02  07:00:00,,,31158395.828995235,14558978.07899278,31158395.828995228,8560898.830355654 
 01/02  08:00:00,,,31690229.03200236,14772872.515095413,31690229.032002356,9002508.518543206 
 01/02  09:00:00,,,28224683.41877943,15382368.928315265,28224683.418779425,9029021.097750554 
 01/02  10:00:00,,,27274818.085743573,15318311.189618593,27274818.08574356,8951098.09099358 
