Date/Time,DINING:Zone Air System Sensible Heating Energy [J](Monthly),DINING:Zone Air System Sensible Cooling Energy [J](Monthly),KITCHEN:Zone Air System Sensible Heating Energy [J](Monthly),KITCHEN:Zone Air System Sensible Cooling Energy [J](Monthly),ATTIC:Zone Air System Sensible Heating Energy [J](Monthly),ATTIC:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,228673555.64287865,4039215989.260127,0.0,33085220346.99882,0.0,0.0,44049582039.562065,62736859116.45609 
February,65680100.084864125,3925512838.954244,0.0,29833079875.103954,0.0,0.0,39946648911.31555,55950824495.07774 
March,54565109.21073638,4103667859.7800694,0.0,32766951482.72231,0.0,0.0,45060007051.958305,61639957876.23511 
April,3278389.057347425,5475403540.102827,0.0,32198804565.901012,0.0,0.0,47015594828.511665,58329615938.79743 
May,1193305.7265318139,6478597084.118596,0.0,32983057793.117634,0.0,0.0,53182367373.49911,59266804544.37025 
June,1806011.5960549694,8011566842.482723,0.0,32399881122.33585,0.0,0.0,53777698368.27767,56404788703.52456 
July,2129329.1204058463,9462339385.72166,0.0,33282646779.343723,0.0,0.0,57215976541.20421,57482818218.59 
August,3494146.53401778,9930695502.519182,0.0,33916499115.59895,0.0,0.0,57281383491.58914,57256573121.41845 
September,2404898.911764817,9100179287.702625,0.0,32992837291.72592,0.0,0.0,54998257593.97417,55627400808.49573 
October,1003080.2991238314,8152844651.59542,0.0,34617994270.06599,0.0,0.0,53719720058.817505,58227466339.25181 
November,1734164.6355583898,6183351536.819671,0.0,33356765652.156624,0.0,0.0,47095537557.21591,57334578480.494286 
December,445828.222651609,4426766952.988497,0.0,33648083096.05789,0.0,0.0,43462043182.5637,60375568667.661835 
