Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,25585705.958229266,12682331.500575384,25585705.95822926,7202014.027155585 
 01/01  02:00:00,,,18300094.857859407,10956164.109670004,18300094.85785941,2233965.1981337946 
 01/01  03:00:00,,,18013037.295354027,10835210.33496378,18013037.295354024,2028592.9534648014 
 01/01  04:00:00,,,18364346.004235648,10736997.634483382,18364346.004235644,2440143.9100683033 
 01/01  05:00:00,,,18569301.79831683,11031635.735924583,18569301.798316825,1966014.223423497 
 01/01  06:00:00,,,24231591.11948119,11719124.63928738,24231591.119481187,7157022.968409146 
 01/01  07:00:00,,,29605431.287067533,14167901.969536327,29605431.28706753,7310236.205930771 
 01/01  08:00:00,,,29638245.237179317,14744557.276518213,29638245.237179313,7705687.0784625355 
 01/01  09:00:00,,,26272720.79287534,15467770.13765451,26272720.79287534,7715312.950588638 
 01/01  10:00:00,,,26022069.78449708,15543182.11363124,26022069.78449707,7370460.29877672 
 01/01  11:00:00,,,27718087.67460452,17320192.465561874,27718087.674604516,7286377.3475764 
 01/01  12:00:00,,,31976469.291864786,21305206.77290751,31976469.291864786,7241664.550184317 
 01/01  13:00:00,,,28469228.52862046,17418784.510867566,28469228.52862045,7416974.625355778 
 01/01  14:00:00,,,27703338.779033594,17221600.420256186,27703338.779033594,7352078.665179217 
 01/01  15:00:00,,,27305969.74243116,17024416.32964481,27305969.74243116,7137785.329290774 
 01/01  16:00:00,,,27274800.512843262,17024416.32964481,27274800.512843255,7121138.235394262 
 01/01  17:00:00,,,29676859.678756535,17768994.816857517,29676859.678756528,7255968.067135504 
 01/01  18:00:00,,,34349349.720778495,19009705.521134324,34349349.720778495,7391790.3293582685 
 01/01  19:00:00,,,34310164.56909673,18812521.43052295,34310164.56909673,7554710.936044863 
 01/01  20:00:00,,,34615530.59708135,18615337.339911573,34615530.59708135,7678406.874598495 
 01/01  21:00:00,,,34508791.88594526,18418153.249300197,34508791.88594525,7795249.209861041 
 01/01  22:00:00,,,33850519.15681387,18220969.15868882,33850519.15681386,7543695.284950331 
 01/01  23:00:00,,,31471028.68085596,16303090.449145585,31471028.680855952,7371557.51811897 
 01/01  24:00:00,,,33032882.995419048,17339563.66291598,33032882.995419044,7428058.607932231 
 01/02  01:00:00,,,25485692.43884639,12151347.22055938,25485692.438846387,7242791.303615073 
 01/02  02:00:00,,,18551961.48658441,10956164.109670004,18551961.486584406,2488288.8327004956 
 01/02  03:00:00,,,18261228.93282968,10835210.33496378,18261228.932829686,2280430.169879964 
 01/02  04:00:00,,,18592630.561712537,10736997.634483382,18592630.561712533,2677133.879755209 
 01/02  05:00:00,,,18587998.076247685,11031635.735924583,18587998.07624768,1993366.4597615274 
 01/02  06:00:00,,,25708531.97658141,13204818.801137283,25708531.976581402,7163581.506883526 
 01/02  07:00:00,,,31137426.877056774,15666852.287456317,31137426.877056766,7332943.48771878 
 01/02  08:00:00,,,30603356.70316588,15745485.38124577,30603356.703165878,7661329.305330966 
 01/02  09:00:00,,,26872465.758663576,16153738.737078452,26872465.758663565,7621644.179064118 
 01/02  10:00:00,,,26881557.308865286,16185172.430837946,26881557.30886528,7580196.763958601 
 01/02  11:00:00,,,29045582.18096327,18604199.99971288,29045582.180963267,7313887.628470341 
 01/02  12:00:00,,,33476199.36071492,22589214.307058517,33476199.360714912,7450668.191177599 
 01/02  13:00:00,,,30069200.35014045,18702792.045018572,30069200.350140445,7706232.861126888 
 01/02  14:00:00,,,29218485.537700996,18505607.954407196,29218485.537700985,7569773.930743584 
 01/02  15:00:00,,,28754596.213962875,18308423.863795817,28754596.21396287,7288350.86447503 
 01/02  16:00:00,,,28627509.723896224,18308423.863795817,28627509.723896217,7175755.294640049 
 01/02  17:00:00,,,32471443.91300855,20495601.8593605,32471443.91300854,7300763.108810386 
 01/02  18:00:00,,,37598209.49657419,22101580.590990383,37598209.49657419,7527590.478538431 
 01/02  19:00:00,,,37718128.71724974,21904396.500379004,37718128.71724974,7849617.259315533 
 01/02  20:00:00,,,37937848.238868676,21707212.40976763,37937848.238868676,7885074.943981723 
 01/02  21:00:00,,,37765158.73903325,21510028.319156256,37765158.73903325,7937684.439350815 
