Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,17690031.291469898,5886251.253022863,17690031.291469894,6182907.645466928 
 01/01  02:00:00,,,10928340.426673122,5410679.613013229,10928340.42667312,492029.54356320424 
 01/01  03:00:00,,,10978922.838314183,5408367.2241229825,10978922.838314183,449669.2841913447 
 01/01  04:00:00,,,10989731.25771384,5362590.227256183,10989731.257713838,466923.8773124696 
 01/01  05:00:00,,,13106266.759852583,5499921.217856582,13106266.759852583,2045560.5629160944 
 01/01  06:00:00,,,17185938.35034464,5820360.195924182,17185938.350344636,6122544.46501036 
 01/01  07:00:00,,,20808951.58710471,6503298.012505678,20808951.587104708,6263134.9633391425 
 01/01  08:00:00,,,20446417.336315643,6694389.508783808,20446417.336315643,6648528.443147739 
 01/01  09:00:00,,,16694277.729684196,7027002.515896328,16694277.729684196,6662060.981920434 
 01/01  10:00:00,,,16445590.204316832,7080735.870630658,16445590.204316832,6340012.369504628 
 01/01  11:00:00,,,17061914.102619883,7759538.2750266185,17061914.102619883,6272612.254233306 
 01/01  12:00:00,,,21178586.571127977,11586637.875587279,21178586.571127973,6235393.8445846215 
 01/01  13:00:00,,,17744364.86240476,7805492.084737313,17744364.862404756,6405201.715080496 
 01/01  14:00:00,,,17106230.33672842,7713584.465315921,17106230.33672842,6346404.837492004 
 01/01  15:00:00,,,16825917.830673914,7621676.8458945295,16825917.830673914,6143654.689531184 
 01/01  16:00:00,,,16797627.020707674,7621676.8458945295,16797627.02070767,6129541.735797064 
 01/01  17:00:00,,,18719067.90356103,7894766.643096006,18719067.90356103,6254722.972676434 
 01/01  18:00:00,,,22515689.60757922,8265802.201340369,22515689.60757922,6384250.6015268825 
 01/01  19:00:00,,,22578537.61798237,8173894.581918977,22578537.61798237,6544910.500641087 
 01/01  20:00:00,,,22973735.52286165,8081986.962497586,22973735.52286164,6661725.676146905 
 01/01  21:00:00,,,22958980.15045654,7990079.343076195,22958980.150456533,6765249.89070108 
 01/01  22:00:00,,,22417194.845920134,7898171.723654801,22417194.84592013,6517920.197360438 
 01/01  23:00:00,,,21206556.42739671,7138294.190861033,21206556.427396707,6351264.986610519 
 01/01  24:00:00,,,24442721.551590487,9859187.8829761,24442721.551590484,6394339.729087766 
 01/02  01:00:00,,,17911489.024553206,5697433.977196951,17911489.024553206,6215679.654372433 
 01/02  02:00:00,,,11055169.503486516,5410679.613013229,11055169.503486516,626756.9127530796 
 01/02  03:00:00,,,11056438.851343174,5408367.2241229825,11056438.851343174,549222.5512874603 
 01/02  04:00:00,,,11068991.370218245,5362590.227256183,11068991.370218245,580633.9742065641 
 01/02  05:00:00,,,12474049.49131757,5499921.217856582,12474049.49131757,1426404.4871196572 
 01/02  06:00:00,,,17533243.888903506,6163099.356691095,17533243.888903502,6133637.254145056 
 01/02  07:00:00,,,21321127.288280603,6975798.619179154,21321127.288280603,6292479.961112659 
 01/02  08:00:00,,,20751135.444737226,7031681.890969301,20751135.444737226,6607061.005520405 
 01/02  09:00:00,,,16855120.503725454,7268303.834139567,16855120.503725454,6574008.700441004 
 01/02  10:00:00,,,16880745.37401621,7305241.65817306,16880745.374016214,6542535.028698927 
 01/02  11:00:00,,,17556791.41214661,8208558.281372456,17556791.41214661,6302945.389156666 
 01/02  12:00:00,,,21838887.577983662,12035657.881933115,21838887.57798366,6440285.585348968 
 01/02  13:00:00,,,18504483.967534535,8254512.091083153,18504483.967534535,6690720.323250514 
 01/02  14:00:00,,,17781645.72916923,8162604.471661761,17781645.72916923,6560439.284290699 
 01/02  15:00:00,,,17435793.048780013,8070696.85224037,17435793.048780017,6291173.488824152 
 01/02  16:00:00,,,17316281.214560453,8070696.85224037,17316281.214560453,6185506.170550027 
 01/02  17:00:00,,,19707675.007955626,8811155.352550684,19707675.007955626,6303966.227552187 
 01/02  18:00:00,,,23719318.097018193,9304752.198041525,23719318.09701819,6528534.852894112 
 01/02  19:00:00,,,23928723.980085965,9212844.578620132,23928723.98008596,6836212.512547698 
 01/02  20:00:00,,,24243560.112449482,9120936.95919874,24243560.112449482,6869679.86374858 
 01/02  21:00:00,,,24168970.370419703,9029029.339777349,24168970.370419703,6914994.735179227 
 01/02  22:00:00,,,23626392.769683857,8937121.720355956,23626392.769683853,6667630.17796865 
 01/02  23:00:00,,,21382462.972710576,7138294.190861033,21382462.972710576,6531488.697937602 
 01/02  24:00:00,,,24518427.247035153,9859187.8829761,24518427.24703515,6472532.9936408065 
 01/03  01:00:00,,,17992162.09800734,5697433.977196951,17992162.09800734,6297754.029565164 
 01/03  02:00:00,,,11161990.271341065,5410679.613013229,11161990.271341065,733226.1954735132 
 01/03  03:00:00,,,11154437.82985715,5408367.2241229825,11154437.829857148,626727.6631973803 
 01/03  04:00:00,,,11270549.062162891,5362590.227256183,11270549.062162891,772729.0754944127 
 01/03  05:00:00,,,15184317.985914208,5499921.217856582,15184317.985914204,2531612.537701735 
 01/03  06:00:00,,,18969202.783256236,6163099.356691095,18969202.783256233,6347290.21331108 
 01/03  07:00:00,,,22165450.088947214,6975798.619179154,22165450.08894721,6549429.531152356 
 01/03  08:00:00,,,21079574.327447843,7031639.45061493,21079574.32744784,6953616.260085592 
 01/03  09:00:00,,,17217397.292481914,7268111.219857526,17217397.292481914,6954677.461884061 
 01/03  10:00:00,,,17334928.159309514,7305241.65817306,17334928.159309514,7017509.527701245 
 01/03  11:00:00,,,17967428.98491315,8208558.281372456,17967428.984913148,6736921.800206055 
 01/03  12:00:00,,,22338409.232907165,12035657.881933115,22338409.23290716,6960420.133149287 
 01/03  13:00:00,,,18970631.376902968,8254512.091083153,18970631.376902964,7177452.581715541 
 01/03  14:00:00,,,18347905.905253273,8162604.471661761,18347905.905253273,7151660.602575029 
 01/03  15:00:00,,,18021661.765872847,8070696.85224037,18021661.765872844,6903872.424186289 
 01/03  16:00:00,,,17878890.113597333,8089628.299206637,17878890.113597333,6755631.777088528 
 01/03  17:00:00,,,20336316.987021394,8827800.798518337,20336316.987021394,6947046.443735309 
 01/03  18:00:00,,,24428338.356309596,9304752.198041525,24428338.356309596,7268300.423347427 
 01/03  19:00:00,,,24398991.566703863,9212844.578620132,24398991.56670386,7333845.553129583 
 01/03  20:00:00,,,24334845.030630328,9120936.95919874,24334845.030630324,7363210.630165715 
 01/03  21:00:00,,,24228538.704125945,9029029.339777349,24228538.70412594,7349073.6186174825 
 01/03  22:00:00,,,24059646.84090361,8937121.720355956,24059646.840903606,7385831.388044889 
 01/03  23:00:00,,,22077387.568743564,7138294.190861033,22077387.568743564,7237219.8397519775 
 01/03  24:00:00,,,25124411.73151839,9859187.8829761,25124411.73151839,7081814.143983755 
 01/04  01:00:00,,,18487778.87745015,5697433.977196951,18487778.877450146,6792020.899146847 
 01/04  02:00:00,,,12652300.252246132,5410679.613013229,12652300.252246132,2258510.640112981 
 01/04  03:00:00,,,12449460.767521942,5408367.2241229825,12449460.767521944,1963922.2957504182 
 01/04  04:00:00,,,12749839.617889736,5362590.227256183,12749839.617889736,2291242.6783754877 
 01/04  05:00:00,,,12912900.440135403,5499921.217856582,12912900.4401354,1881753.4701870265 
 01/04  06:00:00,,,18491352.635279696,6163099.356691095,18491352.635279696,7103758.458552678 
 01/04  07:00:00,,,22363520.475078546,6975798.619179154,22363520.475078538,7348739.842607283 
 01/04  08:00:00,,,21763162.2211025,6996796.79164705,21763162.221102495,7674173.20377416 
 01/04  09:00:00,,,17784954.152568366,7167380.229040972,17784954.152568366,7626659.547995587 
 01/04  10:00:00,,,17823416.010021318,7305241.65817306,17823416.010021314,7511170.909467207 
 01/04  11:00:00,,,18163189.86231145,8208558.281372456,18163189.862311453,6939419.721170001 
 01/04  12:00:00,,,22419947.530449174,12035657.881933115,22419947.530449174,7044707.281604911 
 01/04  13:00:00,,,19015153.559147272,8254512.091083153,19015153.55914727,7224070.674690787 
 01/04  14:00:00,,,18353034.451319706,8162604.471661761,18353034.451319706,7158666.724391511 
 01/04  15:00:00,,,17921180.9160266,8070696.85224037,17921180.916026603,6803937.323850404 
 01/04  16:00:00,,,17802833.41799758,8070696.85224037,17802833.41799758,6697622.683330935 
 01/04  17:00:00,,,20255927.54078709,8769794.058494655,20255927.540787086,6921929.010578316 
 01/04  18:00:00,,,24382227.36104294,9304752.198041525,24382227.361042935,7222127.012110606 
 01/04  19:00:00,,,24393337.47035892,9212844.578620132,24393337.470358916,7329751.012107501 
 01/04  20:00:00,,,24682571.989898212,9120936.95919874,24682571.989898205,7336356.851435402 
 01/04  21:00:00,,,24543549.98875932,9029029.339777349,24543549.988759317,7313430.203210603 
 01/04  22:00:00,,,24267395.60586198,8937121.720355956,24267395.60586198,7324646.005570471 
 01/04  23:00:00,,,21897789.972518615,7138294.190861033,21897789.972518615,7057648.179735485 
 01/04  24:00:00,,,24963873.43626855,9859187.8829761,24963873.436268542,6921275.848733909 
 01/05  01:00:00,,,18350740.512008652,5697433.977196951,18350740.51200865,6654605.49152898 
 01/05  02:00:00,,,12318769.864882853,5410679.613013229,12318769.864882851,1923733.454420287 
 01/05  03:00:00,,,12184133.562130054,5408367.2241229825,12184133.562130054,1719999.4546820163 
 01/05  04:00:00,,,12769115.032866227,5362590.227256183,12769115.032866225,2339895.8736755215 
