Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,17690459807.735413,68717963.78829582,6732014579.585055,69190462.23218727,7708464815.046127,42765475.86529409,7801228796.117458,35365539.03879722,7962622741.20603,32928607.95539524,15255679438.215296,60157563.40332783,8060366582.310399,33833533.89437964,8097988279.404754,29373746.07533043,8577299570.140821,17534193.752890177,14077924146.456268,0.0,84001914776.30743,516310246700.08856 
February,11471312276.467937,605274842.0372586,4087727208.0698466,351346939.4944398,4865738308.434609,287732665.04674155,4942478978.045951,269527820.8477482,5083195846.7207155,261319846.20207748,9738033718.256786,501557844.71353924,5161505702.783117,252854643.5541561,5189517711.083981,237339079.29167336,5571856263.973902,199231262.92442232,9810021453.09768,47808151.10022878,74357920503.18504,358553018766.5946 
March,7139926537.637888,1266852402.3245115,2244648221.891792,640085562.0748357,2814492370.1830325,513106339.9310883,2971149829.894974,513635259.22084445,3058552451.4793434,472414422.1909975,5831736256.690589,888407395.2393898,3139650015.47491,461315404.50419414,3190940192.103624,452563523.6187864,3532544301.8053126,368864712.19488597,6911754917.945459,89363290.28446628,81198192665.2738,277814017077.6713 
April,3048353335.1737156,4122678519.038769,766260135.4757266,1870049001.492274,1062886926.136265,1682139456.9685493,1185888439.7834158,1621639922.5110915,1256081491.4082282,1561708583.7911422,2463394244.017893,3044231086.7001123,1319119576.2214978,1517637079.015854,1343037241.450741,1494029624.1356077,1528952566.7309213,1369474795.3884346,3466104299.870284,936258466.6064745,75298833532.37125,130774607838.07759 
May,642862315.6478875,7494107025.396286,63908437.547947764,3447902408.0639277,132564850.16861494,3068974126.4790926,166959590.92400527,2967012045.8286595,198899223.09191868,2891972528.5686207,426408047.53075004,5389478986.916624,222029472.08660233,2720842635.0272293,228791199.038811,2667260350.886545,303036751.5342349,2484682162.4109597,1001705247.4753186,2017108333.8486438,77290954617.7005,25899879549.211613 
June,54016040.26277649,10158398243.252762,21947611.86661326,4993904164.053933,21342675.65331256,4278333206.385659,22080428.54667168,4208406275.0647078,23107871.187072895,4152605856.90863,46484394.733510815,7678307577.685408,24737762.232685298,3904451658.2470894,25582053.915127765,3823390461.1111655,28045562.531042896,3590925973.701528,35989372.95247231,3311864481.4477344,79327624602.77107,231818732.77872357 
July,30969008.6745735,12505880019.370157,9106122.873244883,6407789143.061066,8519423.507479087,5293652135.837087,9445812.601380127,5191274986.965521,10191355.291639034,5131031845.558028,19935469.539348196,9590366312.997711,10453245.01243855,4933269817.275631,11335621.196494125,4860891498.6714735,15208386.95876124,4673001016.71657,24764152.693087984,4496778591.5337515,90609934446.69249,269422978.9199567 
August,39309462.248713635,12586302789.34114,17071025.095531974,6216733952.479218,16326628.262014948,5309258672.798861,17130327.402855586,5231652003.973031,18291199.90331644,5161048974.920319,34181106.75910211,9620761106.752335,17871030.611733697,4942926570.878027,18806535.223108143,4868261195.758122,21288447.989233624,4698072158.562279,25190608.543622572,4584785465.589638,90089667072.91747,6623283.260579598 
September,103454354.78579128,9380088920.452793,33879077.991663195,4158881461.313281,37129339.659258015,3767731589.414447,39133764.59890616,3651390265.6521873,40150111.89987173,3576780822.0472817,72279646.31855403,6614472415.323055,37958091.128107384,3362534592.8771305,39226352.96222451,3303923574.214403,46457927.97661974,3124519987.433377,223800534.8815831,2786508659.317517,76684552250.40219,13360229162.776875 
October,1506648153.6659682,5482631381.612364,280762271.8437306,2432672536.1243806,526479196.66752875,2125545882.802268,629927606.2608991,2034930723.006086,689689770.3754723,1964686359.8545232,1377984453.2153046,3710576239.0879955,729655074.1062646,1874612979.520964,736970310.8410263,1832835563.18928,874988322.1234145,1704648131.922384,2133880761.9801912,1294092897.47392,79030077697.00569,104016863386.80394 
