Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,28605468.592192076,14635816.41873014,28605468.592192076,8355925.16897534 
 01/01  02:00:00,,,21197933.332960688,13585617.517379161,21197933.332960688,2554108.574699918 
 01/01  03:00:00,,,21696274.817543447,13591712.666568777,21696274.817543447,2961633.868985193 
 01/01  04:00:00,,,22707401.27443569,13466865.855553377,22707401.274435688,4106500.3501204443 
 01/01  05:00:00,,,22868796.454675976,13841406.288599579,22868796.454675976,3468654.6327543133 
 01/01  06:00:00,,,28547891.098829094,14715333.96570738,28547891.09882909,8605269.549675 
 01/01  07:00:00,,,33175668.028843153,16187934.632058045,33175668.028843153,8957659.9638261 
 01/01  08:00:00,,,33742033.29474313,16706107.03959111,33742033.29474312,9130087.12311336 
 01/01  09:00:00,,,30481610.46473035,17589049.875954174,30481610.46473035,9087775.436106164 
 01/01  10:00:00,,,29485283.796547156,17555982.763027824,29485283.796547152,8932282.51360048 
 01/01  11:00:00,,,30599508.649199165,18976559.497892346,30599508.649199158,8625298.508816417 
 01/01  12:00:00,,,34849653.83752196,23041784.75819108,34849653.837521955,8479128.911510652 
 01/01  13:00:00,,,31159721.91397724,19101888.52751573,31159721.913977236,8552936.163625138 
 01/01  14:00:00,,,30326431.498207033,18851230.468268957,30326431.49820703,8461930.411398798 
 01/01  15:00:00,,,29678978.858045615,18600572.40902218,29678978.85804561,8050304.321210802 
 01/01  16:00:00,,,29525696.711774997,18600572.40902218,29525696.711774997,7911865.6840010565 
 01/01  17:00:00,,,34070227.126820356,19678789.956995953,34070227.126820356,8212078.244269443 
 01/01  18:00:00,,,36315506.39114494,19971556.760204256,36315506.39114493,8517755.261602372 
 01/01  19:00:00,,,36185275.26312113,19720898.70095748,36185275.26312112,8638775.38067706 
 01/01  20:00:00,,,36354519.060455285,19470240.641710702,36354519.060455285,8684240.808620906 
 01/01  21:00:00,,,36107094.59278595,19219582.582463928,36107094.59278594,8711341.28688762 
 01/01  22:00:00,,,35723316.76613166,18968924.52321715,35723316.766131654,8775103.056393277 
 01/01  23:00:00,,,33521202.477692127,17212042.09661141,33521202.477692124,8608094.637438558 
 01/01  24:00:00,,,35585574.06120141,18891396.855539024,35585574.06120141,8510767.50258046 
