Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,5325035.6500713,76590736.34783761 
 01/01  02:00:00,,,5325035.6500713,76590736.34783761 
 01/01  03:00:00,,,5325035.6500713,76590736.34783761 
 01/01  04:00:00,,,5325035.6500713,76590736.34783761 
 01/01  05:00:00,,,5325035.6500713,76590736.34783761 
 01/01  06:00:00,,,5325035.6500713,76590736.34783761 
 01/01  07:00:00,,,5325035.6500713,76590736.34783761 
 01/01  08:00:00,,,5325035.6500713,76590736.34783761 
 01/01  09:00:00,,,5325035.6500713,76590736.34783761 
 01/01  10:00:00,,,5325035.6500713,76590736.34783761 
 01/01  11:00:00,,,5325035.6500713,76590736.34783761 
 01/01  12:00:00,,,5325035.6500713,76590736.34783761 
 01/01  13:00:00,,,5325035.6500713,76590736.34783761 
 01/01  14:00:00,,,5325035.6500713,76590736.34783761 
 01/01  15:00:00,,,5325035.6500713,76590736.34783761 
 01/01  16:00:00,,,5325035.6500713,76590736.34783761 
 01/01  17:00:00,,,5325035.6500713,76590736.34783761 
 01/01  18:00:00,,,5325035.6500713,76590736.34783761 
 01/01  19:00:00,,,5325035.6500713,76590736.34783761 
 01/01  20:00:00,,,5325035.6500713,76590736.34783761 
 01/01  21:00:00,,,5325035.6500713,76590736.34783761 
 01/01  22:00:00,,,5325035.6500713,76590736.34783761 
 01/01  23:00:00,,,5325035.6500713,76590736.34783761 
 01/01  24:00:00,,,5325035.6500713,76590736.34783761 
 01/02  01:00:00,,,5325035.6500713,76590736.34783761 
 01/02  02:00:00,,,5325035.6500713,76590736.34783761 
 01/02  03:00:00,,,5325035.6500713,76590736.34783761 
 01/02  04:00:00,,,5325035.6500713,76590736.34783761 
 01/02  05:00:00,,,5325035.6500713,76590736.34783761 
 01/02  06:00:00,,,5325035.6500713,76590736.34783761 
 01/02  07:00:00,,,5325035.6500713,76590736.34783761 
 01/02  08:00:00,,,5325035.6500713,76590736.34783761 
 01/02  09:00:00,,,58693649.45431539,218016079.6301784 
 01/02  10:00:00,,,69164039.46635981,218016079.6301784 
 01/02  11:00:00,,,68928590.34886344,219754879.6301784 
 01/02  12:00:00,,,69591742.26807594,219754879.6301784 
 01/02  13:00:00,,,68079228.45238413,219754879.6301784 
 01/02  14:00:00,,,68369436.1942188,218016079.6301784 
 01/02  15:00:00,,,70383344.68280363,218016079.6301784 
 01/02  16:00:00,,,72688743.97848421,217146679.6301784 
 01/02  17:00:00,,,77434333.07495414,217146679.6301784 
 01/02  18:00:00,,,107957123.5940857,88739176.70585519 
 01/02  19:00:00,,,116297879.54399997,88739176.70585519 
 01/02  20:00:00,,,116297879.54399997,88739176.70585519 
 01/02  21:00:00,,,110547817.4508758,88739176.70585519 
 01/02  22:00:00,,,8062119.793767913,76590736.34783761 
 01/02  23:00:00,,,5325035.6500713,76590736.34783761 
 01/02  24:00:00,,,5325035.6500713,76590736.34783761 
 01/03  01:00:00,,,5325035.6500713,76590736.34783761 
 01/03  02:00:00,,,5325035.6500713,76590736.34783761 
 01/03  03:00:00,,,5325035.6500713,76590736.34783761 
 01/03  04:00:00,,,5325035.6500713,76590736.34783761 
 01/03  05:00:00,,,5325035.6500713,76590736.34783761 
 01/03  06:00:00,,,5325035.6500713,76590736.34783761 
 01/03  07:00:00,,,5325035.6500713,76590736.34783761 
 01/03  08:00:00,,,5325035.6500713,76590736.34783761 
 01/03  09:00:00,,,61725136.53690014,218016079.6301784 
 01/03  10:00:00,,,73656971.76424703,218016079.6301784 
 01/03  11:00:00,,,73504385.13624509,219754879.6301784 
 01/03  12:00:00,,,75373611.44767219,219754879.6301784 
 01/03  13:00:00,,,74262417.97131847,219754879.6301784 
 01/03  14:00:00,,,72507274.4790085,218016079.6301784 
 01/03  15:00:00,,,74690047.90881567,218016079.6301784 
 01/03  16:00:00,,,79614000.63179126,217146679.6301784 
 01/03  17:00:00,,,85181810.89018622,217146679.6301784 
 01/03  18:00:00,,,106372350.06819056,88739176.70585519 
 01/03  19:00:00,,,116297879.54399997,88739176.70585519 
 01/03  20:00:00,,,116297879.54399997,88739176.70585519 
 01/03  21:00:00,,,110547817.4508758,88739176.70585519 
 01/03  22:00:00,,,8062119.793767913,76590736.34783761 
 01/03  23:00:00,,,5325035.6500713,76590736.34783761 
 01/03  24:00:00,,,5325035.6500713,76590736.34783761 
 01/04  01:00:00,,,5325035.6500713,76590736.34783761 
 01/04  02:00:00,,,5325035.6500713,76590736.34783761 
 01/04  03:00:00,,,5325035.6500713,76590736.34783761 
 01/04  04:00:00,,,5325035.6500713,76590736.34783761 
 01/04  05:00:00,,,5325035.6500713,76590736.34783761 
 01/04  06:00:00,,,5325035.6500713,76590736.34783761 
 01/04  07:00:00,,,5325035.6500713,76590736.34783761 
 01/04  08:00:00,,,5325035.6500713,76590736.34783761 
 01/04  09:00:00,,,60805425.840434544,218016079.6301784 
 01/04  10:00:00,,,71234515.39255893,218016079.6301784 
 01/04  11:00:00,,,70293345.88591696,219754879.6301784 
 01/04  12:00:00,,,69735767.45731594,219754879.6301784 
 01/04  13:00:00,,,69258511.58592467,219754879.6301784 
 01/04  14:00:00,,,69546176.00415353,218016079.6301784 
 01/04  15:00:00,,,70148770.81870529,218016079.6301784 
 01/04  16:00:00,,,74001501.68518458,217146679.6301784 
 01/04  17:00:00,,,76489137.56367642,217146679.6301784 
 01/04  18:00:00,,,109708092.35104658,88739176.70585519 
 01/04  19:00:00,,,116297879.54399997,88739176.70585519 
 01/04  20:00:00,,,116297879.54399997,88739176.70585519 
 01/04  21:00:00,,,110547817.4508758,88739176.70585519 
 01/04  22:00:00,,,8062119.793767913,76590736.34783761 
 01/04  23:00:00,,,5325035.6500713,76590736.34783761 
 01/04  24:00:00,,,5325035.6500713,76590736.34783761 
 01/05  01:00:00,,,5325035.6500713,76590736.34783761 
 01/05  02:00:00,,,5325035.6500713,76590736.34783761 
 01/05  03:00:00,,,5325035.6500713,76590736.34783761 
 01/05  04:00:00,,,5325035.6500713,76590736.34783761 
 01/05  05:00:00,,,5325035.6500713,76590736.34783761 
 01/05  06:00:00,,,5325035.6500713,76590736.34783761 
 01/05  07:00:00,,,5325035.6500713,76590736.34783761 
 01/05  08:00:00,,,5325035.6500713,76590736.34783761 
 01/05  09:00:00,,,58213580.434063554,218016079.6301784 
 01/05  10:00:00,,,68482874.20621663,218016079.6301784 
 01/05  11:00:00,,,68629355.39911687,219754879.6301784 
 01/05  12:00:00,,,68104835.04031284,219754879.6301784 
 01/05  13:00:00,,,68134550.48660365,219754879.6301784 
 01/05  14:00:00,,,67689839.03703135,218016079.6301784 
 01/05  15:00:00,,,69819256.9123264,218016079.6301784 
 01/05  16:00:00,,,71391244.66950676,217146679.6301784 
 01/05  17:00:00,,,78346666.60811087,217146679.6301784 
 01/05  18:00:00,,,106148221.16994418,88739176.70585519 
 01/05  19:00:00,,,116297879.54399997,88739176.70585519 
 01/05  20:00:00,,,116297879.54399997,88739176.70585519 
 01/05  21:00:00,,,110547817.4508758,88739176.70585519 
 01/05  22:00:00,,,8062119.793767913,76590736.34783761 
 01/05  23:00:00,,,5325035.6500713,76590736.34783761 
 01/05  24:00:00,,,5325035.6500713,76590736.34783761 
 01/06  01:00:00,,,5325035.6500713,76590736.34783761 
 01/06  02:00:00,,,5325035.6500713,76590736.34783761 
 01/06  03:00:00,,,5325035.6500713,76590736.34783761 
 01/06  04:00:00,,,5325035.6500713,76590736.34783761 
