Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 01/01  01:00:00,,,17961912.082917165,17961912.08291717 
 01/01  02:00:00,,,18036224.883750748,18036224.883750748 
 01/01  03:00:00,,,17922362.890002046,17922362.890002046 
 01/01  04:00:00,,,17951633.12377672,17951633.12377672 
 01/01  05:00:00,,,17870082.315842025,17870082.315842025 
 01/01  06:00:00,,,18011460.50070666,18011460.500706658 
 01/01  07:00:00,,,28658998.74530533,28658998.74530533 
 01/01  08:00:00,,,34315752.14780274,34315752.14780274 
 01/01  09:00:00,,,16234869.84419012,16234869.84419012 
 01/01  10:00:00,,,57141600.80354894,57141600.80354893 
 01/01  11:00:00,,,127578434.38555047,127578434.38555045 
 01/01  12:00:00,,,168398498.0762761,168398498.07627612 
 01/01  13:00:00,,,165783713.47206917,165783713.4720692 
 01/01  14:00:00,,,169406626.62374595,169406626.62374592 
 01/01  15:00:00,,,165507273.11812514,165507273.11812517 
 01/01  16:00:00,,,169289863.25361148,169289863.25361148 
 01/01  17:00:00,,,172371090.01729006,172371090.01729006 
 01/01  18:00:00,,,140052790.0442314,140052790.0442314 
 01/01  19:00:00,,,68299900.38644314,68299900.38644314 
 01/01  20:00:00,,,65421744.32739621,65421744.3273962 
 01/01  21:00:00,,,67872826.45578444,67872826.45578444 
 01/01  22:00:00,,,67869002.82694757,67869002.82694754 
 01/01  23:00:00,,,61252076.36691348,61252076.36691347 
 01/01  24:00:00,,,48668634.9583703,48668634.9583703 
 01/02  01:00:00,,,20506807.82966643,20506807.82966643 
 01/02  02:00:00,,,17944741.813850958,17944741.813850954 
 01/02  03:00:00,,,18021641.876161415,18021641.876161415 
 01/02  04:00:00,,,17973741.569824245,17973741.569824245 
 01/02  05:00:00,,,20528468.170380905,20528468.170380905 
 01/02  06:00:00,,,17995564.048747715,17995564.048747715 
 01/02  07:00:00,,,32545111.450313915,32545111.450313915 
