Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,19242315.155044954,7995784.544608367,19242315.15504495,5680422.627629435 
 01/01  02:00:00,,,12653467.59966218,7508091.295697529,12653467.599662177,139338.11375972728 
 01/01  03:00:00,,,12770407.543307532,7527481.686394382,12770407.543307532,126753.37406957604 
 01/01  04:00:00,,,12750830.976406017,7461229.2021037815,12750830.976406017,126506.7269930557 
 01/01  05:00:00,,,14654242.843689375,7659986.654975584,14654242.843689373,1411512.8124052281 
 01/01  06:00:00,,,18914643.13977028,8123754.045009782,18914643.139770277,5594684.7045807075 
 01/01  07:00:00,,,22494500.20530214,8815922.548104756,22494500.20530214,5694056.3261689795 
 01/01  08:00:00,,,22026621.23422813,9046092.986054491,22026621.234228127,5935123.301886923 
 01/01  09:00:00,,,18331352.147476174,9438375.232881313,18331352.147476178,5946194.134335405 
 01/01  10:00:00,,,18260783.93598674,9555094.32111303,18260783.93598674,5738638.735235073 
 01/01  11:00:00,,,18988903.883063473,10330679.255980501,18988903.88306347,5685827.653343005 
 01/01  12:00:00,,,23142922.959324557,14219442.577440865,23142922.959324557,5618122.3691991065 
 01/01  13:00:00,,,19585409.962927543,10397187.639324432,19585409.962927543,5723636.811550578 
 01/01  14:00:00,,,18926747.406085428,10264170.872636568,18926747.406085428,5674373.845523533 
 01/01  15:00:00,,,18680888.3375205,10131154.105948705,18680888.337520495,5546946.15020536 
 01/01  16:00:00,,,18688850.026953638,10131154.105948705,18688850.026953638,5568791.20354641 
 01/01  17:00:00,,,20626300.45105763,10463249.65646023,20626300.45105763,5650886.657821352 
 01/01  18:00:00,,,24371241.152641837,10828454.65593218,24371241.152641837,5734719.9990421515 
 01/01  19:00:00,,,24351261.265320618,10695437.889244316,24351261.265320618,5854057.9728850415 
 01/01  20:00:00,,,24663574.093703628,10562421.122556454,24663574.093703628,5934750.786094734 
 01/01  21:00:00,,,24567448.02596267,10429404.355868587,24567448.02596267,5997938.770252364 
 01/01  22:00:00,,,24075416.687857058,10296387.589180725,24075416.687857058,5836648.04633282 
 01/01  23:00:00,,,22765526.480161007,9356427.694309792,22765526.480161007,5746966.3404262345 
 01/01  24:00:00,,,25889047.58157778,11963812.097916216,25889047.58157778,5788184.496715237 
 01/02  01:00:00,,,19448803.772565812,7809421.9451168645,19448803.772565812,5703411.763948389 
 01/02  02:00:00,,,12666481.495532509,7508091.295697529,12666481.495532505,160342.55302514584 
 01/02  03:00:00,,,12764296.2521811,7527481.686394382,12764296.2521811,142838.4417061176 
 01/02  04:00:00,,,12749605.729530184,7461229.2021037815,12749605.729530184,157699.1509563245 
 01/02  05:00:00,,,14268782.717970893,7659986.654975584,14268782.71797089,1050391.3211095622 
 01/02  06:00:00,,,19254671.238359805,8459260.215861427,19254671.2383598,5605714.915619988 
 01/02  07:00:00,,,22991594.790014982,9281059.493806243,22991594.790014982,5715908.804334298 
 01/02  08:00:00,,,22347103.86474011,9378618.00975421,22347103.86474011,5914209.632450568 
 01/02  09:00:00,,,18515559.746632345,9676417.623643585,18515559.746632345,5884638.459167733 
 01/02  10:00:00,,,18615246.528682135,9776605.11094262,18615246.528682135,5863477.185516243 
 01/02  11:00:00,,,19471556.531714164,10773709.134409478,19471556.53171416,5709867.804603252 
 01/02  12:00:00,,,23723650.871254366,14662472.455869844,23723650.871254362,5749645.797577398 
 01/02  13:00:00,,,20252698.262837224,10840217.517753411,20252698.262837224,5923249.546679977 
 01/02  14:00:00,,,19529724.163126923,10707200.751065545,19529724.16312692,5822714.599012508 
 01/02  15:00:00,,,19235249.57297454,10574183.984377678,19235249.572974537,5645436.446301868 
 01/02  16:00:00,,,19189148.458903987,10574183.984377678,19189148.458903987,5612710.47330643 
 01/02  17:00:00,,,21588273.220868543,11366836.823040616,21588273.220868535,5686641.194269912 
 01/02  18:00:00,,,25516511.49310545,11852677.146673745,25516511.49310545,5835956.645203506 
 01/02  19:00:00,,,25588853.517880455,11719660.37998588,25588853.517880455,6048271.314648512 
 01/02  20:00:00,,,25850094.548917323,11586643.613298016,25850094.548917312,6074721.559369393 
 01/02  21:00:00,,,25719360.7536306,11453626.846610155,25719360.753630597,6104870.59265664 
 01/02  22:00:00,,,25227875.123964425,11320610.079922289,25227875.123964414,5944951.925695814 
 01/02  23:00:00,,,22886051.406619653,9356427.694309792,22886051.40661965,5872286.4189902935 
 01/02  24:00:00,,,25944115.837247558,11963812.097916216,25944115.837247558,5846082.059728538 
 01/03  01:00:00,,,19512225.19779303,7809421.9451168645,19512225.197793026,5769638.477497923 
 01/03  02:00:00,,,12671274.086130299,7508091.295697529,12671274.086130299,165637.6589898639 
 01/03  03:00:00,,,12782474.364969093,7527481.686394382,12782474.364969093,142174.8785796791 
 01/03  04:00:00,,,12768539.427551664,7461229.2021037815,12768539.427551664,169085.29089797827 
