Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,6050460660.164691,2384488635.9731913,1523536974.9616113,1120962941.1400971,2327687376.136455,908708639.6030848,2575433828.0346527,874861073.9574176,2713514903.394233,829171361.3337187,5399784936.333475,1361768061.0292962,2903308154.1572094,707398989.0500002,2955093040.730596,685916999.1396309,3296989532.136181,595457268.0958282,7026267835.333594,111747258.39601108,105503287629.08739,146001871857.14334 
February,5885139643.568207,1901858371.6648793,1547313779.429828,891480916.9673967,2272823983.6281204,722246306.1853985,2490683265.747046,704770071.0130129,2621606862.923877,666709492.9551287,5133786402.092102,1095533109.3444552,2797527641.348202,566912166.5719728,2832843813.2473536,547181412.4091254,3198837372.1413407,462144114.69685274,6694293160.084471,59263630.05679603,95118078094.67665,144858903656.34933 
March,3122626330.3233657,5002433188.860291,583136936.0690205,2557359738.127386,990075024.2431537,2145806113.7670097,1131629194.316648,2066410490.4093657,1200523831.7718768,1994425500.6463683,2461647675.6616383,3591502592.929549,1332284327.096813,1803066571.795646,1375220972.292967,1756042606.4300292,1624132299.4725783,1592600858.2069516,4260796412.318603,888290297.3645709,104507261172.72565,82330140777.7532 
April,741601151.5262995,7413593290.252202,51326712.59527697,3913791280.786873,116763860.14372763,3165106629.9715905,155043250.2818086,3040728396.8216047,191484978.34912696,2944366638.9744864,425023874.8175128,5341319195.701962,241056584.66463998,2665898237.0633345,254949662.46107966,2588337728.273445,371105590.06909066,2361633290.729462,1740046512.0868247,1585774455.6282117,98408544454.40266,25108301321.12164 
May,56553794.65085089,11485376592.949764,22312315.1725501,6367040373.275886,22586911.340584695,5075383844.362482,24467729.53421356,4945463121.419439,26268017.597994242,4860649920.330209,50664287.26107252,8790968576.296553,28504260.617986493,4479280729.297519,29533205.19915172,4363345563.912838,33156811.70476521,4013108918.8061657,220568649.63478515,3139352357.325415,108884388838.71101,699859186.3593367 
June,14546184.097172283,15034635912.847818,6408863.030881346,8206677045.567941,4174234.497296044,6668168355.314081,4934389.645756369,6547783318.276077,5476367.470141426,6463182827.189317,11162486.655340862,11910941138.02006,5457067.346262776,6138082206.559926,6245478.0892053,6054417946.68578,12959399.998577856,5816493237.34191,22290234.89464494,5057499342.035773,121484919658.49525,0.0 
July,6223056.720667967,18866892910.79033,6952107.75395373,9879632218.139814,4102571.869401523,8044772751.239736,4181549.2286582845,7923441848.837866,4016849.5007299227,7822342991.673303,7833266.085064668,14515210684.24713,4589553.328101643,7478649330.693338,4940985.800301419,7416408281.15164,4261250.410833269,7244700674.498913,9908512.465556568,6829407680.0876045,140525634680.33005,0.0 
August,8642923.524058953,18096806420.6297,8464329.852992084,9572354253.883255,4722255.322435835,7948943792.919213,5122021.11845032,7839066141.982944,4918216.964239411,7763219555.331891,8989191.248458711,14352774382.907238,5559751.057070716,7416056786.497852,5240824.502947851,7345115058.530116,5884402.63178229,7181856143.549219,12736009.704814674,6701785911.272698,135875620244.82079,0.0 
September,23017716.23928232,14535884426.720934,11455749.47143397,7793357784.912162,10738520.21382163,6221194754.627736,11503336.765330346,6105029816.79365,11643085.176491091,6019650045.1819315,24112023.258335426,11066151277.989576,13293306.109269748,5668424040.551302,12751977.778469367,5589781312.307172,15149513.375449289,5352524548.284146,27223716.23058642,4760651174.64572,115778510334.40944,14383937.905103195 
October,140944995.6254383,11039572967.163015,25752162.62287021,5671596015.619879,36635356.97632634,4578039971.639854,48441089.18908616,4460345253.84074,60147128.901992075,4373749598.001101,134078355.19244859,7924431396.044057,72225594.39327192,4009766710.139356,78204285.90747702,3928798757.8568935,97640166.83358787,3701670767.6641755,456878405.32041705,3043308406.908881,106745548391.99088,6303593826.043744 
November,1415693138.4839635,5803026129.798827,208651822.9014307,2741389289.552877,426187833.7884114,2247700588.0977244,547484553.0045512,2122160168.4385073,627810401.6928279,2033380177.4853308,1255515335.0867946,3542519282.391257,704907812.2639521,1783774955.7124088,714373655.8662448,1731804685.233664,884936440.7126826,1588282720.4356241,2499284970.0906234,953029085.5605545,100307132469.0519,55491471778.56209 
December,4986772333.332264,3127949687.5336776,1305115163.3614044,1361682774.5020406,1984282218.3622746,1144817856.7350278,2189943867.785301,1098389189.6453469,2293478847.3487654,1047132481.1233268,4619305216.696947,1771099974.0250068,2490667823.661396,907987417.7753463,2530667163.067183,886675691.5827892,2841304736.0483294,794312843.9630183,5960620427.762993,355057466.0010907,104976102930.46822,126579412656.69853 
