Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 01/01  01:00:00,,,20318138.394673117,20318138.394673113 
 01/01  02:00:00,,,19974460.981538568,19974460.981538568 
 01/01  03:00:00,,,20213986.82868109,20213986.82868109 
 01/01  04:00:00,,,19818628.894569814,19818628.894569814 
 01/01  05:00:00,,,20011995.065135986,20011995.065135982 
 01/01  06:00:00,,,19932425.055122312,19932425.055122312 
 01/01  07:00:00,,,30860019.42813659,30860019.428136587 
 01/01  08:00:00,,,36479590.547910385,36479590.54791038 
 01/01  09:00:00,,,20500838.929205466,20500838.92920547 
 01/01  10:00:00,,,84339838.29623568,84339838.29623568 
 01/01  11:00:00,,,199832884.6919194,199832884.6919194 
 01/01  12:00:00,,,265568956.0660057,265568956.0660057 
 01/01  13:00:00,,,264016128.84327832,264016128.84327826 
 01/01  14:00:00,,,267486692.73914602,267486692.73914602 
 01/01  15:00:00,,,263513518.53457457,263513518.53457454 
 01/01  16:00:00,,,267264454.712271,267264454.71227098 
 01/01  17:00:00,,,270174706.02542186,270174706.02542186 
 01/01  18:00:00,,,205361444.53860465,205361444.53860462 
 01/01  19:00:00,,,93977107.87074515,93977107.87074515 
 01/01  20:00:00,,,91206041.96856369,91206041.96856369 
 01/01  21:00:00,,,90533199.94147664,90533199.94147664 
 01/01  22:00:00,,,93262614.36085455,93262614.36085454 
 01/01  23:00:00,,,89306096.03865586,89306096.03865585 
 01/01  24:00:00,,,59839363.05525179,59839363.0552518 
 01/02  01:00:00,,,24181045.25320407,24181045.25320407 
 01/02  02:00:00,,,21658063.33028846,21658063.33028846 
 01/02  03:00:00,,,21625622.591979682,21625622.591979682 
 01/02  04:00:00,,,20379937.093777455,20379937.093777455 
 01/02  05:00:00,,,20439154.21780769,20439154.21780769 
 01/02  06:00:00,,,20502636.990004994,20502636.990004994 
 01/02  07:00:00,,,33786037.38436323,33786037.38436323 
 01/02  08:00:00,,,32293742.834062815,32293742.83406282 
 01/02  09:00:00,,,59878662.215344824,59878662.21534483 
 01/02  10:00:00,,,171590411.69788325,171590411.69788325 
 01/02  11:00:00,,,262107752.64647827,262107752.64647824 
 01/02  12:00:00,,,267926033.87883276,267926033.8788328 
 01/02  13:00:00,,,265234742.9674527,265234742.9674527 
 01/02  14:00:00,,,268902319.8302345,268902319.8302345 
 01/02  15:00:00,,,267529651.32102963,267529651.32102963 
 01/02  16:00:00,,,270071555.6597869,270071555.6597869 
 01/02  17:00:00,,,271632392.0056085,271632392.0056085 
 01/02  18:00:00,,,286220055.27932113,286220055.2793211 
 01/02  19:00:00,,,287429924.87965107,287429924.87965107 
 01/02  20:00:00,,,282440747.7734267,282440747.7734267 
 01/02  21:00:00,,,201414831.5319705,201414831.53197047 
 01/02  22:00:00,,,90807971.59062676,90807971.59062675 
 01/02  23:00:00,,,88841888.12186642,88841888.12186642 
 01/02  24:00:00,,,59092451.092859454,59092451.09285945 
 01/03  01:00:00,,,23845282.33027754,23845282.33027754 
 01/03  02:00:00,,,20020136.296964943,20020136.296964943 
 01/03  03:00:00,,,19891836.125115227,19891836.125115227 
 01/03  04:00:00,,,23963991.75568731,23963991.755687308 
 01/03  05:00:00,,,21880363.15446353,21880363.15446353 
 01/03  06:00:00,,,20637043.773015358,20637043.773015358 
 01/03  07:00:00,,,31518671.943634793,31518671.943634786 
 01/03  08:00:00,,,36138017.04086391,36138017.04086391 
 01/03  09:00:00,,,55248048.72641019,55248048.72641019 
 01/03  10:00:00,,,176494074.36684093,176494074.3668409 
 01/03  11:00:00,,,260758750.25332734,260758750.25332725 
 01/03  12:00:00,,,266605730.94844785,266605730.94844782 
 01/03  13:00:00,,,272290576.17373604,272290576.17373604 
