Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,18252912669.964836,14337498.865331389,7003059293.590656,25943239.91453545,7803565906.836593,6366838.586198334,7889236546.122383,9924560.714186274,8037402904.795952,4237426.917437393,15042515926.844065,12488246.076512204,7961956592.745216,9393555.765152618,8000597805.311257,10293760.740449676,8465320008.681781,9000217.775981218,13805451830.409327,0.0,72693310441.98924,374921504226.10333 
February,12050599449.536469,329336706.11708695,4355860353.011399,221194138.79480162,5018897859.64291,163754944.25418305,5101423557.2634,158863249.70447963,5239204307.64178,152285070.8924695,9767644998.621532,318871614.38980764,5174367261.446972,161318029.6607743,5209802706.077327,153911408.90823057,5587569698.223382,126633228.81277907,9765538465.197369,22490393.436480485,64060025890.340034,266963249442.63593 
March,7946562190.115852,748396481.0110297,2576390470.13728,424133977.5266361,3194962385.871726,326741650.4942484,3343126722.571556,320603595.6041701,3432531299.7456,285805320.15403295,6252019984.189244,565827166.4951056,3396050841.283787,313682673.38955605,3431732783.1351423,295303292.95095986,3759055502.628474,229944177.77587256,7216755664.327678,43407051.78130411,69544058511.48326,214979041032.04608 
April,3390450262.512179,3027205684.083772,898410672.1181412,1391835622.2758758,1205044444.8833153,1213979368.0615573,1308473573.168077,1175398509.07712,1395746211.4782772,1127191198.0094526,2664019607.9758434,2354831593.4367604,1425605758.751536,1178809846.062916,1447502141.1472578,1152709313.210565,1596990783.287997,1043320084.0262327,3595574520.9766216,677154588.8794239,63913201398.16451,103082484724.1379 
May,707056595.6548907,5910704255.178791,76495611.88711326,2702570126.2189994,155009377.68344212,2394673115.9670897,195191258.86319968,2315897851.0222864,229438875.77745113,2250056842.6785693,461812245.0807923,4371113352.70149,235757838.24321043,2200656392.828141,249306877.2768891,2154902376.67229,327202146.0448469,1993530341.7904603,1040896764.7079433,1547302176.8796859,65070863807.32074,20822038927.29525 
June,52163532.86236886,8453632228.388527,21320728.010497738,4180644512.9019413,20788510.250985887,3562515860.7554584,21487721.57647296,3497164297.1559696,22535180.94453369,3443733505.598794,42900520.542353615,6557318225.868881,23502231.614567056,3342372713.8945394,24442281.02119714,3263108573.547633,27106401.733436845,3048605993.6396656,33256272.084458277,2741082952.845759,66977343069.45715,97510014.63814265 
July,29660778.555202086,10753390254.947512,8875358.503437541,5552938785.006306,8792429.7770067,4529015863.866925,9290401.763342315,4453292714.881238,10191030.210757373,4387875124.035755,20228909.242763788,8434560652.738288,10900192.36692672,4344292775.521605,11429435.431510432,4277234224.7787113,15157737.462786533,4102867756.7075715,24171051.72392421,3941459499.779465,77136083953.72104,105038327.09709987 
August,37100802.19989544,10736564453.479416,16787198.212558016,5345604645.472394,16180696.682407664,4530980420.13236,16623771.558886196,4464833457.927533,17534557.708537124,4402416188.363213,32206440.590687443,8392328133.092975,18549185.280346505,4309150513.7598,18506673.440405052,4262594836.2161875,21193696.500880897,4098815267.7604685,24668044.888861258,3966062288.520674,76721986427.13084,0.0 
September,113443788.21444838,7733933195.45521,32790572.0345348,3401387510.8891463,36700030.46428352,3083551762.442058,38053562.76528219,2982044500.4592357,38689859.60343939,2918575915.8352365,67581998.68210146,5556517384.680522,36069374.1854103,2823370802.5356574,37316326.0030278,2772507891.15583,48147512.86865197,2610035155.671543,233852871.27568,2265179699.9959908,64775765210.73854,9127600492.13631 
October,1753249656.3739274,4210696709.388727,397877848.8470035,1875050494.475461,649450257.0441296,1603696086.7199943,744701559.7718374,1527767148.1738088,792406855.2150683,1463537023.5884635,1503674333.5906115,2943839453.8604856,805487314.8821727,1494848194.5249412,813581223.4092845,1458202527.0589643,951839098.6150051,1337601053.2546287,2276144640.5290875,982186789.1249031,67172211858.70462,81181845151.05115 
November,6632787506.156051,891397349.0283015,2364704020.871287,486466930.0199089,3030745347.266839,369678914.3999531,3111056919.0212255,363145881.2382831,3202322710.983273,324435884.566008,5950971239.574193,690579058.690874,3175181910.436887,358378856.9533117,3214755351.5662055,358713833.1225494,3424904092.977888,302690061.531629,6098191785.555607,140371210.96872672,67531244261.23664,186336220746.2098 
December,14897856847.414955,45944958.649780005,5671731021.853513,44673792.79760348,6409609636.652782,15656861.542722864,6488834926.65872,14628966.678317409,6640363054.5484295,15617715.507809471,12362682930.416897,28658871.25267572,6576396687.603795,10960547.73891932,6616240319.079552,14516380.932447135,7000660557.85465,11611035.189132413,11807821264.910154,0.0,71958273776.49953,322312402906.17145 
