Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,16786849312.714125,69664745.95659111,6315161817.367493,76277924.84559077,7196869262.442261,41961841.72601718,7289484866.886891,36927397.16440886,7439950447.170006,28302861.963457156,14049109768.52395,42102740.43372883,7461946317.634977,25655016.2537818,7505221319.879519,29508619.83517521,7994751327.225985,14230328.178202424,13373476711.733696,0.0,82823220401.66916,365440216738.2208 
February,10944534221.862665,584852428.888924,3831168883.6377487,342838244.2848995,4510390701.931784,265963480.63987413,4644140095.202808,261537682.88009772,4764898357.586601,241394490.85132894,9109589378.853476,480983120.2606757,4815340588.263577,248762010.5862055,4850746147.107505,231143812.2187973,5232402254.958192,192207187.8614536,9376791796.358559,44996867.54238688,73213768211.41078,258691177928.47687 
March,6835571623.490024,1252669790.8698769,2053874089.050524,635832618.1288968,2612316352.2291813,502015277.36705124,2786290674.523666,486320784.9754298,2888778706.200089,463423973.517947,5427607392.884532,868540423.5523272,2927773474.1169167,449768267.1458839,2988467254.6026745,434648132.45187825,3333748899.3647375,363743837.7620911,6677113885.726678,80118322.7438436,79776145473.54114,204623866587.66647 
April,2772878222.7525563,3972247289.3176985,648687845.1851126,1804371568.4551156,940482043.9725778,1611241867.7670867,1040997849.6898528,1546660785.224103,1122323000.2926912,1489914455.9365962,2183992610.7761264,2910170644.1311297,1172500332.8822393,1458607938.8901036,1194893786.1630645,1430093416.843639,1373155808.444506,1304846311.1267824,3292680669.631238,857300518.3464535,73649130932.76172,94109567280.71777 
May,516712963.5899995,7086416442.284273,50050281.06871669,3340321756.6967144,94774626.01776978,2921849721.415554,125025122.70376623,2819011122.138362,150572881.47702473,2741991675.0321317,322079664.3197027,5132945088.83858,167464987.99861154,2595999250.6829057,174038573.48395133,2531426571.4437466,233079199.68867302,2338475789.4148936,894773958.4631879,1847061609.5915515,75592675264.14621,16222505179.768682 
June,47361372.464190185,9733853375.515888,18381213.207225263,4999599649.930681,17881365.67198848,4158748741.823991,18975778.18526246,4083761529.6273384,20325377.785847917,4023116747.1255975,41574361.6455587,7502443542.293111,22747916.97750258,3837624541.7125735,23339985.76630353,3751973335.5098805,26411026.239863396,3509605373.729223,32835139.063179173,3141532886.0877023,78116957873.93918,22542581.628160715 
July,22218074.378803607,12235963610.509502,9257531.021301053,6406062835.724313,6395233.170321014,5222592024.813279,7055862.552848699,5124833317.260339,7781226.612786996,5050134737.795888,17053930.363958936,9517660185.943937,9354854.20726208,4909785818.471043,9490643.626578216,4844314701.661676,12629846.09166136,4646435464.5809555,23725993.67606301,4439683017.125952,88950790437.87286,30419243.922141563 
August,36218464.24953537,12123360813.240896,13717356.030652542,6177126394.1458235,11572391.354152977,5164483571.632351,12948056.939923618,5079947230.108703,14498075.410909012,5012311507.0037575,27299319.42443532,9396037760.304226,15395671.780309182,4838975355.974498,15987137.990089225,4778402232.878199,19810911.192664366,4608882735.429915,25213830.9005487,4414526116.9711485,88495506714.40321,0.0 
September,70960887.89636943,9013910472.378988,31375771.255343173,4030866559.3565884,33022771.39474734,3631373049.143868,33395529.557699088,3514717078.426328,34913672.01870277,3446315857.2264156,61715114.500396416,6375681434.897401,33370762.36818421,3236752679.9509664,33752276.46212731,3178033582.0269995,37481075.53537544,3000176269.283139,162014930.08903155,2607525027.5476017,75027563911.37552,5511895972.856945 
October,1290539390.2784467,5354641359.675612,213330241.0857997,2405401118.599203,442618193.400594,2087779696.6793606,563672244.9406812,1996325799.7717142,605634641.6197085,1916865680.8293285,1170422466.7074802,3637930830.4358845,630650846.0979337,1850347329.1053104,649755506.0312351,1807326116.9298832,768586585.1136276,1665830431.5195992,1988105670.564325,1222559735.1766207,77247465609.81448,72253556969.90353 
