Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,21318497.74731012,9964215.561989116,21318497.74731012,5721825.6180992015 
 01/01  02:00:00,,,14859813.831559122,9289955.23196576,14859813.83155912,482585.9425764505 
 01/01  03:00:00,,,14936376.811348004,9302320.68597198,14936376.811348004,422227.8490906976 
 01/01  04:00:00,,,14917363.041539513,9218919.201822182,14917363.041539513,438712.2237154653 
 01/01  05:00:00,,,16230746.416791495,9469123.654271582,16230746.416791495,1030765.2608249797 
 01/01  06:00:00,,,20946602.537892967,10052934.04332018,20946602.537892964,5612170.992789678 
 01/01  07:00:00,,,24827885.483020354,11004852.00200038,24827885.48302035,5767987.850815935 
 01/01  08:00:00,,,24488980.377285816,11309441.813168852,24488980.377285816,6063188.838569419 
 01/01  09:00:00,,,20876250.910679996,11792655.00817288,20876250.910679996,6066523.40404347 
 01/01  10:00:00,,,20839951.76004726,11934980.167036172,20839951.76004726,5866970.258090507 
 01/01  11:00:00,,,21743842.704046506,12914632.789795246,21743842.70404651,5787120.519764204 
 01/01  12:00:00,,,25968483.540325455,16855041.823962685,25968483.540325455,5745940.88004729 
 01/01  13:00:00,,,22452963.76350555,12998356.4107082,22452963.76350554,5906323.904853886 
 01/01  14:00:00,,,21745166.016602866,12830909.168882288,21745166.016602866,5856100.02776525 
 01/01  15:00:00,,,21393618.276664134,12663461.927056378,21393618.276664134,5657466.173620652 
 01/01  16:00:00,,,21367537.628835216,12663461.927056378,21367537.628835216,5645390.852458945 
 01/01  17:00:00,,,23447157.323127948,13099557.097344069,23447157.323127948,5765727.3595279325 
 01/01  18:00:00,,,27349628.90352923,13579606.436272612,27349628.90352922,5892187.084648476 
 01/01  19:00:00,,,27293818.474018283,13412159.1944467,27293818.474018283,6010013.330232693 
 01/01  20:00:00,,,27504910.742674455,13244711.952620788,27504910.74267445,6016744.310824483 
 01/01  21:00:00,,,27301286.031953625,13077264.710794875,27301286.031953618,6005566.389348003 
 01/01  22:00:00,,,26951727.81500328,12909817.468968963,26951727.815003276,6022107.650890901 
 01/01  23:00:00,,,25330488.024059244,11718231.938877584,25330488.024059244,5883973.34523614 
 01/01  24:00:00,,,28149359.090835087,14028937.049221266,28149359.09083508,5920334.106175022 
 01/02  01:00:00,,,21493663.474559285,9729503.277122924,21493663.47455928,5752581.855713549 
