Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,21850694.93911578,13645063542.101768,9658697.712682348,7201093149.866276,9673325.605334576,5962389471.356244,10366308.430655062,5853318327.295579,11197788.669435045,5777056376.085573,18847360.812923115,10982277015.516552,10287615.128835145,5670655978.307564,10416295.281450436,5600971955.645092,13208054.115483696,5366405405.587254,18950320.17918692,4880621939.630561,102647055128.55748,123747714.30197304 
February,13271734.90991051,12792106019.915157,7687504.842881173,6769630916.878089,5883614.233575566,5581699782.062832,6432327.065428091,5511584702.733125,6888904.446890129,5441194530.926291,11996269.161524383,10414845930.205486,6086385.735731199,5372673127.551748,6448790.62062456,5304955418.843204,7183923.696471779,5090138253.301921,14383508.417565104,4624085964.286597,94539642333.2497,0.0 
March,22576681.7322087,13390691724.649862,11514628.20739444,7164870258.904723,9791904.472507948,5936045909.666064,10107493.47244416,5864778093.318672,11376772.237833392,5774310643.886161,21362199.765531667,11081565355.0762,11568376.667259581,5730795928.55815,11520297.795857498,5657293912.335111,11968823.607583323,5401248195.789938,16561355.551231688,4836494494.205101,104935608478.70668,4838153.414065668 
April,13796401.500676831,14577298870.06717,7132044.99420985,7654585883.781337,4792910.046666056,6297420495.794204,4884104.137747579,6213436347.68337,5774878.535834163,6132767788.497263,10956317.83892021,11734568819.680662,6118667.393553251,6084782333.672152,6218236.511732311,6033204613.267908,7333370.419985477,5849091495.655777,10809307.456489846,5524840751.461158,109010963617.27003,0.0 
May,7941757.612674529,15563810137.092,6845799.71859966,8149439999.862376,5244329.827231897,6761089290.843174,4714196.138337685,6664150352.769281,5434772.390904024,6581641905.135643,9111105.518010745,12577649797.78642,4235308.346667723,6531696895.85599,4222041.045924863,6472060333.395013,4620163.319981214,6294030262.159614,6614139.575613616,6153283986.833118,124260782112.36433,0.0 
June,4188249.3494360717,16969130766.33296,6423414.666856622,8668164889.271358,1657883.7517639266,7311362520.092531,2108657.3123032954,7205914752.042313,2463737.631727891,7118116014.779718,4298643.836976296,13619012557.804302,2405974.244743753,7075130099.931919,2563878.0481022443,7006424738.434662,2328634.3985643657,6899435942.436749,3546582.680269003,7121757585.719639,130313506867.72227,0.0 
July,2768374.784934113,18674407778.69327,6226851.9374158,9363326802.376741,1922178.5050627429,7867986241.916413,2009604.6589679052,7739130729.579063,2439855.5612691278,7658178781.365632,2704247.0238949684,14634049341.289438,1595847.9779381847,7582540851.010924,1780615.098262706,7530386546.669178,1972769.988622891,7444624112.583902,3030172.973169048,7917336992.535612,142232397231.27393,0.0 
August,2514376.3290298777,19537650308.94851,7853594.143205212,9653418297.708344,2794348.248595329,8264191036.432132,2810758.974796537,8143264812.188671,2808019.500513322,8065906494.084378,4239479.0733149415,15465660002.961004,2035757.4217581807,8010965757.014133,1723791.1750287605,7950755316.824375,1643223.344298339,7877631029.01144,2231694.431933339,8546447604.842921,142882749835.14038,0.0 
September,3094966.6766644036,18781148648.384125,6929693.421135658,9317364337.808903,2775170.042539444,7860762466.408174,2570014.154006211,7741632626.314461,2603302.6489468343,7662156541.661353,4342707.3010222465,14666256173.85852,2280720.076652761,7596719384.389083,2091736.9503057103,7542859330.668239,2541259.8152537877,7491313276.472171,1978596.3328721027,8089215773.638507,135634194228.51782,0.0 
October,6631408.852650166,18858348649.80981,7131495.816706307,9384928162.711103,3482045.4817713085,7863789367.47088,3240894.108626834,7751170645.584549,3348114.0357658137,7661595509.500805,5849491.4464268135,14712573997.959759,2770181.6945914226,7612807306.601947,3572169.6132603097,7547372940.935276,3375911.903487097,7464826233.87529,3246748.649750934,7975397177.345005,128478151448.53996,0.0 
November,4365671.7944609625,16589869227.957962,5673809.791077529,8465549314.250032,2889188.9931384264,7066592547.411838,2784794.3619296155,6975266838.464908,2633044.2715005823,6897091350.427243,3874953.269698776,13240471631.175028,2036439.7258376544,6858501564.149892,2100329.5041247234,6788886890.23012,3294094.7482502297,6656320248.285534,3065019.97361002,6732274313.430133,112002687070.74104,0.0 
