Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,26093685.80350273,13371552.778228272,26093685.80350273,7020781.666258996 
 01/01  02:00:00,,,19000074.33365354,11638649.523163604,19000074.333653536,2248852.795750421 
 01/01  03:00:00,,,18615896.935024574,11524354.455204181,18615896.93502457,1940168.9755778383 
 01/01  04:00:00,,,18915327.6801708,11419483.047976982,18915327.680170797,2302861.983001405 
 01/01  05:00:00,,,19675081.753255658,11734097.269658582,19675081.753255658,2367882.82156722 
 01/01  06:00:00,,,24840170.18923346,12468197.120248985,24840170.189233463,7013149.886383066 
 01/01  07:00:00,,,30170054.2005878,14923967.506032174,30170054.2005878,7118824.871461354 
 01/01  08:00:00,,,30199515.33271832,15516702.680916823,30199515.332718316,7494878.518507468 
 01/01  09:00:00,,,26900322.895418614,16305302.261948163,26900322.895418607,7505480.71574282 
 01/01  10:00:00,,,26640031.2337983,16352723.057201454,26640031.233798295,7178994.550531523 
 01/01  11:00:00,,,28373436.011634175,18163155.53855357,28373436.011634167,7098889.4064737065 
 01/01  12:00:00,,,32649583.381462842,22168223.123552095,32649583.381462842,7051884.501111563 
 01/01  13:00:00,,,29120849.241571736,18268432.009743553,29120849.241571736,7219042.366353432 
 01/01  14:00:00,,,28343132.777875796,18057879.067363586,28343132.777875796,7155718.233292908 
 01/01  15:00:00,,,27942004.418388546,17847326.12498362,27942004.41838854,6951024.133002079 
 01/01  16:00:00,,,27915764.814148966,17847326.12498362,27915764.814148962,6939298.542012483 
 01/01  17:00:00,,,30388860.53554565,18668888.479727335,30388860.535545647,7068201.383183423 
 01/01  18:00:00,,,34996191.63142929,19852668.59412602,34996191.631429285,7195814.9169744365 
 01/01  19:00:00,,,34936335.21203028,19642115.651746053,34936335.21203026,7351416.368888059 
 01/01  20:00:00,,,35222176.37251739,19431562.709366087,35222176.37251739,7468945.876193507 
 01/01  21:00:00,,,35095888.507068045,19221009.766986117,35095888.507068045,7579605.712343801 
 01/01  22:00:00,,,34436930.22720936,19010456.824606147,34436930.22720935,7340716.343488084 
 01/01  23:00:00,,,32007261.84929912,17032418.28210425,32007261.849299114,7178539.156726382 
 01/01  24:00:00,,,33528640.857228618,18028784.940568868,33528640.85722862,7234629.300042123 
 01/02  01:00:00,,,25992848.3489512,12840568.498212267,25992848.3489512,7060711.430313413 
 01/02  02:00:00,,,19207811.769355897,11638649.523163604,19207811.769355897,2459675.8582276013 
 01/02  03:00:00,,,18720492.82057275,11524354.455204181,18720492.82057275,2047815.7978900597 
 01/02  04:00:00,,,19103311.322894674,11419483.047976982,19103311.322894674,2500343.9176917393 
 01/02  05:00:00,,,19276353.127449293,11734097.269658582,19276353.127449293,1975112.2618186004 
 01/02  06:00:00,,,26273674.105896503,13954199.911748838,26273674.105896495,6977077.403012423 
 01/02  07:00:00,,,31701409.86931219,16422917.823952163,31701409.869312182,7140908.3780660415 
 01/02  08:00:00,,,31168891.420925137,16518535.94293721,31168891.420925133,7453897.161029673 
 01/02  09:00:00,,,27513520.875120077,17000878.319962297,27513520.875120062,7415653.600257071 
 01/02  10:00:00,,,27489428.402044058,16994713.374408163,27489428.40204405,7378639.937524642 
 01/02  11:00:00,,,29701079.62528023,19447163.07270458,29701079.625280224,7126545.706877179 
 01/02  12:00:00,,,34139885.58655697,23452230.6577031,34139885.58655697,7251465.204261926 
 01/02  13:00:00,,,30708116.05674296,19552439.543894563,30708116.05674296,7495636.629340943 
 01/02  14:00:00,,,29849403.45314026,19341886.601514593,29849403.45314025,7364547.217155248 
 01/02  15:00:00,,,29384879.2953901,19131333.659134626,29384879.295390088,7095844.122097888 
 01/02  16:00:00,,,29266772.2804826,19131333.659134626,29266772.280482594,6992218.214032901 
 01/02  17:00:00,,,33155262.064952392,21369734.680749394,33155262.06495239,7110590.391927691 
 01/02  18:00:00,,,38237957.09256862,22944543.66398208,38237957.09256861,7324527.583110344 
 01/02  19:00:00,,,38329081.86257701,22733990.72160211,38329081.86257701,7631108.169381574 
 01/02  20:00:00,,,38533714.94200919,22523437.779222142,38533714.94200919,7664843.667871709 
 01/02  21:00:00,,,38345279.65644497,22312884.836842176,38345279.65644496,7715071.696815162 
 01/02  22:00:00,,,37679842.84834776,22102331.894462205,37679842.84834775,7470392.467170867 
 01/02  23:00:00,,,32175661.112622995,17032418.28210425,32175661.11262299,7350631.121610388 
 01/02  24:00:00,,,33606097.72337359,18028784.940568868,33606097.723373584,7313964.148737112 
 01/03  01:00:00,,,26077721.114871457,12840568.498212267,26077721.114871457,7145926.917337494 
 01/03  02:00:00,,,19162826.534760498,11638649.523163604,19162826.534760494,2412480.45929119 
 01/03  03:00:00,,,18817624.852300204,11524354.455204181,18817624.852300204,2140692.156956108 
 01/03  04:00:00,,,19398460.431635946,11419483.047976982,19398460.431635942,2789138.3435878702 
 01/03  05:00:00,,,21982193.15340938,11734097.269658582,21982193.153409377,3048882.8569855834 
 01/03  06:00:00,,,28319603.02604445,13954199.911748838,28319603.026044443,7723079.537703237 
 01/03  07:00:00,,,32589603.403814442,16422917.823952163,32589603.403814442,7425108.22775544 
 01/03  08:00:00,,,31534586.616785623,16518400.537997073,31534586.616785623,7833383.636422273 
 01/03  09:00:00,,,27916753.311400305,17000263.788681503,27916753.3114003,7834533.118527155 
 01/03  10:00:00,,,27994576.72720784,16994713.374408163,27994576.727207836,7902449.938739255 
 01/03  11:00:00,,,30162209.305313185,19447163.07270458,30162209.30531318,7609059.358945858 
 01/03  12:00:00,,,34693798.87843487,23452230.6577031,34693798.87843487,7824495.221903853 
 01/03  13:00:00,,,31372806.22160143,19552439.543894563,31372806.221601427,8181547.477178404 
 01/03  14:00:00,,,30530095.023430116,19341886.601514593,30530095.02343011,8067691.174004601 
 01/03  15:00:00,,,30032080.154993948,19131333.659134626,30032080.154993936,7765472.690156225 
 01/03  16:00:00,,,29935226.273342468,19191733.989931766,29935226.273342453,7623047.533808231 
 01/03  17:00:00,,,33891717.44132112,21422841.579789054,33891717.44132112,7821955.158755559 
 01/03  18:00:00,,,39024767.679421455,22944543.66398208,39024767.67942145,8139657.778786756 
 01/03  19:00:00,,,39229667.299653366,22733990.72160211,39229667.299653366,8555746.839116227 
 01/03  20:00:00,,,39079631.41336961,22523437.779222142,39079631.41336961,8616387.00374856 
 01/03  21:00:00,,,38877618.32742761,22312884.836842176,38877618.3274276,8625153.024075678 
 01/03  22:00:00,,,38239645.39071405,22102331.894462205,38239645.390714034,8320058.925786525 
 01/03  23:00:00,,,32909208.232572015,17032418.28210425,32909208.232572015,8091339.524476793 
 01/03  24:00:00,,,34260932.96416808,18028784.940568868,34260932.96416808,7969393.717263706 
 01/04  01:00:00,,,26619200.215175144,12840568.498212267,26619200.215175144,7685191.445097579 
 01/04  02:00:00,,,21084458.195126664,11638649.523163604,21084458.19512666,4339354.931824359 
 01/04  03:00:00,,,20346446.244045503,11524354.455204181,20346446.244045503,3675576.718233822 
 01/04  04:00:00,,,20715871.809536397,11419483.047976982,20715871.809536394,4119701.503037763 
 01/04  05:00:00,,,20598555.858153615,11734097.269658582,20598555.85815361,3305602.8215361005 
 01/04  06:00:00,,,27352624.999214344,13954199.911748838,27352624.999214336,8064476.4366690535 
 01/04  07:00:00,,,32868636.438340664,16422917.823952163,32868636.438340653,8317616.522949876 
 01/04  08:00:00,,,32506606.437008783,16407235.864147168,32506606.437008776,8918855.712924417 
 01/04  09:00:00,,,28557916.592079908,16678883.96083821,28557916.5920799,8799353.4159788 
 01/04  10:00:00,,,28556002.26920349,16994713.374408163,28556002.269203488,8465691.567040415 
 01/04  11:00:00,,,30359301.282509208,19447163.07270458,30359301.2825092,7808102.350007315 
 01/04  12:00:00,,,34772082.67421985,23452230.6577031,34772082.67421985,7904221.141190289 
 01/04  13:00:00,,,31439923.009272166,19552439.543894563,31439923.00927216,8249462.282609007 
 01/04  14:00:00,,,30481614.055369586,19341886.601514593,30481614.055369575,8019564.96507664 
 01/04  15:00:00,,,29912562.63268474,19131333.659134626,29912562.63268474,7646078.229135279 
 01/04  16:00:00,,,29803404.014754996,19131333.659134626,29803404.014754996,7551617.720812344 
 01/04  17:00:00,,,33673430.1667608,21237772.45685636,33673430.166760795,7787411.550981272 
 01/04  18:00:00,,,38963855.030137934,22944543.66398208,38963855.030137934,8077941.790716634 
 01/04  19:00:00,,,39174001.58363006,22733990.72160211,39174001.583630055,8500586.343914757 
 01/04  20:00:00,,,39374180.82900541,22523437.779222142,39374180.82900541,8528656.761314277 
 01/04  21:00:00,,,39119816.842619784,22312884.836842176,39119816.84261978,8509494.0572124 
 01/04  22:00:00,,,38335827.18263417,22102331.894462205,38335827.18263416,8140741.248064066 
 01/04  23:00:00,,,32710815.755830154,17032418.28210425,32710815.755830146,7892825.654152043 
 01/04  24:00:00,,,34074043.31207854,18028784.940568868,34074043.31207854,7782504.06517417 
 01/05  01:00:00,,,26453644.87118042,12840568.498212267,26453644.871180415,7519287.23857717 
 01/05  02:00:00,,,21116627.882003997,11638649.523163604,21116627.882003997,4363717.561399327 
 01/05  03:00:00,,,20929454.235088132,11524354.455204181,20929454.235088125,4262209.477474036 
 01/05  04:00:00,,,21250039.70964883,11419483.047976982,21250039.709648825,4662735.519670941 
 01/05  05:00:00,,,21437192.71212717,11734097.269658582,21437192.71212717,4146785.341576721 
 01/05  06:00:00,,,26825244.014440212,13954199.911748838,26825244.014440212,7575352.815737674 
 01/05  07:00:00,,,32297468.834803227,16422917.823952163,32297468.834803227,7746072.753983688 
 01/05  08:00:00,,,31779836.927435543,16464027.869623726,31779836.92743554,8134455.2596405335 
 01/05  09:00:00,,,27883250.338511858,16735533.616871566,27883250.338511854,8067206.246082302 
 01/05  10:00:00,,,28055258.433938038,16994713.374408163,28055258.433938034,7964198.474362163 
 01/05  11:00:00,,,30047202.63954666,19447163.07270458,30047202.639546648,7494940.870845164 
 01/05  12:00:00,,,34433146.145034984,23452230.6577031,34433146.14503498,7556415.868432218 
 01/05  13:00:00,,,30965734.194593247,19552439.543894563,30965734.194593236,7760389.345775894 
 01/05  14:00:00,,,30071217.92240009,19341886.601514593,30071217.922400087,7605506.484651994 
 01/05  15:00:00,,,29591025.038046714,19131333.659134626,29591025.038046703,7324431.161269364 
 01/05  16:00:00,,,29513390.910788704,19131333.659134626,29513390.910788704,7261712.256777389 
 01/05  17:00:00,,,32861862.4650081,20678076.536977872,32861862.465008095,7536893.973487586 
 01/05  18:00:00,,,38798008.802149676,22944543.66398208,38798008.802149676,7912842.607803756 
 01/05  19:00:00,,,39108292.14936006,22733990.72160211,39108292.14936006,8434083.478724726 
 01/05  20:00:00,,,39394681.81121211,22523437.779222142,39394681.8112121,8548446.879669974 
 01/05  21:00:00,,,39085418.27662383,22312884.836842176,39085418.27662383,8474960.274710555 
 01/05  22:00:00,,,38360152.87628231,22102331.894462205,38360152.876282305,8165155.95240966 
 01/05  23:00:00,,,32886003.83374672,17032418.28210425,32886003.833746716,8068042.146168018 
 01/05  24:00:00,,,34365690.24819165,18028784.940568868,34365690.24819164,8074151.001287272 
 01/06  01:00:00,,,26748769.03689152,12840568.498212267,26748769.03689152,7815015.984129671 
 01/06  02:00:00,,,21069802.94375072,11638649.523163604,21069802.94375072,4324465.665422142 
 01/06  03:00:00,,,20360246.09011895,11524354.455204181,20360246.09011895,3689243.496752697 
 01/06  04:00:00,,,20839088.299412455,11419483.047976982,20839088.299412448,4238964.682112838 
 01/06  05:00:00,,,22021973.954288356,11734097.269658582,22021973.954288352,3097325.850794955 
 01/06  06:00:00,,,28484237.118114725,13954199.911748838,28484237.118114725,7897738.880545789 
 01/06  07:00:00,,,33354614.792983096,16422917.823952163,33354614.792983092,8191133.560750842 
 01/06  08:00:00,,,32407024.70118477,16374402.382441118,32407024.701184765,8851812.024047485 
 01/06  09:00:00,,,28413775.33688661,16678883.96083821,28413775.3368866,8654693.28531925 
 01/06  10:00:00,,,28325314.230885327,16994713.374408163,28325314.23088532,8234492.3244442 
 01/06  11:00:00,,,30183964.7533242,19447163.07270458,30183964.7533242,7632163.086741187 
 01/06  12:00:00,,,34564866.74365573,23452230.6577031,34564866.74365573,7690143.500492721 
 01/06  13:00:00,,,31087319.152012445,19552439.543894563,31087319.15201244,7885751.5249632085 
 01/06  14:00:00,,,30104521.3151933,19341886.601514593,30104521.315193295,7640056.325582401 
 01/06  15:00:00,,,29509980.142505307,19131333.659134626,29509980.142505296,7243091.235753497 
 01/06  16:00:00,,,29335695.923389662,19131333.659134626,29335695.923389655,7083586.619857996 
 01/06  17:00:00,,,33577056.74342136,21601441.533238783,33577056.74342136,7322651.022968296 
 01/06  18:00:00,,,38541305.75052871,22944543.66398208,38541305.75052871,7650998.826414504 
 01/06  19:00:00,,,38700933.17001763,22733990.72160211,38700933.17001762,8025244.110586895 
 01/06  20:00:00,,,38462174.1428037,22523437.779222142,38462174.14280369,7998289.260580975 
 01/06  21:00:00,,,38069640.960103266,22312884.836842176,38069640.96010326,7816399.207930127 
 01/06  22:00:00,,,37365210.51185857,22102331.894462205,37365210.51185857,7445228.652693059 
 01/06  23:00:00,,,32037973.04921602,17032418.28210425,32037973.049216017,7219800.5972484 
 01/06  24:00:00,,,33348562.047121122,18028784.940568868,33348562.047121115,7057022.800216746 
 01/07  01:00:00,,,26285764.623572957,13371552.778228272,26285764.623572957,6813446.457561482 
 01/07  02:00:00,,,18673848.937327854,11638649.523163604,18673848.93732785,1926461.264201114 
 01/07  03:00:00,,,18372791.97295065,11524354.455204181,18372791.97295065,1701447.699606686 
 01/07  04:00:00,,,18765163.94749325,11419483.047976982,18765163.94749325,2170496.8599053044 
 01/07  05:00:00,,,19119583.92579011,11734097.269658582,19119583.92579011,1826937.0564402177 
 01/07  06:00:00,,,24708878.54092764,12468197.120248985,24708878.540927637,6893416.529732585 
 01/07  07:00:00,,,30010081.053895883,14923967.506032174,30010081.053895883,6954467.560701133 
 01/07  08:00:00,,,29907080.025114506,15543141.002185136,29907080.0251145,7170599.865220075 
 01/07  09:00:00,,,27477438.988349095,17243172.572615366,27477438.98834909,7127135.392013222 
