Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,9097612784.302126,288873779.358872,3242139462.092794,225459690.85537183,3983023573.7172446,146610320.01011646,4087739853.65176,138587458.6465842,4228927200.513068,129077949.38996217,7900707360.86048,238739292.97617197,4213833719.200861,139658029.5851851,4237481009.0327306,124465375.87896748,4531595583.463822,84574029.93846498,8221616963.050972,4245663.506996112,69647217701.0057,224532500749.34363 
February,9138625882.15998,207976504.2182819,3242703474.1714044,156582633.38093796,3975394921.9658003,95159547.40696481,4069552023.724111,96330492.05281147,4164643961.6011477,89788903.25507149,7763916484.807235,139928395.5843754,4138977799.410159,81262754.16133888,4169078940.662186,79244192.09499367,4501713620.069267,44450481.6280762,8028372038.307541,23615.444774984007,62694439410.87414,222514687770.95905 
March,5390660079.00172,2019430955.6377933,1657425778.8566558,990829422.9319545,2058210873.1704898,866649953.2157389,2164476862.7501163,835610601.426724,2266929788.981011,796113417.0760754,4255293092.452652,1600342303.8687181,2274483671.541434,812428688.7990701,2305654923.638887,794936393.3414571,2553512994.8366823,704644569.7376577,5334014628.604178,409977459.1520823,67997672032.818466,144584716454.68164 
April,1941534783.769569,3656014028.2517886,356801002.98067516,1655530617.6483152,557630591.3401749,1474769505.9511874,650056812.3905765,1422588448.254348,719534571.7274122,1367323029.9866881,1370358716.4868054,2723585496.5380116,726313065.1510442,1367040842.3787432,746994358.0044737,1331912588.6774669,919695197.2498392,1212753748.2088177,2399451201.1329274,799790248.8271424,63114009912.7967,67062590821.67631 
May,209835690.7519705,6818954245.1649885,29121705.15431679,3175236236.2833724,38929222.405259386,2849910930.9833455,53671518.87328573,2754770761.8438244,60281880.10050651,2680136627.8553843,119672826.72340168,5065994698.990316,62601538.26587599,2564560454.7114244,66319734.48397667,2497406939.341221,97236693.37258509,2294424949.771649,438201893.2455021,1900303836.8056693,67200585601.55196,9165333146.993742 
June,32506463.48912325,9382895932.56514,13823185.587485751,4890586180.025994,12775592.84129005,4095531092.3408237,13047755.105071105,4033736451.692334,14225430.824115135,3959784069.112474,28028369.186023403,7523401008.860297,15314494.727183867,3877373517.3368373,16012811.891009705,3811608131.542606,17856049.90838544,3577119756.400566,23845724.172691006,3294636557.7813244,73920470624.28236,0.0 
July,12940833.687954463,12466226780.465517,6202391.237066861,6461614567.1265545,4809296.099693698,5313680876.124068,5149116.216751935,5252579001.815275,5835343.005234022,5153113058.447573,8866240.537286302,9882811508.398464,4784030.155556651,5127196602.163108,5184550.373173033,5068125206.913047,7296293.323473576,4901007800.644863,12918868.084913,4787867654.624762,87058660257.40623,0.0 
August,18466758.049044956,11626098962.954683,6169811.242413678,6054728967.633438,5094701.081378681,5031858213.61002,5590509.290696678,4966951247.260934,6235748.19251035,4897347873.101785,12102359.471573308,9380346723.721207,6641926.167141839,4850492850.76382,7028704.989756186,4793639586.714748,10493732.651962891,4629914658.456018,17638773.80468252,4529155189.917107,83015108397.77332,0.0 
September,38357258.106800444,9470559389.994528,17835606.060261793,4481677961.150472,16541668.655468466,3882969324.5448008,16734050.483817665,3795456560.7302666,17219657.50044053,3747896520.681618,33732381.38782979,7075261709.507786,18501916.52547129,3613297100.5975523,18327175.826757997,3568031850.840529,19695131.326499265,3426103468.087262,45879778.15201776,3218260831.933312,70852267529.51813,989808187.04738 
October,419253656.6311017,6739748936.820916,58645480.19809894,2974467650.968038,112723851.01941355,2718513059.318702,145426702.21427193,2608651798.628657,167440160.68555796,2535913504.1028204,319528080.76728463,4848926479.292587,172062167.7024362,2464069683.3145833,171139977.50978306,2408874709.3713927,218545712.29982966,2257365914.511711,726402918.8059787,1911580095.2163973,67228025969.399635,27178458907.14537 
