Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,7649651972.496699,1063130426.8293936,2405573915.307897,598534953.9261019,3191548609.5030622,465957414.46315765,3381853871.331973,452938297.7400792,3488835706.43278,419272551.77293265,6908883809.255709,675273608.4966017,3638407368.436108,354109115.0483794,3720160598.880093,342264325.44081205,4103850940.0076942,269406750.8239247,7989916231.77823,24793295.128080234,90085350293.9164,144754011108.63474 
February,7613034286.808716,826001760.9426155,2435527435.8617105,454078558.4506571,3151607708.305388,348346610.42782193,3308262274.0561643,339819330.74561244,3407279413.799809,312067496.86136305,6631578446.370034,518002396.6505488,3550066767.014692,271315762.7298434,3603950460.4705777,257582064.941674,3956518390.5145974,199556246.15670294,7698595486.0585375,4269192.325191647,81159547805.77515,143183401404.77548 
March,4290449451.84861,3046724411.016959,1081581241.7414408,1498476942.2706652,1511584938.6819763,1289644737.1173887,1650800975.076954,1246728592.9755635,1731084427.2781348,1195275497.7613316,3431878414.907664,2167269762.2415156,1836136061.6446204,1093053218.9210155,1883152349.8110816,1060789994.1324592,2147152236.5854747,949293417.7839969,5039521166.16365,490064172.8156896,88774490824.15327,85209103213.88661 
April,1286954402.3286314,4916162185.776127,132445316.21505496,2502224633.71741,250342338.83054793,2050373413.690872,341601476.32191557,1968976223.8419855,396907046.81368625,1897093042.1416407,852228735.2096826,3487096142.070261,460007761.9205891,1724134122.8257303,485616132.37436646,1676049892.4239776,646512313.7737286,1516065320.241181,2290805867.5428276,960532808.6903353,83136762223.98332,30466992056.930576 
May,86820002.80875988,8446686253.603127,25020120.8660517,4647635100.584639,25533077.75511851,3711378536.412417,26632668.804734718,3607964291.65987,27806835.20723587,3515497330.190048,51996444.403434224,6391765193.858084,28558638.555582017,3233209295.778982,29488047.322261374,3120382096.0292335,45486567.2375234,2824662939.8044353,348713648.6643958,2179716822.99127,90648362906.789,1434711208.9001846 
June,23234256.547365613,11911228129.921543,6685614.911590027,6552150191.006682,5856513.818892085,5302206419.030377,7135747.82793607,5227111527.750158,7902520.682012371,5142968237.891313,17936971.99345445,9507870797.391861,10960501.235870842,4900989879.898838,11707638.046183676,4816505400.816961,14710157.028539315,4552151301.841329,24260308.414462205,3917303349.4356318,100638611377.58612,0.0 
July,8805997.70055454,15460468657.16329,5896741.076617099,8111573043.073139,3219492.55863174,6622096872.578556,2981105.137222913,6504586038.876588,3848485.537007495,6411032365.01055,9012465.969586717,11940134790.732681,4551876.327965029,6171103165.061922,4695268.340053464,6111322970.00456,5711628.482042593,5932872432.166593,12195462.527979348,5585556049.413816,116218678653.10512,0.0 
August,11428585.796689948,14594205339.746338,8216505.113668935,7758116725.989513,4629987.917854607,6399100391.203527,4930535.4145499375,6305938000.935471,4960907.070176289,6215418692.580156,11735072.855939075,11564864207.399694,6133905.459692479,5971524799.17337,6405795.685439729,5911249341.140876,8170331.437022403,5743493894.287856,17342652.382662848,5361991972.029703,112278199096.86012,0.0 
September,25816877.02327205,11264873593.987755,12101173.607693067,6056154135.56261,10287225.508317195,4804897497.678478,10432101.138627168,4706707590.6745825,11597816.923053866,4624755233.190971,24729809.749055225,8542331692.780681,13663129.82890806,4372246699.277247,14344886.78593258,4288256330.2856183,17886944.79238098,4074589404.8518167,38985487.30439801,3625340563.19692,96034468300.82051,37100746.646356344 
October,222880856.02960023,8101742871.368505,28935309.614634853,4026342459.196825,56289537.14664838,3328907018.161795,82578257.38703837,3234706892.693831,92963827.92503496,3147423011.095945,200271813.89679623,5760062187.830281,108488736.96515101,2888218218.33821,110739492.99304792,2821227332.529577,140536840.0814816,2638418638.0626774,655894091.8044368,2115958376.4169657,89533195091.65967,8134936574.451591 
