Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,19692133.739651754,8602228.384223798,19692133.73965175,5215519.7544438485 
 01/01  02:00:00,,,21137953.96102773,7688225.564999428,21137953.961027727,8239851.505415063 
 01/01  03:00:00,,,19367343.108673453,7648048.540225983,19367343.108673453,6565040.419063015 
 01/01  04:00:00,,,20218984.738721903,7580631.104658181,20218984.738721903,7421829.994203318 
 01/01  05:00:00,,,21313241.17808978,7782883.411361582,21313241.17808978,7929912.756016393 
 01/01  06:00:00,,,21274108.65580768,8254805.460336182,21274108.65580768,7386470.507883278 
 01/01  07:00:00,,,25847266.26653175,9555521.077032542,25847266.266531743,7832016.9584871605 
 01/01  08:00:00,,,23763572.884435095,9719122.410009319,23763572.884435095,9814404.358096497 
 01/01  09:00:00,,,23027043.39975667,10234756.376843486,23027043.39975667,9371154.05724575 
 01/01  10:00:00,,,22890009.09895688,10437789.879518233,22890009.09895688,9017420.201947931 
 01/01  11:00:00,,,25039096.898038022,11515653.021984326,25039096.898038022,10084886.349327952 
 01/01  12:00:00,,,33719862.58461077,15407924.696087645,33719862.58461077,14607796.369022395 
 01/01  13:00:00,,,31146398.879053503,11583330.856209243,31146398.8790535,15592871.395191822 
 01/01  14:00:00,,,30727655.109577138,11447975.187759409,30727655.109577138,15848545.036104416 
 01/01  15:00:00,,,30262670.885144085,11312619.519309577,30262670.885144077,15510562.753057154 
 01/01  16:00:00,,,27608936.83589428,11312619.519309577,27608936.835894275,12863343.705953766 
 01/01  17:00:00,,,25690168.89968569,11145896.848503236,25690168.899685677,11232238.074797783 
 01/01  18:00:00,,,28435933.518518772,12162950.080814084,28435933.518518772,10487189.764424808 
 01/01  19:00:00,,,29639173.093688574,12298126.19437301,29639173.093688577,9084377.522660226 
 01/01  20:00:00,,,29575608.560783878,12162770.525923178,29575608.560783878,8763295.437702017 
 01/01  21:00:00,,,29759366.16634541,12027414.857473345,29759366.16634541,9125039.021076344 
 01/01  22:00:00,,,27222539.950566016,11892059.189023513,27222539.950566016,6958484.780473893 
 01/01  23:00:00,,,23878443.31864841,10698662.981203664,23878443.318648405,5141420.16268711 
 01/01  24:00:00,,,26434302.408733416,12813180.851529162,26434302.408733416,5214054.337273891 
 01/02  01:00:00,,,19682360.434964687,8294396.498244813,19682360.434964687,5196746.323584698 
 01/02  02:00:00,,,15116066.767870693,7688225.564999428,15116066.76787069,2264477.8679199843 
 01/02  03:00:00,,,14868382.71263261,7648048.540225983,14868382.71263261,2029056.3151696324 
 01/02  04:00:00,,,14882534.585018441,7580631.104658181,14882534.585018441,2077013.3692639847 
 01/02  05:00:00,,,15419519.209013807,7782883.411361582,15419519.209013805,2036830.7102921389 
 01/02  06:00:00,,,20093425.894513387,8995251.865576968,20093425.894513387,5708909.342534871 
 01/02  07:00:00,,,24139379.766165413,10385047.67022654,24139379.766165413,5570885.9978595385 
 01/02  08:00:00,,,19624112.21312101,9957300.584600536,19624112.213121008,5715421.663072717 
 01/02  09:00:00,,,19343165.09548706,10604474.174703907,19343165.09548706,5585831.265666477 
 01/02  10:00:00,,,19392391.287514634,10807507.677378654,19392391.287514634,5413205.865357176 
 01/02  11:00:00,,,20606903.706272293,12255103.472784137,20606903.706272293,5156565.415236837 
 01/02  12:00:00,,,25973280.900243174,16147375.146887459,25973280.90024317,6192032.644161749 
 01/02  13:00:00,,,22623752.419815924,12322781.307009054,22623752.419815924,6335767.512258825 
 01/02  14:00:00,,,23559968.412959754,12187425.638559222,23559968.412959754,7962279.69343431 
 01/02  15:00:00,,,23897768.933536086,12052069.97010939,23897768.933536086,8419737.972696539 
 01/02  16:00:00,,,21930712.37732532,12052069.97010939,21930712.37732532,6472212.193692824 
 01/02  17:00:00,,,21537134.921038445,12255103.472784137,21537134.921038445,5992793.545404728 
 01/02  18:00:00,,,24639620.257811695,13401629.544463374,24639620.257811688,5468076.623216896 
 01/02  19:00:00,,,27484207.439506125,14051137.086084565,27484207.439506125,5201441.721805667 
 01/02  20:00:00,,,27779776.0444429,13915781.417634733,27779776.0444429,5263737.125369993 
 01/02  21:00:00,,,27676724.84824686,13780425.749184899,27676724.848246854,5355985.254239613 
 01/02  22:00:00,,,27243670.511219397,13645070.080735067,27243670.511219393,5327316.670065677 
 01/02  23:00:00,,,23917134.8011105,10698662.981203664,23917134.8011105,5337820.960540566 
 01/02  24:00:00,,,26564795.08687213,12813180.851529162,26564795.08687213,5446633.913126685 
 01/03  01:00:00,,,19879805.48388615,8294396.498244813,19879805.48388615,5460329.212824075 
 01/03  02:00:00,,,15002328.03538507,7688225.564999428,15002328.03538507,2177838.907396794 
 01/03  03:00:00,,,14801430.30043758,7648048.540225983,14801430.30043758,1982243.069597348 
 01/03  04:00:00,,,15672163.68907965,7580631.104658181,15672163.68907965,2889442.4290328934 
 01/03  05:00:00,,,17264923.415860515,7782883.411361582,17264923.41586052,2275588.20100333 
 01/03  06:00:00,,,21662255.199632835,8995251.865576968,21662255.199632835,6000459.558894352 
 01/03  07:00:00,,,25059092.621059187,10385047.67022654,25059092.621059183,5898058.306356705 
 01/03  08:00:00,,,19889838.21138899,9916279.541626189,19889838.21138899,6045509.157419367 
 01/03  09:00:00,,,19470080.026671246,10604474.174703907,19470080.02667125,5732737.1339654485 
