Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),Electricity:Building [J](Hourly),ElectricityNet:Facility [J](Hourly),Electricity:HVAC [J](Hourly) 
 01/01  01:00:00,,,27360196.661396686,12651236.535703,27360196.661396682,9095220.389277294 
 01/01  02:00:00,,,19644275.142319575,11697662.145239428,19644275.142319575,2918101.985028562 
 01/01  03:00:00,,,19295015.47186379,11696603.41058598,19295015.471863788,2475965.320630295 
 01/01  04:00:00,,,19825611.76400852,11590067.684898179,19825611.76400852,3094956.650787869 
 01/01  05:00:00,,,21315674.65632312,11909674.861961583,21315674.65632312,3872547.4511937257 
 01/01  06:00:00,,,27239134.967007753,12655424.941776183,27239134.96700775,9357737.064431537 
 01/01  07:00:00,,,31776945.08216113,13997223.066775737,31776945.08216113,9749705.275753612 
 01/01  08:00:00,,,32072906.963259175,14456317.448195579,32072906.963259168,9710694.335446618 
 01/01  09:00:00,,,28736360.06683263,15251180.422380459,28736360.066832624,9680284.488352986 
 01/01  10:00:00,,,27808370.440269895,15193646.939872632,27808370.440269887,9617723.99267477 
 01/01  11:00:00,,,28924106.18078994,16467857.001470724,28924106.180789933,9458676.094495175 
 01/01  12:00:00,,,33039922.890423886,20477936.827053245,33039922.890423886,9233245.893231468 
 01/01  13:00:00,,,29231301.08794222,16574804.219522038,29231301.087942217,9150654.702585867 
 01/01  14:00:00,,,28428676.407063264,16360909.783419406,28428676.40706326,9054465.92963903 
 01/01  15:00:00,,,28018575.898175355,16147015.347316774,28018575.898175355,8842457.060386976 
 01/01  16:00:00,,,27795708.845304273,16147015.347316774,27795708.84530427,8635542.066381408 
 01/01  17:00:00,,,32280415.922636222,17114876.54934156,32280415.922636226,8986284.44761681 
 01/01  18:00:00,,,34377662.90405148,17385685.84230924,34377662.90405148,9165867.754657844 
 01/01  19:00:00,,,34231037.06266154,17171791.40620661,34231037.06266154,9233635.609437888 
 01/01  20:00:00,,,34434969.907166325,16957896.97010398,34434969.907166325,9276954.337949075 
 01/01  21:00:00,,,34224236.699772514,16744002.534001349,34224236.699772514,9303971.373005508 
 01/01  22:00:00,,,33898251.56929874,16530108.097898716,33898251.56929873,9388859.435423369 
 01/01  23:00:00,,,32075313.94815037,14983287.435641263,32075313.948150367,9390763.944328338 
 01/01  24:00:00,,,34382709.59308205,16862189.00300836,34382709.59308204,9337110.58141794 
 01/02  01:00:00,,,27092767.3296206,12343404.64972401,27092767.3296206,8749768.461526692 
 01/02  02:00:00,,,19407910.233761836,11697662.145239428,19407910.233761836,2670505.4529655324 
 01/02  03:00:00,,,19586544.331410274,11696603.41058598,19586544.331410274,2754186.8888191436 
 01/02  04:00:00,,,20864557.294713512,11590067.684898179,20864557.294713512,4145637.7071715174 
 01/02  05:00:00,,,21003518.40131746,11909674.861961583,21003518.40131746,3547194.498011142 
 01/02  06:00:00,,,27068497.29626251,13397684.471493762,27068497.296262506,8451406.500163198 
 01/02  07:00:00,,,31533318.614618838,14826749.659969743,31533318.614618834,8668062.13219212 
 01/02  08:00:00,,,32133879.162774183,15040644.096072372,32133879.16277418,9178436.93302508 
 01/02  09:00:00,,,28699627.762343843,15680716.238516735,28699627.762343835,9205658.048443593 
 01/02  10:00:00,,,27693737.703708205,15563364.737733053,27693737.7037082,9125010.394729732 
 01/02  11:00:00,,,28676079.245912507,17207307.452270534,28676079.245912507,8454720.95125132 
 01/02  12:00:00,,,33142176.12459501,21217387.277853053,33142176.12459501,8590880.171083853 
 01/02  13:00:00,,,29519393.906989895,17314254.670321852,29519393.906989887,8673903.961775225 
 01/02  14:00:00,,,28715092.018591646,17100360.23421922,28715092.018591642,8584464.371436562 
 01/02  15:00:00,,,28095482.677337825,16886465.798116587,28095482.67733782,8164026.831539846 
 01/02  16:00:00,,,27905221.033222154,16886465.798116587,27905221.033222146,7988480.862580602 
 01/02  17:00:00,,,33293769.36552157,18844456.47191746,33293769.36552156,8245864.086634589 
 01/02  18:00:00,,,35692449.69052975,19138696.734020796,35692449.69052975,8703464.537759688 
 01/02  19:00:00,,,35607519.74645901,18924802.297918167,35607519.746459,8832619.398870688 
 01/02  20:00:00,,,35759593.82568117,18710907.86181553,35759593.82568117,8824123.377841515 
 01/02  21:00:00,,,35444588.252408266,18497013.425712902,35444588.252408266,8747151.976706762 
 01/02  22:00:00,,,34976348.614397354,18283118.989610266,34976348.614397354,8689696.732577484 
 01/02  23:00:00,,,31005208.146363676,14983287.435641263,31005208.146363672,8320309.207297898 
 01/02  24:00:00,,,33213318.944286942,16862189.00300836,33213318.944286935,8167720.236720045 
 01/03  01:00:00,,,26132699.78901445,12343404.64972401,26132699.789014444,7789429.778771975 
 01/03  02:00:00,,,19895108.021236412,11697662.145239428,19895108.02123641,3127108.119405187 
 01/03  03:00:00,,,20879601.681128755,11696603.41058598,20879601.681128748,4054992.4652349344 
 01/03  04:00:00,,,20916748.24734072,11590067.684898179,20916748.247340716,4182729.6481735697 
 01/03  05:00:00,,,23077062.623502884,11909674.861961583,23077062.623502884,4005108.7928308607 
 01/03  06:00:00,,,27453769.452686667,13397684.471493762,27453769.452686667,7601180.938039567 
 01/03  07:00:00,,,31303048.97628697,14826749.659969743,31303048.976286966,7836971.919326234 
 01/03  08:00:00,,,31302334.00356599,15040644.096072372,31302334.00356599,8345716.18717453 
 01/03  09:00:00,,,28268685.480342202,15813952.13485786,28268685.480342194,8640448.406174414 
 01/03  10:00:00,,,27537100.114357993,15563364.737733053,27537100.11435799,8968338.858817676 
 01/03  11:00:00,,,28933996.76990723,17207307.452270534,28933996.76990722,8713273.821726365 
 01/03  12:00:00,,,33605030.103599906,21217387.277853053,33605030.103599906,9053733.691525914 
 01/03  13:00:00,,,29985819.550681695,17314254.670321852,29985819.55068168,9143811.155452743 
 01/03  14:00:00,,,29245994.616436727,17100360.23421922,29245994.616436727,9116966.336771734 
 01/03  15:00:00,,,29067506.823479008,16886465.798116587,29067506.823479004,9135800.340956233 
 01/03  16:00:00,,,28995608.972940184,16886465.798116587,28995608.97294018,9080648.167789614 
 01/03  17:00:00,,,34114101.30776183,18658495.423078664,34114101.30776183,9253481.122017084 
 01/03  18:00:00,,,36251879.86208978,19138696.734020796,36251879.86208978,9264016.940182261 
 01/03  19:00:00,,,36047188.37869207,18924802.297918167,36047188.37869207,9273839.1075027 
 01/03  20:00:00,,,35853982.10132437,18710907.86181553,35853982.10132437,9295014.271208737 
 01/03  21:00:00,,,35655115.26326774,18497013.425712902,35655115.26326774,9310168.84599894 
 01/03  22:00:00,,,35400897.69370578,18283118.989610266,35400897.693705775,9385396.677589918 
 01/03  23:00:00,,,32165493.360211276,14983287.435641263,32165493.360211268,9481087.232344916 
 01/03  24:00:00,,,34615985.93898114,16862189.00300836,34615985.93898113,9570401.2041592 
 01/04  01:00:00,,,27659675.58697449,12343404.64972401,27659675.586974487,9316178.56338698 
 01/04  02:00:00,,,19712174.067907427,11697662.145239428,19712174.067907427,3017582.734518172 
 01/04  03:00:00,,,19234099.80619417,11696603.41058598,19234099.80619417,2475965.320630295 
 01/04  04:00:00,,,19761040.051546805,11590067.684898179,19761040.051546805,3094956.650787869 
 01/04  05:00:00,,,19907612.245546762,11909674.861961583,19907612.245546762,2475965.320630295 
 01/04  06:00:00,,,28184168.697635364,13397684.471493762,28184168.697635364,9562746.23725717 
 01/04  07:00:00,,,32693885.792830765,14826749.659969743,32693885.792830765,9829205.329038076 
 01/04  08:00:00,,,32781465.135085806,15040644.096072372,32781465.135085803,9827121.569797346 
 01/04  09:00:00,,,29310884.052662447,15692555.100281825,29310884.05266244,9806133.48054563 
 01/04  10:00:00,,,28368914.07489915,15563364.737733053,28368914.074899137,9801099.721915528 
 01/04  11:00:00,,,30016163.517995916,17207307.452270534,30016163.517995916,9796348.576459017 
 01/04  12:00:00,,,34219397.27495137,21217387.277853053,34219397.27495136,9667578.571057497 
 01/04  13:00:00,,,30505349.70607563,17314254.670321852,30505349.706075624,9662135.89716092 
 01/04  14:00:00,,,29744413.660889853,17100360.23421922,29744413.66088985,9615949.68178118 
 01/04  15:00:00,,,29547553.807949685,16886465.798116587,29547553.807949677,9617142.999108534 
 01/04  16:00:00,,,29593421.54457584,16886465.798116587,29593421.54457584,9678764.271078967 
 01/04  17:00:00,,,34530059.41030941,18639575.028778363,34530059.410309404,9688628.7304887 
 01/04  18:00:00,,,36693623.65290595,19138696.734020796,36693623.65290594,9706223.285657126 
 01/04  19:00:00,,,36502494.55880207,18924802.297918167,36502494.55880207,9729506.364370609 
 01/04  20:00:00,,,36688167.206008986,18710907.86181553,36688167.20600898,9754690.449931322 
 01/04  21:00:00,,,36442425.38770449,18497013.425712902,36442425.387704484,9747033.54040931 
 01/04  22:00:00,,,36073915.47073373,18283118.989610266,36073915.470733725,9788654.887208834 
 01/04  23:00:00,,,32541333.24340056,14983287.435641263,32541333.24340056,9857190.32120217 
 01/04  24:00:00,,,34941101.227682985,16862189.00300836,34941101.227682985,9895610.6040376 
 01/05  01:00:00,,,28307620.365963373,12343404.64972401,28307620.365963373,9963963.67004339 
 01/05  02:00:00,,,19759939.07225618,11697662.145239428,19759939.07225618,3094956.650787869 
 01/05  03:00:00,,,19219539.182714254,11696603.41058598,19219539.18271425,2475965.3206302947 
 01/05  04:00:00,,,19758011.367187906,11590067.684898179,19758011.367187906,3094956.6507878685 
 01/05  05:00:00,,,19904972.966256436,11909674.861961583,19904972.966256432,2475965.3206302947 
 01/05  06:00:00,,,28585839.28572253,13397684.471493762,28585839.285722528,9965025.613423938 
 01/05  07:00:00,,,32866944.20462197,14826749.659969743,32866944.204621963,10002309.246619698 
 01/05  08:00:00,,,32933304.302853808,15040644.096072372,32933304.3028538,9979026.522841295 
 01/05  09:00:00,,,29503768.755736295,15717007.340929763,29503768.755736295,9974519.176428959 
 01/05  10:00:00,,,28510980.12200764,15563364.737733053,28510980.12200763,9943062.243321847 
 01/05  11:00:00,,,30099761.391041365,17207307.452270534,30099761.391041353,9879945.892389432 
 01/05  12:00:00,,,34246825.59365729,21217387.277853053,34246825.59365729,9694939.277125387 
 01/05  13:00:00,,,30496105.115089186,17314254.670321852,30496105.115089178,9652689.120460361 
 01/05  14:00:00,,,29694890.881279588,17100360.23421922,29694890.88127958,9566227.962790381 
 01/05  15:00:00,,,29458778.94449582,16886465.798116587,29458778.944495816,9528038.097306104 
 01/05  16:00:00,,,29544071.794789203,16886465.798116587,29544071.7947892,9629487.229617503 
 01/05  17:00:00,,,34586445.68589918,18704700.301645406,34586445.68589918,9679790.487319369 
 01/05  18:00:00,,,36695336.02468511,19138696.734020796,36695336.0246851,9707801.24959322 
 01/05  19:00:00,,,36503831.223046474,18924802.297918167,36503831.22304647,9730760.969537314 
 01/05  20:00:00,,,36676525.832470804,18710907.86181553,36676525.832470804,9742931.459713358 
 01/05  21:00:00,,,36433735.98643209,18497013.425712902,36433735.98643209,9738297.160209693 
 01/05  22:00:00,,,36104749.731881976,18283118.989610266,36104749.731881976,9819501.7536934 
 01/05  23:00:00,,,32578357.761582714,14983287.435641263,32578357.761582706,9894246.419074329 
 01/05  24:00:00,,,34997685.8207213,16862189.00300836,34997685.8207213,9952219.42843657 
 01/06  01:00:00,,,28388559.677740958,12343404.64972401,28388559.677740946,10045039.40311917 
 01/06  02:00:00,,,19780557.461205326,11697662.145239428,19780557.461205326,3094956.650787869 
 01/06  03:00:00,,,19239684.883662626,11696603.41058598,19239684.883662626,2475965.3206302947 
 01/06  04:00:00,,,19805290.754672617,11590067.684898179,19805290.754672617,3094956.6507878685 
 01/06  05:00:00,,,23002845.01864348,11909674.861961583,23002845.018643476,3952250.898458641 
 01/06  06:00:00,,,29885441.363772158,13397684.471493762,29885441.363772154,10035181.982688565 
 01/06  07:00:00,,,33554233.52920633,14826749.659969743,33554233.52920633,10089524.963773869 
 01/06  08:00:00,,,33071061.269329987,15040644.096072372,33071061.269329984,10116837.067079423 
 01/06  09:00:00,,,29615167.47167848,15689260.628169509,29615167.47167848,10113747.353433989 
 01/06  10:00:00,,,28589017.57929015,15563364.737733053,28589017.579290148,10021128.690203087 
 01/06  11:00:00,,,30049539.03119471,17207307.452270534,30049539.031194706,9829599.132798692 
 01/06  12:00:00,,,34141614.090395115,21217387.277853053,34141614.09039511,9589460.229698917 
 01/06  13:00:00,,,30335259.829242244,17314254.670321852,30335259.829242244,9490771.94593674 
 01/06  14:00:00,,,29441709.38554585,17100360.23421922,29441709.385545842,9312302.336310111 
 01/06  15:00:00,,,29190513.615681887,16886465.798116587,29190513.61568188,9258908.128236217 
 01/06  16:00:00,,,29267575.89977451,16886465.798116587,29267575.89977451,9352456.79884742 
 01/06  17:00:00,,,34264057.639199235,18662104.75375646,34264057.63919922,9399722.321903197 
 01/06  18:00:00,,,36446381.96753562,19138696.734020796,36446381.967535615,9458628.336450076 
 01/06  19:00:00,,,36257199.257359274,18924802.297918167,36257199.25735927,9483899.509760343 
 01/06  20:00:00,,,36042752.30988578,18710907.86181553,36042752.30988578,9483984.853907505 
 01/06  21:00:00,,,35784079.877132416,18497013.425712902,35784079.877132416,9439372.101945933 
 01/06  22:00:00,,,35499315.312081866,18283118.989610266,35499315.31208186,9483885.611115035 
 01/06  23:00:00,,,32246942.62090276,14983287.435641263,32246942.62090276,9562566.875371981 
 01/06  24:00:00,,,34651860.76990221,16862189.00300836,34651860.76990221,9606252.58550535 
 01/07  01:00:00,,,28202236.46426944,12651236.535703,28202236.464269437,9543617.906715253 
 01/07  02:00:00,,,19715036.00431244,11697662.145239428,19715036.00431244,3033057.5177721116 
 01/07  03:00:00,,,19234628.79217923,11696603.41058598,19234628.792179227,2475965.3206302947 
 01/07  04:00:00,,,19761816.842645362,11590067.684898179,19761816.842645362,3094956.650787869 
 01/07  05:00:00,,,19898766.191954896,11909674.861961583,19898766.191954892,2475965.320630295 
 01/07  06:00:00,,,27012908.551060453,12655424.941776183,27012908.551060453,9129510.75796278 
 01/07  07:00:00,,,31351891.318201765,13997223.066775737,31351891.318201758,9324428.69117756 
 01/07  08:00:00,,,31717671.179238707,14456317.448195579,31717671.179238703,9354923.461025173 
 01/07  09:00:00,,,29176219.196106166,16042478.683852356,29176219.19610616,9320672.302147843 
 01/07  10:00:00,,,27827871.315836065,15563364.737733053,27827871.315836053,9259319.646792537 
 01/07  11:00:00,,,29033224.903999403,16837582.22687063,29033224.9039994,9189875.55946359 
 01/07  12:00:00,,,33207586.363520287,20847662.05245315,33207586.363520283,9028599.508788262 
 01/07  13:00:00,,,29446987.773868814,16944529.444921948,29446987.77386881,8985809.801038764 
 01/07  14:00:00,,,28700175.802502647,16730635.008819314,28700175.802502643,8948458.967926463 
 01/07  15:00:00,,,28470764.241532248,16516740.572716681,28470764.241532244,8917671.692747675 
 01/07  16:00:00,,,28455964.27651954,16516740.572716681,28455964.276519533,8918219.231537594 
 01/07  17:00:00,,,33378291.201762952,18116895.85978427,33378291.20176294,9066527.20740789 
 01/07  18:00:00,,,36157395.96658332,19138696.734020796,36157395.96658331,9169144.533645838 
 01/07  19:00:00,,,35976279.83147094,18924802.297918167,35976279.83147093,9202414.839588776 
 01/07  20:00:00,,,36155001.08913555,18710907.86181553,36155001.08913555,9220560.96876199 
 01/07  21:00:00,,,35941813.706130736,18497013.425712902,35941813.706130736,9245189.684812881 
 01/07  22:00:00,,,35596496.64217448,18283118.989610266,35596496.64217448,9311210.470841624 
 01/07  23:00:00,,,32033722.754680995,14983287.435641263,32033722.754680995,9349371.926250001 
 01/07  24:00:00,,,34467244.180571675,16862189.00300836,34467244.180571675,9421645.474481389 
 01/08  01:00:00,,,27924547.41687373,12651236.535703,27924547.416873727,9266291.05785851 
 01/08  02:00:00,,,19750448.728649333,11697662.145239428,19750448.728649333,3026179.8363259165 
 01/08  03:00:00,,,19292739.897348084,11696603.41058598,19292739.897348084,2475965.320630295 
 01/08  04:00:00,,,19831228.804736268,11590067.684898179,19831228.804736268,3094956.650787869 
 01/08  05:00:00,,,21447800.927619673,11909674.861961583,21447800.92761967,4001196.397722483 
 01/08  06:00:00,,,26873255.68818929,12655424.941776183,26873255.68818929,8991599.81430125 
 01/08  07:00:00,,,31366656.33186564,13997223.066775737,31366656.331865642,9339166.669449978 
 01/08  08:00:00,,,31816001.752889015,14456317.448195579,31816001.752889015,9453367.014205784 
 01/08  09:00:00,,,28523045.72614349,15256298.19349421,28523045.726143487,9461600.530325267 
 01/08  10:00:00,,,27658545.780587673,15193646.939872632,27658545.780587662,9467749.255182164 
 01/08  11:00:00,,,28906836.2875164,16467857.001470724,28906836.287516393,9441335.26624072 
 01/08  12:00:00,,,33086439.28161384,20477936.827053245,33086439.281613834,9279762.707174236 
 01/08  13:00:00,,,29303104.531032193,16574804.219522038,29303104.53103219,9224909.319850331 
 01/08  14:00:00,,,28603794.29241719,16360909.783419406,28603794.292417187,9230192.80519357 
 01/08  15:00:00,,,28450337.917009972,16147015.347316774,28450337.91700997,9274626.962240163 
 01/08  16:00:00,,,28552434.28927819,16147015.347316774,28552434.289278187,9392558.2875529 
 01/08  17:00:00,,,32691995.643186208,17043955.35067414,32691995.643186208,9469336.561551303 
 01/08  18:00:00,,,34730003.678013675,17385685.84230924,34730003.67801367,9518699.06491336 
 01/08  19:00:00,,,34596609.02915791,17171791.40620661,34596609.02915791,9599725.10079331 
 01/08  20:00:00,,,34822226.08318107,16957896.97010398,34822226.08318107,9664643.050795548 
 01/08  21:00:00,,,34616884.58087161,16744002.534001349,34616884.58087161,9697160.525945645 
 01/08  22:00:00,,,34255695.41959071,16530108.097898716,34255695.41959071,9746598.933191726 
 01/08  23:00:00,,,32482008.508522253,14983287.435641263,32482008.50852225,9797757.436180145 
