Date/Time,CORE_BOTTOM:Zone Air System Sensible Heating Energy [J](Monthly),CORE_BOTTOM:Zone Air System Sensible Cooling Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),TOPFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),MIDFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Heating Energy [J](Monthly),FIRSTFLOOR_PLENUM:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_MID:Zone Air System Sensible Heating Energy [J](Monthly),CORE_MID:Zone Air System Sensible Cooling Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Heating Energy [J](Monthly),CORE_TOP:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_TOP_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_BOT_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_3:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_2:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_1:Zone Air System Sensible Cooling Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Heating Energy [J](Monthly),PERIMETER_MID_ZN_4:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,0.0,21560547778.38532,382273386.6260381,3464591906.169815,86437306.47778843,2094299275.0123463,40807112.48964068,2201709764.6184916,0.0,18186026258.076775,0.0,17213108424.411797,66557131.365376756,3819860115.906002,37014597.80114896,3630744782.7623878,45451449.58705626,8458698189.079916,43379384.67060161,3664499498.4420834,4995733.17736899,3344643477.250572,1606217.975129318,3184252159.2401676,167508346.58608904,7574414372.1926565,2151460.6617488167,3156067811.5699096,3760206.110571478,3898243194.611389,2520160.829157039,3551162484.778709,791770.7430623313,8278475936.998425,2864694.5201690765,3681624638.487708,110721940956.84256,11971387501.070457 
February,0.0,20541302442.694603,223475502.60704908,4043272515.7818336,26306937.456825808,2300116741.3926654,20145481.77514091,2350977904.8464985,0.0,17500717520.907417,0.0,16837487722.067686,6681146.2756895935,4050439806.4756837,3097097.184667561,4019592170.308209,3554756.4587174156,8167201592.603553,3591450.36862456,4013338522.4096937,136210.75551073859,3268772947.622912,0.0,3431743920.555538,37700958.99345345,7248103044.374946,0.0,3353942801.7058077,0.0,4058020527.9172907,0.0,3904660444.8292494,0.0,7941764321.140057,0.0,3988694105.9246984,102880190734.78246,10927548316.056305 
March,0.0,23962111183.73385,264562123.19208512,5370429938.988813,14105093.939770075,2989561584.139472,13575114.580992859,2822085392.0630684,0.0,20629138678.369335,0.0,20332855514.82087,2754662.646976864,5263194104.81711,1286244.976882546,5385310362.583446,495019.74966439186,8396971097.507401,536695.0940266815,5438490130.861342,0.0,3765981264.2642474,0.0,4216602425.212015,112646680.32973656,6461592851.560874,0.0,4216654282.137591,0.0,5127409888.1301775,0.0,5123470217.334981,0.0,8069608444.5830965,0.0,5292946534.34882,121334180457.05002,12433240426.212206 
April,0.0,22855034054.7434,121860020.0233215,6780254392.51526,9788151.813746154,3572149029.3949256,3437402.0145991175,3138946291.2278905,0.0,20389285214.354633,0.0,21015843832.86361,0.0,6357246806.4770365,0.0,6224139015.687948,0.0,7694031554.904623,0.0,6295617428.347968,0.0,4325664830.145696,0.0,4785343894.740035,22992369.348887302,5839278534.029846,0.0,4799466657.630753,0.0,5926638195.084399,0.0,5753517257.936389,0.0,7173519826.73482,0.0,5931898318.075715,120682775376.89545,11363422414.22964 
May,0.0,24275582844.07493,67549092.83153425,7806389611.761075,7449666.314679384,4064369507.052386,1842507.2669251957,3486960020.8046103,0.0,21900469966.4358,0.0,23110283227.262184,0.0,7740853455.844966,0.0,7156895369.467846,0.0,7580584439.502463,0.0,6635509846.392516,0.0,5288471551.808753,0.0,5549714395.530846,0.0,5776935735.542232,0.0,5006011079.458169,0.0,7216022631.871033,0.0,6641946680.748863,0.0,7035877218.590522,0.0,6264267816.478709,140321682969.35855,11619766297.883131 
June,0.0,24836209272.75764,30044364.332938153,8422581125.298559,4485734.015895474,4443561015.074051,588072.6955112255,3951112498.543489,0.0,22284679178.60621,0.0,23796315870.74266,0.0,8682232392.8291,0.0,7337586333.078741,0.0,8029606182.875895,0.0,6705693852.774991,0.0,6579935037.365795,0.0,6029838761.952352,0.0,6926475486.462624,0.0,5352828348.794108,0.0,8088197321.25618,0.0,6778589194.712653,0.0,7453481380.473339,0.0,6294362967.121794,146021235690.3343,11043486669.090937 
July,0.0,24238689683.20084,28193828.929202437,8830947384.483595,9214814.345389515,4626643702.96094,1364527.068286816,4117827313.353456,0.0,22133221787.23823,0.0,23679250409.882626,0.0,8860593725.736155,0.0,7579604773.544328,0.0,8398257540.466784,0.0,7085292355.353164,0.0,6993699938.976608,0.0,6445481803.058545,0.0,7566880475.736529,0.0,5897375323.348166,0.0,8175848115.324206,0.0,6968771955.290634,0.0,7730811224.055343,0.0,6612887456.176232,147605659525.20358,10683007418.452713 
August,0.0,26261257287.2907,25948984.681138705,8801790168.426882,5760849.309020416,4746321304.62779,1645770.2199280625,4426476534.817076,0.0,23374759163.717953,0.0,24907040326.62414,0.0,8744687960.446426,0.0,7420362658.838642,0.0,9336431235.367205,0.0,7506530386.074497,0.0,7357597814.153331,0.0,6661282007.600314,0.0,8990574197.709309,0.0,6710975391.8821535,0.0,8101227645.2146015,0.0,6805605984.751359,0.0,8659783792.195345,0.0,7029219584.894868,155927449664.1286,11086201833.723234 
September,0.0,24144125623.200863,40350286.76717996,7177725874.563349,8485966.279049596,4000506220.370432,4850104.351848675,3812118863.109295,0.0,21548101122.80655,0.0,22428286897.845646,0.0,7239291918.469127,0.0,6398125020.308551,0.0,9129772725.576239,0.0,6089879516.962175,0.0,6349831695.839224,0.0,5949120843.334367,0.0,9053012847.143578,0.0,5609224410.691711,0.0,6730465600.563722,0.0,5876980473.808022,0.0,8513870841.59093,0.0,5701747387.252305,139929271430.48862,10465077183.235756 
October,0.0,24838621808.487133,97823299.96447803,6142363544.739658,8271040.53991138,3680251613.4410744,5419367.926393896,3664857242.8634205,0.0,21951354001.54062,0.0,22056468152.07148,0.0,6312494037.441309,0.0,5815574808.901312,0.0,9886331327.430386,0.0,5630555570.789514,0.0,5889097466.256987,0.0,5728931620.961185,0.0,10090293415.427874,0.0,5503692599.272355,0.0,6080027916.21658,0.0,5498572131.812197,0.0,9434447602.438473,0.0,5452281135.9431,135111068418.11339,11057111380.460003 
